property_name,property_type,address,area,year,floors,developer,transaction_count,image_url,region,district,code
Por Yen Building,Industrial,478 Castle Peak Road,,1966 Year,13 Floor(s),Lai Sun Development Company Limited,5,https://hkis.centanet.com/oir/GR6xHZFJGRBQV102KykrKDQoKTQoKDYgL1pcIV1aW1gtLS4tLlsvW1xYXSpfIS1cK18oIS4uXDdzaX4=.jpg,Kowloon,Cheung Sha Wan,WS015
Vogue Centre,Industrial,696 Castle Peak Road,"3,928ft² approx",1992 Year,16 Floor(s),Sun Hung Kai Properties Limited,3,https://hkis.centanet.com/oir/YWbJZekxYWgoLyVOU1FTUExQUExQWU5RV1knU1EnIFNQICNVUVAkI1JYI1cjV1dXICdSICQlU08LEQY=.jpg,Kowloon,Cheung Sha Wan,WS015
Edward Wong Tower,Industrial,910 Cheung Sha Wan Road,,1991 Year,16 Floor(s),,5,https://hkis.centanet.com/oir/GR6xHZFJGRBQV102KykrKDQoKDQoITZYWF9aLCoqIC8tKFwtIChbWCksLF8oKShbWikhK18qKjdzaX4=.jpg,Kowloon,Cheung Sha Wan,WS015
Wing Hong Factory Building (CSW),Industrial,777-783 Yu Chau West Street,,1962 Year,12 Floor(s),,5,https://hkis.centanet.com/oir/YWbJZekxYWgoLyVOU1FTU0xQUExRUk5XI1UnWVFSVSQjJFhVVFgiICNYWVQnVlFSUldZWVQkUk8LEQY=.jpg,Kowloon,Cheung Sha Wan,WS015
Wing Ming Industrial Centre,Industrial,15 Cheung Yue Street,,1978 Year,11 Floor(s),,5,https://hkis.centanet.com/oir/am3CbuI6amMjJC5FWFpYW0dbW0dbUkUrWywvKC8rXFIuKVpeXVJSUyhcXF1aUi8rXywpK1ldWEQAGg0=.jpg,Kowloon,Cheung Sha Wan,WS015
China Pacific Industrial Building,Industrial,698 Castle Peak Road,,1980 Year,11 Floor(s),,1,https://hkis.centanet.com/oir/ExS7F5tDExpaXVc8ISMhIj4iIj4iKzxXJSYqVSQmKydXUSEnUSUhK1cmKiAjVSUqJ1EnI1YnKz15Y3Q=.jpg,Kowloon,Cheung Sha Wan,WS015
Fashion Centre,Industrial,51-53 Wing Hong Street,"6,957ft² approx",1991 Year,16 Floor(s),Sun Hung Kai Properties Limited,3,https://hkis.centanet.com/oir/ZWLNYe01ZWwsKyFKV1VXVEhUVUhUVEojUCMgIV0kUSFVVCdRISMhXFFQUSdWJlRSVFFSXVQjI0sPFQI=.jpg,Kowloon,Cheung Sha Wan,WS015
Hung Cheong Factory Building,Industrial,742 Cheung Sha Wan Road,,1965 Year,11 Floor(s),,3,https://hkis.centanet.com/oir/VVL9Ud0FVVwcGxF6Z2VkZnhlYXhkbXphYGJmYns_JTI=.jpg,Kowloon,Cheung Sha Wan,WS015
Yuen Shing Industrial Building,Industrial,1033 Yee Kuk West Street,"5,700ft² approx",1988 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/TknmSsYeTkcHAAphfH5_d2N_f2N-f2ELDGN_D3t-fgwIDQsKen56Dwt3D3kKCwp_fHZ2eQ93fAh_f2AkPik=.jpg,Kowloon,Cheung Sha Wan,WS015
Mackenny Centre,Industrial,660 Castle Peak Road,,1985 Year,11 Floor(s),,3,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWEVZWUdbUClZWF4rKS1YXVpcUSlbUVtbWFlYKVpRWF9bLCpcXEYCGA8=.jpg,Kowloon,Cheung Sha Wan,WS015
Manley Tower,Industrial,828 Cheung Sha Wan Road,,1972 Year,10 Floor(s),,4,https://hkis.centanet.com/oir/GxyzH5NLGxJSVV80KSspKjYqKjYqLDRdWl1fWVlfI1otLVkvKV0tWVhfKF5eWS4jX19aWS0sWjVxa3w=.jpg,Kowloon,Cheung Sha Wan,WS015
Tong Yuen Factory Building,Industrial,505 Castle Peak Road,,1970 Year,11 Floor(s),,2,https://hkis.centanet.com/oir/eX7RffEpeXAwNz1WS0lLSlRIS1RLS1Y4SExNSEpNPUw8OktNTD1OOElISDtJPEk6SDo_Tzo8TlcTCRwe.jpg,Kowloon,Cheung Sha Wan,WS015
HK Spinners Industrial Building V,Industrial,760-762 Cheung Sha Wan Road,,1977 Year,11 Floor(s),Cheung Kong (Holdings) Limited,2,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21sbnBtbHBvZXJpaWRobXM3LTo=.jpg,Kowloon,Cheung Sha Wan,WS015
Orient International Tower,Industrial,1018 Tai Nan West Street,,,26 Floor(s),First Group Holdings Limited,2,https://hkis.centanet.com/oir/YmXKZuoyYmsrLCZNUFJQUE9SVE9QW01RW1JSJFAkJiFVW1JWVFBVWlsjV1okVFsgJyZSVCBSUEwIEgU=.jpg,Kowloon,Cheung Sha Wan,WS015
Long To Building,Industrial,654-656 Castle Peak Road,,1992 Year,17 Floor(s),,3,https://hkis.centanet.com/oir/aW7BbeE5aWAgJy1GW1lbWERYWURYWEZRW1FfK1teUF9cLCtdWC1fKCsqLV9bKl0rK1pfKFEsLUcDGQ4=.jpg,Kowloon,Cheung Sha Wan,WS015
Alexandra Industrial Building,Industrial,23-27 Wing Hong Street,,1971 Year,11 Floor(s),Hsin Chong Properties Limited,3,https://hkis.centanet.com/oir/Hhm2GpZOHhdXUFoxLC4sKjMvLjMsLzFaLVhdJ18mLy8mWigqJl9fXycvWycqX1srXVgvXy1fLzB0bnk=.jpg,Kowloon,Cheung Sha Wan,WS015
Yee Kuk Industrial Centre,Industrial,555 Yee Kuk Street,,1991 Year,12 Floor(s),,2,https://hkis.centanet.com/oir/UVb5VdkBUVgYHxV-Y2FgYnxgYXxgZH5lZmJmaH87ITY=.jpg,Kowloon,Cheung Sha Wan,WS015
New Timely Factory Building,Industrial,497 Castle Peak Road,,1976 Year,10 Floor(s),,1,https://hkis.centanet.com/oir/X1j3W9cPX1YWERtwbW9ubHJva3JtbHBramduZ3E1Lzg=.jpg,Kowloon,Cheung Sha Wan,WS015
Fast Industrial Building,Industrial,658 Castle Peak Road,,1981 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaHZrbXZqa3RvbW5jYnUxKzw=.jpg,Kowloon,Cheung Sha Wan,WS015
Yee Tak Factory Building,Industrial,42 Wing Hong Street,,1970 Year,10 Floor(s),,2,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21sbnBsbXBsaHJpam5sbnM3LTo=.jpg,Kowloon,Cheung Sha Wan,WS015
V GA Building,Industrial,532 Castle Peak Road,,1994 Year,19 Floor(s),,1,https://hkis.centanet.com/oir/ZmHOYu42Zm8vKCJJVFZUV0tXVktXV0lTUVZRJyBVVCNQUCVSJFMlJyBTUiAiUSdWV15eXldQI0gMFgE=.jpg,Kowloon,Cheung Sha Wan,WS015
Times Tower (CSW),Industrial,928-930 Cheung Sha Wan Road,,1996 Year,23 Floor(s),Sun Hung Kai Properties Limited,3,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaHZrb3ZpaXRvbmxsb3UxKzw=.jpg,Kowloon,Cheung Sha Wan,WS015
Tung Lee Building,Industrial,1043 Tung Chau West Street,,1979 Year,11 Floor(s),,2,https://hkis.centanet.com/oir/X1j3W9cPX1YWERtwbW9ubHJva3JtbHBramdvZnE1Lzg=.jpg,Kowloon,Cheung Sha Wan,WS015
Sun Kwong Industrial Building,Industrial,1059 Tung Chau West Street,,1981 Year,17 Floor(s),,1,https://hkis.centanet.com/oir/ZWLNYe01ZWwsKyFKV1VXVEhUVEhUXUpSV1JcUyRcViMmUidRXVJTXV0hVydcI1AmXVxdXSAkUUsPFQI=.jpg,Kowloon,Cheung Sha Wan,WS015
Wing Kut Industrial Building B,Industrial,608 Castle Peak Road,,1983 Year,12 Floor(s),Henderson Real Estate Agency Limited,2,https://hkis.centanet.com/oir/GxyzH5NLGxJSVV80KSspKjYqKjYqIzRaIyNeIyorKSldIysvKFotWiJfI1pZIl4jWlosXlgrIzVxa3w=.jpg,Kowloon,Cheung Sha Wan,WS015
Easy Tower,Industrial,609-611 Tai Nan West Street,,1998 Year,29 Floor(s),,2,https://hkis.centanet.com/oir/HBu0GJRMHBVVUlgzLiwuLTEtLDEsJDMuLSwlKl8oWV8kLSgoLiklXiksWSgoJS9aWSVYX1krXzJ2bHs=.jpg,Kowloon,Cheung Sha Wan,WS015
Wing Hing Industrial Building (CSW),Industrial,499 Castle Peak Road,,1981 Year,12 Floor(s),Nan Fung Development Limited,2,https://hkis.centanet.com/oir/UVb5VdkBUVgYHxV-Y2FgYnxhZXxjYn5lZGliZX87ITY=.jpg,Kowloon,Cheung Sha Wan,WS015
Vita Green Tower,Industrial,918 Cheung Sha Wan Road,,,26 Floor(s),First Group Holdings Limited,2,https://hkis.centanet.com/oir/Y2TLZ-szY2oqLSdMUVNRV05TVk5SVUwnVCUnJVAnW1ZQVSdXVFcgISYnIiIgISBaIFpWVVRUVU0JEwQ=.jpg,Kowloon,Cheung Sha Wan,WS015
Precious Industrial Centre,Industrial,18 Cheung Yue Street,,1977 Year,11 Floor(s),,1,https://hkis.centanet.com/oir/Y2TLZ-szY2oqLSdMUVNRV05TW05SWkxWISVXVSBUU1tWUiZXICdXWlNTVyZVIVElJiFVWlYgUU0JEwQ=.jpg,Kowloon,Cheung Sha Wan,WS015
909 Cheung Sha Wan Road,Office,909 Cheung Sha Wan Road,"8,437 - 9,349ft² approx",2007 Year,26 Floor(s),Sun Hung Kai Properties Limited,1,https://hkis.centanet.com/oir/dnHecv4mdn8uLDpZREZEQltGQFtHRVlFMkNGTzQ3Tk43RzJCM0dBN0czM0RDQk9GMzdDM0BDNFgcBhMR.jpg,Kowloon,Cheung Sha Wan,WS015
Cheung Kong Factory Building,Industrial,5 Cheung Shun Street,,1976 Year,11 Floor(s),,1,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWUVZUEdRW1krWC1cKVBRUFtcLC1eKl1QKVlaUSosKyxYUSpaX0YCGA8=.jpg,Kowloon,Cheung Sha Wan,WS015
483D-483E Castle Peak Road,Industrial,483 Castle Peak Road,,1959 Year,4 Floor(s),,1,https://hkis.centanet.com/oir/WV7xXdEJWVAQFx12a2lobXRoaHRoanZsaG5vanczKT4=.jpg,Kowloon,Cheung Sha Wan,WS015
Storefriendly Tower (Peninsula West),Industrial,850-870 Lai Chi Kok Road,,1977 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/EBe4FJhAEBlZXlQ_IiAiJD0gKT0jID8oJCQoIFMiIyhRIVEkJygmUVFVVSAkICMkKSAkKFMiVT56YHc=.jpg,Kowloon,Cheung Sha Wan,WS015
Wah Shing Industrial Building,Industrial,18 Cheung Shun Street,,1978 Year,11 Floor(s),,1,https://hkis.centanet.com/oir/Y2TLZ-szY2oqLSdMUVNRUk5SUk5SW0xbVSBWJiYlWlJQJyZXIiVTWyJQWyJQVFIgIiFUVVdQJU0JEwQ=.jpg,Kowloon,Cheung Sha Wan,WS015
Great Wall Factory Building,Industrial,11 Cheung Shun Street,,1977 Year,10 Floor(s),,1,https://hkis.centanet.com/oir/FxC_E59HFx5eWVM4JSclJjomJjomLzhRJFEjIy8vIVVVJFQjJiIlVVMlLiRRViIvLyJWLlUkJTl9Z3A=.jpg,Kowloon,Cheung Sha Wan,WS015
Ping Fai Industrial Building,Industrial,312 Un Chau Street,,1967 Year,8 Floor(s),,1,"/_ipx/q_80,s_220x165/images/no-photo.png",Kowloon,Cheung Sha Wan,WS015
790-796 Cheung Sha Wan Road,Industrial,790-796 Cheung Sha Wan Road,,1958 Year,6 Floor(s),,1,https://hkis.centanet.com/oir/UFf4VNgAUFkZHhR_YmBhY31gZH1haH9kZWZpaX46IDc=.jpg,Kowloon,Cheung Sha Wan,WS015
Tin On Industrial Building,Industrial,777-779 Cheung Sha Wan Road,,1977 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWUVZUEdeXlhZUClcLS1RXltcKixcUC5ZWFFQXC5aLVssKllYW0YCGA8=.jpg,Kowloon,Cheung Sha Wan,WS015
Saxon Tower,Office,7 Cheung Shun Street,"8,082 - 8,098ft² approx",2004 Year,33 Floor(s),Laws Group,4,https://hkis.centanet.com/oir/bWrFaeU9bWQ1NyFCX11cWkBdXkBfWUJcXFRaXFlDBx0K.jpg,Kowloon,Cheung Sha Wan,WS015
Kee Wah Industrial Building,Industrial,666 Castle Peak Road,,1987 Year,12 Floor(s),,,https://hkis.centanet.com/oir/GB-wHJBIGBFRVlw3KigqKTUpKDUpKTchLSpZWyAuXVpbXFksLClbIC8gXigrXCtZKVogWyosITZyaH8=.jpg,Kowloon,Cheung Sha Wan,WS015
China Fen Hin Building,Industrial,5 Cheung Yue Street,,1977 Year,10 Floor(s),China Fen Hin (Holdings) Limited,2,https://hkis.centanet.com/oir/b2jHa-c_b2YmIStAXV9dXkJeXkJeV0BYXitaW1xaXypbXF9bWF5XLVkpWlgtLFgpWlouWVpcXkEFHwg=.jpg,Kowloon,Cheung Sha Wan,WS015
International Industrial Building (CSW),Industrial,501-503 Castle Peak Road,,1976 Year,11 Floor(s),,5,https://hkis.centanet.com/oir/UFf4VNgAUFkZHhR_YmBhY31gZH1iY39kZWhkYn46IDc=.jpg,Kowloon,Cheung Sha Wan,WS015
Tai Shing Industrial Building,Industrial,273-279 Un Chau Street,,1961 Year,7 Floor(s),,,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhYUEVYXkVaUEdZWltcRgIYDw==.jpg,Kowloon,Cheung Sha Wan,WS015
Laws Commercial Plaza,Industrial,788 Cheung Sha Wan Road,,1996 Year,34 Floor(s),Laws Property Holdings Limited,11,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21sbnBtaXBsZXJpaGtkaXM3LTo=.jpg,Kowloon,Cheung Sha Wan,WS015
Kwong Tai Factory Building,Industrial,750 Cheung Sha Wan Road,,1962 Year,8 Floor(s),,,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWEVZWUddKi5ZLS1YLi1YXi1cXl1ZKVtZLlAqK1peKVkuXlBZLUYCGA8=.jpg,Kowloon,Cheung Sha Wan,WS015
Li & Fung Tower,Industrial,868 Cheung Sha Wan Road,,1972 Year,11 Floor(s),,,https://hkis.centanet.com/oir/b2jHa-c_b2YmIStAXV9dXkJeXkJeWEBZLispWCpcWlopVldbXF0pLixeLVkuWlxZKixfXi5YKkEFHwg=.jpg,Kowloon,Cheung Sha Wan,WS015
822 Lai Chi Kok Road,Industrial,822 Lai Chi Kok Road,,1979 Year,11 Floor(s),Hang Lung Properties Limited,2,https://hkis.centanet.com/oir/FhG-Ep5GFh9fWFI5JCYkJzsnJzsnLjlXISRSUldSV1cvJyMiJiRXVC8jV1AiVFVUJSQjUyNXUjh8ZnE=.jpg,Kowloon,Cheung Sha Wan,WS015
Gee Hing Chang Industrial Building,Industrial,16 Cheung Yue Street,,1977 Year,11 Floor(s),,1,https://hkis.centanet.com/oir/ERa5FZlBERhYX1U-IyEgKDwgIzwhIj4lIFUnKCNUISQnUiUlJiJTU1MiKCckVSciJygmKSVXVT97YXY=.jpg,Kowloon,Cheung Sha Wan,WS015
20 Wing Hong Street,Industrial,20 Wing Hong Street,,1964 Year,5 Floor(s),,,https://hkis.centanet.com/oir/WV7xXdEJWVAQFx12a2loanRpb3RraXZtb29oa3czKT4=.jpg,Kowloon,Cheung Sha Wan,WS015
Yeung Yiu Chung (No. 6) Industrial Bldg.,Industrial,19 Cheung Shun Street,,1978 Year,13 Floor(s),,3,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWUVZUEdaWywsWFtbXCkqWCxcXS5cUFBdX1teWV1RLFhZWi0pKkYCGA8=.jpg,Kowloon,Cheung Sha Wan,WS015
Fung Wah Factorial Building,Industrial,646-648 Castle Peak Road,,1960 Year,6 Floor(s),,,https://hkis.centanet.com/oir/HBu0GJRMHBVVUlgzLiwuLTEtLDEtLTMqLV9aXipdLy0pLCQoKSQuXVpdWSxYWVktWihfKVhfLDJ2bHs=.jpg,Kowloon,Cheung Sha Wan,WS015
Ying Tung Industrial Building,Industrial,802 Lai Chi Kok Road,,1979 Year,10 Floor(s),,,https://hkis.centanet.com/oir/EBe4FJhAEBlZXlQ_IiAiIT0hIT0hKD8pIicpVFEhJVFRUSkkISIpUiAjJCdVI1MiICgiIyEpVD56YHc=.jpg,Kowloon,Cheung Sha Wan,WS015
POSCO Building,Industrial,165 Un Chau Street,,1970 Year,13 Floor(s),,,https://hkis.centanet.com/oir/SE_gTMAYSEEBBgxnenh5cWV4fmV5eGcNCmV9fXl7fXl_fHt6fw18cHwLcXAMcXh7Cw5-fw4NcAp6cGYiOC8=.jpg,Kowloon,Cheung Sha Wan,WS015
Li & Fung Tower 2,Industrial,888 Cheung Sha Wan Road,,1972 Year,11 Floor(s),,,https://hkis.centanet.com/oir/Wl3yXtIKWlMTFB51aGpraHdqaXdoYnVpbW1jaHQwKj0=.jpg,Kowloon,Cheung Sha Wan,WS015
Boss Commercial Centre,Office,28 Ferry Street,"4,148 - 4,218ft² approx",1995 Year,21 Floor(s),Henderson Land Development Company Limited,20,https://hkis.centanet.com/oir/Hxi3G5dPHxZHRVMwLS8tLzIvLDIuLTAoWy0uW1kqXS1aJykrW1tdXllaLlouLFssLi4sXVxaWTF1b3g=.jpg,Kowloon,Jordan,WS022
Rightful Centre,Office,11-12 Tak Hing Street,"5,806ft² approx",1995 Year,22 Floor(s),Henderson Land Development Company Limited,10,https://hkis.centanet.com/oir/EBe4FJhAEBlISlw_IiAiID0gIz0hIj9RU1QmKVJTU1MlIVMkVFMlUSQkU1QpUShVKFFUVCVVJD56YHc=.jpg,Kowloon,Jordan,WS022
Champion Building,Office,301-309 Nathan Road,"11,157 - 12,172ft² approx",1977 Year,17 Floor(s),,10,https://hkis.centanet.com/oir/DwinC4dfDwZXVUMgPT89PCI_PCI_OCBJNjtMSkk8TUo_PUo7OTo9NzdKPj0_OUtOPkxOODk8PCFlf2po.jpg,Kowloon,Jordan,WS022
Ocean Building,Office,80 Shanghai Street,"2,465 - 2,627ft² approx",1997 Year,23 Floor(s),Sino Land Company Limited,7,https://hkis.centanet.com/oir/FhG-Ep5GFh9OTFo5JCYkJjsmJTsnJDkvL1ImLyMgU1AmUiciUycjVyYhVVMiLyRVU1AgV1UgJzh8ZnE=.jpg,Kowloon,Jordan,WS022
238 Nathan Road,Office,238 Nathan Road,"6,154 - 12,188ft² approx",1999 Year,22 Floor(s),UPCENTRE INVESTMENTS LIMITED,4,https://hkis.centanet.com/oir/EBe4FJhAEBlISlw_IiAiID0gIz0hIj9UJlUhKCUnISUoJCUkKVZRUVYiVVIpVlQnIlFRJSJWIT56YHc=.jpg,Kowloon,Jordan,WS022
Bright Growth Medical Centre,Office,335 Nathan Road,"1,530 - 1,954ft² approx",1971 Year,19 Floor(s),Golden View Investments Limited,2,https://hkis.centanet.com/oir/Hhm2GpZOHhdGRFIxLC4sLjMuLTMvLDEqKy8vWy0vWC4oJ10qWCkrJlhcLlgoLComXVtdLysrXTB0bnk=.jpg,Kowloon,Jordan,WS022
Wing On Kowloon Centre,Office,345 Nathan Road,"13,762 - 16,028ft² approx",1999 Year,22 Floor(s),Wing On International Holdings Limited  Group,2,https://hkis.centanet.com/oir/QEfoRMgQQEkYGgxvcnBxdm1wcm1xdW9xcHZzcXFuChAH.jpg,Kowloon,Jordan,WS022
Sino Cheer Plaza,Office,23-29 Jordan Road,"4,321 - 5,740ft² approx",2003 Year,22 Floor(s),Southland Company Limited,1,https://hkis.centanet.com/oir/CA-gDIBYCAFQUkQnOjg6OyU4OyU4Pyc4Skw7Szk7Oz8-S0o8OzE5MEs7ST85TDk4Tks9PksxSyZieG1v.jpg,Kowloon,Jordan,WS022
YHC Tower,Office,1 Sheung Yuet Road,"11,145 - 12,528ft² approx",2013 Year,32 Floor(s),Billion Development and Project Management Limited,70,https://hkis.centanet.com/oir/bGvEaOQ8bGU0NiBDXlxeXEFcWkFfXENUXCkvXi9aLlpUWy1YVCpbVV9bKi0pVVpZXllZWV8uX0IGHAs=.jpg,Kowloon,Kowloon Bay,WS031
Capital Tower Tower B,Office,38 Wai Yip Street,"772 - 22,369ft² approx",2019 Year,29 Floor(s),"Sino Land Company Limited, CSI Properties Limited, Billion Development and Project Management Limited",66,https://hkis.centanet.com/oir/QkXqRsoSQksaGA5tcHJze29yem9yc20HAG8Aenp6cHF7AXB7egB2ewMBAHR1d3QBdgNwBwR2d3NwdGwoMiU=.jpg,Kowloon,Kowloon Bay,WS031
Enterprise Square Three,Office,39 Wang Chiu Road,"14,100 - 16,100ft² approx",2004 Year,41 Floor(s),Kerry Real Estate Agency Limited,34,https://hkis.centanet.com/oir/Hxi3G5dPHxZHRVMwLS8tKzIvLTIuKzBZWygoLCotJlpcXFwrKVssJykmLCtaKF0sXCsmJl1aWzF1b3g=.jpg,Kowloon,Kowloon Bay,WS031
Nan Fung Commercial Centre,Office,19 Lam Lok Street,"220 - 30,914ft² approx",1993 Year,19 Floor(s),Shin Chak Development Limited,53,https://hkis.centanet.com/oir/ZGPMYOw0ZG08PihLVlRWUElUVklVUEtRIFEmUSAiUCBWUyVQUF0gXVchISIhVVRSUiBUIVIiVUoOFAM=.jpg,Kowloon,Kowloon Bay,WS031
Mega Cube,Office,8 Wang Kwong Road,"19,073 - 24,013ft² approx",1988 Year,10 Floor(s),,46,https://hkis.centanet.com/oir/GxyzH5NLGxJDQVc0KSspKzYrLTYoKzRaLywjWV5eIl4sXiwvWlksI1kuLV9fWiheWFkqWS0rWTVxa3w=.jpg,Kowloon,Kowloon Bay,WS031
Skyline Tower (Kowloon Bay),Office,39 Wang Kwong Road,"217 - 28,292ft² approx",2003 Year,39 Floor(s),Sino Land Company Limited,57,https://hkis.centanet.com/oir/ZmHOYu42Zm8-PCpJVFZUUktWVEtXUkkiJyMlJ1EkVFdfI19SICQnXiUlVV8kJFNeVlAjX1EnV0gMFgE=.jpg,Kowloon,Kowloon Bay,WS031
Capital Tower Tower A,Office,38 Wai Yip Street,"772 - 22,369ft² approx",2019 Year,29 Floor(s),"Sino Land Company Limited, CSI Properties Limited, Billion Development and Project Management Limited",32,https://hkis.centanet.com/oir/MDeYNLhgMDloanwfAgABCR0ACB0AAR91ch0AdQRyA3YFdnFycQQEdAQJCHNzdHEABQMCcQkGAAIABR5aQFc=.jpg,Kowloon,Kowloon Bay,WS031
Exchange Tower,Office,33 Wang Chiu Road,"623 - 27,983ft² approx",2008 Year,30 Floor(s),Sino Land Company Limited,6,https://hkis.centanet.com/oir/Y2TLZ-szY2o7OS9MUVNRV05TUU5SV0wmUCZaWydaWlpaVSBXWldVW1pVUlFSUlVRUFtSWltWVk0JEwQ=.jpg,Kowloon,Kowloon Bay,WS031
Billion Centre - Tower B,Office,1 Wang Kwong Road,"1,325 - 12,895ft² approx",2009 Year,31 Floor(s),Billion Development and Project Management Limited,17,https://hkis.centanet.com/oir/Z2DPY-83Z24_PStIVVdVVEpXU0pWVUhTJFUjIiFSX19VU1RTVFJXJVYmIiRfISRQVF5VX15QU0kNFwA=.jpg,Kowloon,Kowloon Bay,WS031
Pacific Trade Centre,Industrial,2 Kai Hing Road,,1990 Year,17 Floor(s),,24,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21saHBtanBtanJoamtpbHM3LTo=.jpg,Kowloon,Kowloon Bay,WS031
Chevalier Commercial Centre,Office,8 Wang Hoi Road,"1,062 - 32,000ft² approx",1992 Year,21 Floor(s),,15,https://hkis.centanet.com/oir/YmXKZuoyYms6OC5NUFJQVk9SUE9TVk1UVyBXI1ZVISFXUyRWWiQgWydTJiQnUVNVV1IgUydQJkwIEgU=.jpg,Kowloon,Kowloon Bay,WS031
Kingston International Centre,Office,19 Wang Chiu Road,"28,462ft² approx",2017 Year,28 Floor(s),,29,https://hkis.centanet.com/oir/b2jHa-c_b2Y3NSNAXV9dW0JfXUJeW0ApWVgpXlpWLlwuXypbWC4qVlwrKVcsXF0sKSorLV0tXUEFHwg=.jpg,Kowloon,Kowloon Bay,WS031
CTF Life Tower,Office,18 Sheung Yuet Road,"16,469 - 17,467ft² approx",2018 Year,27 Floor(s),Hong Kong Pacific Investments Limited,27,https://hkis.centanet.com/oir/GR6xHZFJGRBBQ1U2KykrLTQpKzQoLTZdKitfISwhWyldW1otICsvW18oKF8pWCgoLltdLihfLjdzaX4=.jpg,Kowloon,Kowloon Bay,WS031
Billion Centre - Tower A,Office,1 Wang Kwong Road,"1,557 - 13,851ft² approx",2009 Year,31 Floor(s),Billion Development and Project Management Limited,21,https://hkis.centanet.com/oir/Y2TLZ-szY2o7OS9MUVNRU05TVU5QU0wmWlBUVlVQJ1omICZXUCBUWldaIlRSVVYnJVFTJ1EgIk0JEwQ=.jpg,Kowloon,Kowloon Bay,WS031
Enterprise Square Tower 2,Office,9 Sheung Yuet Road,"10,440 - 14,153ft² approx",1992 Year,18 Floor(s),Kerry Real Estate Agency Limited,15,https://hkis.centanet.com/oir/ZWLNYe01ZWw9PylKV1VXUUhVV0hUUUonJ1xQViBWJCRVJCBRU1RTJCFQJFVUUVUnVyZXXVQkIUsPFQI=.jpg,Kowloon,Kowloon Bay,WS031
Enterprise Square Tower 1,Office,9 Sheung Yuet Road,"10,452 - 12,309ft² approx",1992 Year,18 Floor(s),Kerry Real Estate Agency Limited,13,https://hkis.centanet.com/oir/Y2TLZ-szY2o7OS9MUVNRV05TUU5SV0wiJiBbWidQUFYnJlRXVydQIiclIlRaWiEnVVRWUlNSJU0JEwQ=.jpg,Kowloon,Kowloon Bay,WS031
Telford House,Office,16 Wang Hoi Road,,1994 Year,23 Floor(s),World International Development Limited,16,https://hkis.centanet.com/oir/bGvEaOQ8bGU0NiBDXlxeWEFcXkFdWENYVC4pXF8uX1spX19YXV5YLS9UWFUqWSpeWFhdWFVVWUIGHAs=.jpg,Kowloon,Kowloon Bay,WS031
Metro Centre II,Industrial,21 Lam Hing Street,,1992 Year,22 Floor(s),Sino Land Company Limited,11,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtrY3ZrbXZpY3Rpb29taHUxKzw=.jpg,Kowloon,Kowloon Bay,WS031
Corporation Square,Industrial,8 Lam Lok Street,,1993 Year,20 Floor(s),Sino Land Company Limited,5,https://hkis.centanet.com/oir/ZGPMYOw0ZG0tKiBLVlRWVUlVVElVVktUICYnXCcnUlJVVSJQVVBTXFYgIVUhXSFXUVJXIiJWVkoOFAM=.jpg,Kowloon,Kowloon Bay,WS031
Metro Centre,Industrial,32 Lam Hing Street,,1991 Year,20 Floor(s),Sino Land Company Limited,14,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21sb3BtanBtaHJpbWlva3M3LTo=.jpg,Kowloon,Kowloon Bay,WS031
Kader Building,Industrial,22 Kai Cheung Road,,1986 Year,12 Floor(s),,18,https://hkis.centanet.com/oir/ZmHOYu42Zm8vKCJJVFZUVEtWUUtWU0knUlInJFdRJCNUUVNSI1cgXlVTIFdfVVQkJSUlUiInXkgMFgE=.jpg,Kowloon,Kowloon Bay,WS031
The Bay Hub,Office,17 Kai Cheung Road,"34,000 - 35,000ft² approx",2016 Year,31 Floor(s),Goldin Properties Holdings Limited,17,https://hkis.centanet.com/oir/EhW6FppCEhtKSF49ICIgIj8iJD8hIj0iI1EnVyQgISAgIScmIydWUFNRJFdWKlZUJ1dTVlFXKzx4YnU=.jpg,Kowloon,Kowloon Bay,WS031
