property_name,property_type,address,area,year,floors,developer,transaction_count,image_url,region,district,code
Hung Shing Industrial Building (KT),Industrial,27 Tai Yip Street,,1978 Year,12 Floor(s),,2,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjYX9iZn9jan1mZ2VhYnw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Houtex Industrial Building,Industrial,16 Hung To Road,,1987 Year,14 Floor(s),,2,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21tZXBta3BvZXJvb2RlbXM3LTo=.jpg,Kowloon,Kwun Tong,WS032
East Sun Industrial Building,Industrial,20 Shing Yip Street,,1967 Year,12 Floor(s),,2,https://hkis.centanet.com/oir/WF_wXNAIWFERFhx3amhpanVpaHVqbXdsa2tpaHYyKD8=.jpg,Kowloon,Kwun Tong,WS032
Sui Tai Wai Kee Plaza,Industrial,25 Hung To Road,,1965 Year,9 Floor(s),,2,https://hkis.centanet.com/oir/GB-wHJBIGBFRVlw3KigqLDUoKjUqKDdcLS9ZLSpZWV5cIFosXipZWighXFsvLV1ZKiwoLS0oWzZyaH8=.jpg,Kowloon,Kwun Tong,WS032
Lladro Building,Industrial,72 Hoi Yuen Road,"18,000ft² approx",1986 Year,14 Floor(s),Sun Hung Kai Properties Limited,1,https://hkis.centanet.com/oir/QkXqRsoSQksLDAZtcHJze29zc29ydm0HAG9xBnB2Awd1AHADdnd2cHN7egdxd3R3dQF0dgB3dHJ0e2woMiU=.jpg,Kowloon,Kwun Tong,WS032
House of Corona,Industrial,50 Hung To Road,,1966 Year,10 Floor(s),,2,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJian9iZH9gan1gYGFnanw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Wang Cheung Industrial Building (KT),Industrial,168 Wai Yip Street,,1966 Year,13 Floor(s),,2,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjZX9iZ39jZX1lZmFlanw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Capella HTR,Industrial,47 Hung To Road,,1983 Year,14 Floor(s),,2,https://hkis.centanet.com/oir/EBe4FJhAEBlZXlQ_IiAiIz0gIz0iIT8oJykoKSdVJSBTIVUkVSNTUSZTJiJUUyAnVCgoJCUpUz56YHc=.jpg,Kowloon,Kwun Tong,WS032
Prosperity Industrial Building,Industrial,89 Wai Yip Street,,1975 Year,11 Floor(s),,2,https://hkis.centanet.com/oir/Y2TLZ-szY2oqLSdMUVNRUU5TVE5RVEwgV1MlVVJXIldVUlBXIFRUIVBVVlZSU1JXV1pSIVEnJU0JEwQ=.jpg,Kowloon,Kwun Tong,WS032
The Quayside,Office,77 Hoi Bun Road,,2019 Year,24 Floor(s),,2,https://hkis.centanet.com/oir/GxyzH5NLGxJDQVc0KSspKzYrLDYrIjQtLC8sWlhaLysvXyMvWF8oWl5fWSwrXSkpKCIuKiMpIzVxa3w=.jpg,Kowloon,Kwun Tong,WS032
Meyer Industrial Building Block 1,Industrial,2 Chong Yip Street,,1971 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/Wl3yXtIKWlMTFB51aGpraHdqY3dqaXVuaGxiaXQwKj0=.jpg,Kowloon,Kwun Tong,WS032
Heng Sang Factory Building,Industrial,185-187 Wai Yip Street,,1970 Year,10 Floor(s),,1,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWEVYX0cpXixbWFxbXl4pWy1cWlxcKS1QLi1dWiwpUC4rXStYLUYCGA8=.jpg,Kowloon,Kwun Tong,WS032
Morlite Building,Industrial,40 Hung To Road,,1970 Year,8 Floor(s),,1,https://hkis.centanet.com/oir/aW7BbeE5aWAgJy1GW1lbWERYWURZXkYqLCosUFkvLS8sXF9dLytZKF9eWSpeL1pfWixaUVlbXkcDGQ4=.jpg,Kowloon,Kwun Tong,WS032
Southtex Building,Industrial,51 Tsun Yip Street,,2000 Year,22 Floor(s),,1,https://hkis.centanet.com/oir/GR6xHZFJGRBQV102KykrKDQoKTQpLjZdKC1cKC8hXCwpLy8tKl0qIC4sKCopLSwpKiAgXFouXDdzaX4=.jpg,Kowloon,Kwun Tong,WS032
Ocean Industrial Building,Industrial,29 Tai Yip Street,,1989 Year,14 Floor(s),Cheung Kong (Holdings) Limited,1,https://hkis.centanet.com/oir/WV7xXdEJWVAQFx12a2loa3Roa3RoanZtbW1tanczKT4=.jpg,Kowloon,Kwun Tong,WS032
Yau Tong Industrial Building Block 2,Industrial,16 Sze Shan Street,,1978 Year,2 Floor(s),,1,https://hkis.centanet.com/oir/WF_wXNAIWFERFhx3amhoYHVobnVqYHdqaW5tbHYyKD8=.jpg,Kowloon,Kwun Tong,WS032
Wing Ying Industrial Building,Industrial,95 Wai Yip Street,,1972 Year,7 Floor(s),,1,https://hkis.centanet.com/oir/EhW6FppCEhtbXFY9ICIgID8iJT8gJT1XUSFUJVAlIiEiUCMmKiRQKlMjUFQnISMjIyslIFEkUTx4YnU=.jpg,Kowloon,Kwun Tong,WS032
Woo Sing Kee Industrial Building,Industrial,138 Wai Yip Street,,1974 Year,11 Floor(s),,1,https://hkis.centanet.com/oir/XFv0WNQMXFUVEhhzbmxtbnFtbHFtbHNob21qa3I2LDs=.jpg,Kowloon,Kwun Tong,WS032
Wai Yip Industrial Building,Industrial,171 Wai Yip Street,,1970 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/EhW6FppCEhtbXFY9ICIgIz8jIj8iJT0iIColVFAgIlMlVyImKyAnK1MmUFMiIVQnIitTICsiIzx4YnU=.jpg,Kowloon,Kwun Tong,WS032
28 Hung To Road,Industrial,28 Hung To Road,,1988 Year,13 Floor(s),,1,https://hkis.centanet.com/oir/Wl3yXtIKWlMTFB51aGpraHdqY3drY3VuaGJibHQwKj0=.jpg,Kowloon,Kwun Tong,WS032
Lee On Industrial Building,Industrial,70 Hung To Road,,1978 Year,13 Floor(s),,1,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaXZrY3Zpa3RvaWhibXUxKzw=.jpg,Kowloon,Kwun Tong,WS032
Fung Yip Industrial Building,Industrial,170 Wai Yip Street,,1982 Year,14 Floor(s),,1,https://hkis.centanet.com/oir/VFP8UNwEVF0dGhB7ZmRlZ3lkZXllY3tgYGxiY3o-JDM=.jpg,Kowloon,Kwun Tong,WS032
Two Harbour Square,Office,180 Wai Yip Street,"26,132 - 29,735ft² approx",2017 Year,26 Floor(s),"Sun Hung Kai Properties Limited, Wong's International Holdings Limited",1,https://hkis.centanet.com/oir/FhG-Ep5GFh9OTFo5JCYkJjsmIDskLzlXJyQlICdQUiAgJSUiIVInVyBUUy4iIiZSJCMmVSIjITh8ZnE=.jpg,Kowloon,Kwun Tong,WS032
King Wan Industrial Building,Industrial,54 Hung To Road,,1965 Year,8 Floor(s),,1,https://hkis.centanet.com/oir/Xln2WtYOXlcXEBpxbG5vbXNuZnNsbnFqaW5rZnA0Ljk=.jpg,Kowloon,Kwun Tong,WS032
Air Goal Cargo Building,Industrial,330 Kwun Tong Road,,1991 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/U1T7V9sDU1oaHRd8YWNiYX5iYX5iYHxnZ2dnan05IzQ=.jpg,Kowloon,Kwun Tong,WS032
Hing Win Factory Building,Industrial,110 How Ming Street,,1980 Year,15 Floor(s),,1,https://hkis.centanet.com/oir/FxC_E59HFx5eWVM4JSclJTonIjokJzgnVC8uLyJSI1UiI1UjICEnLlInJC4mVlQnICcvJCQnLjl9Z3A=.jpg,Kowloon,Kwun Tong,WS032
Tai Yick Industrial Building,Industrial,14 Sze Shan Street,,1981 Year,9 Floor(s),,1,https://hkis.centanet.com/oir/Xln2WtYOXlcXEBpxbG5uZnNuaHNsZnFsbWxranA0Ljk=.jpg,Kowloon,Kwun Tong,WS032
Kin Tak Fung Industrial Building,Industrial,174 Wai Yip Street,,1970 Year,15 Floor(s),,1,https://hkis.centanet.com/oir/XFv0WNQMXFUVEhhzbmxtb3FsbXFuaHNoaGRkbXI2LDs=.jpg,Kowloon,Kwun Tong,WS032
Hung Mou Industrial Building,Industrial,62 Hung To Road,,1980 Year,14 Floor(s),Chinachem Group,1,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaXZqa3Zpb3RvaGltb3UxKzw=.jpg,Kowloon,Kwun Tong,WS032
Contempo Place,Industrial,81 Hung To Road,,1983 Year,14 Floor(s),,1,https://hkis.centanet.com/oir/WV7xXdEJWVAQFx12a2loa3RoaHRpbHZtam1uanczKT4=.jpg,Kowloon,Kwun Tong,WS032
Viet Shing Factory Building,Industrial,145 Wai Yip Street,,1969 Year,13 Floor(s),,1,https://hkis.centanet.com/oir/Y2TLZ-szY2oqLSdMUVNRV05TVU5RVUwnVFUhJVJbUFYhJ1pXIiIhW1RUJSBVJyZXJicnUCUmIE0JEwQ=.jpg,Kowloon,Kwun Tong,WS032
Union Industrial Building (KT),Industrial,116 Wai Yip Street,,1971 Year,14 Floor(s),,1,https://hkis.centanet.com/oir/Xln2WtYOXlcXEBpxbG5vbHNuaXNsbXFqbG5saXA0Ljk=.jpg,Kowloon,Kwun Tong,WS032
Jone Mult Factory Building,Industrial,169 Wai Yip Street,,1983 Year,14 Floor(s),,1,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaHZranZpY3Rvb2Joa3UxKzw=.jpg,Kowloon,Kwun Tong,WS032
Milkyway Building,Industrial,77 Hung To Road,,1972 Year,6 Floor(s),,1,https://hkis.centanet.com/oir/VlH-Ut4GVl8fGBJ5ZGZnZHtmbntnYXliZGVjZXg8JjE=.jpg,Kowloon,Kwun Tong,WS032
Gemmy Factory Building,Industrial,12 Hung To Road,,1978 Year,12 Floor(s),,1,https://hkis.centanet.com/oir/X1j3W9cPX1YWERtwbW9ua3JvZ3JvZ3Bqb2hubnE1Lzg=.jpg,Kowloon,Kwun Tong,WS032
Mai Gar Industrial Building,Industrial,146 Wai Yip Street,,1972 Year,12 Floor(s),,27,https://hkis.centanet.com/oir/VVL9Ud0FVVwcGxF6Z2VkZ3hlY3hnYHpmbGxtYXs_JTI=.jpg,Kowloon,Kwun Tong,WS032
Siu Fu Factory Building,Industrial,201 Wai Yip Street,,1965 Year,6 Floor(s),,,https://hkis.centanet.com/oir/X1j3W9cPX1YWERtwbW9ubHJvbnJta3Bra2dnbXE1Lzg=.jpg,Kowloon,Kwun Tong,WS032
Tak Shun Industrial Building,Industrial,154 Wai Yip Street,,1970 Year,12 Floor(s),,,https://hkis.centanet.com/oir/VVL9Ud0FVVwcGxF6Z2VkZnhlZHhkYnphYW1gYHs_JTI=.jpg,Kowloon,Kwun Tong,WS032
Pang Kwong Building,Industrial,59 Hung To Road,,1988 Year,14 Floor(s),,16,https://hkis.centanet.com/oir/UVb5VdkBUVgYHxV-Y2FgY3xhaXxjYX5lY2VhY387ITY=.jpg,Kowloon,Kwun Tong,WS032
Kimball Industrial Building,Industrial,155 Wai Yip Street,,1970 Year,9 Floor(s),,,https://hkis.centanet.com/oir/Gh2yHpJKGhNTVF41KCooLjcqLDcoLDUqLVteIlwvWC1ZXy0uWCkpWylZXiIiKVsvK14iXC4uLjRwan0=.jpg,Kowloon,Kwun Tong,WS032
Storefriendly Tower (Peninsula East),Industrial,82 Hung To Road,,1970 Year,9 Floor(s),,,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaXEVYUUVbWEddKV9RLl5fLVApXFpcWCxeUVorKVkqXFsuKV1fWSxcLEYCGA8=.jpg,Kowloon,Kwun Tong,WS032
Grand Business Plaza,Industrial,153 Wai Yip Street,,1997 Year,23 Floor(s),,,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjYX9iY39gZ31mZmtgZ3w4IjU=.jpg,Kowloon,Kwun Tong,WS032
National Industrial Building,Industrial,23 Hing Yip Street,,1971 Year,12 Floor(s),,2,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaXZqa3ZqYnRvaGpibXUxKzw=.jpg,Kowloon,Kwun Tong,WS032
Jumbo Industrial Building,Industrial,189 Wai Yip Street,,1971 Year,13 Floor(s),,1,https://hkis.centanet.com/oir/ZWLNYe01ZWwsKyFKV1VXVEhUVUhVUkpTIyckUiFcUFNQI1ZRXFJWJ1YgUCEkUlEgUFdSICFdVUsPFQI=.jpg,Kowloon,Kwun Tong,WS032
D.J. Securities Building,Industrial,171 Hoi Bun Road,,1966 Year,13 Floor(s),,,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21tZXBta3BvZXJvbmVsZHM3LTo=.jpg,Kowloon,Kwun Tong,WS032
H.S. Chan Building,Industrial,4 Hung To Road,,1965 Year,8 Floor(s),,,https://hkis.centanet.com/oir/UFf4VNgAUFkZHhR_YmBhZX1gZ31gaH9lZ2ZlYn46IDc=.jpg,Kowloon,Kwun Tong,WS032
Room Kwun Tong,Industrial,338 Kwun Tong Road,,1970 Year,12 Floor(s),,,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtrY3ZrbXZpY3Rpa2Jjb3UxKzw=.jpg,Kowloon,Kwun Tong,WS032
Tak Lung Industrial Building,Industrial,179 Wai Yip Street,,1972 Year,13 Floor(s),,7,https://hkis.centanet.com/oir/bGvEaOQ8bGUlIihDXlxeXUFdXEFcW0MpW1suVFtUWilVXVxYVFhdLlRVWVwqXF8pXS4uWykoXkIGHAs=.jpg,Kowloon,Kwun Tong,WS032
Two Sky Parc,Industrial,51 Hung To Road,,1996 Year,33 Floor(s),Sino Land Company Limited,9,https://hkis.centanet.com/oir/aG_AbOA4aGEhJixHWlhaWUVZWEVYX0crWlsuLl1cLSwuWF9cKVFZKl1eX1FbXVBZWikrLFBcK0YCGA8=.jpg,Kowloon,Kwun Tong,WS032
China-Trade Centre,Industrial,122-124 Wai Yip Street,,1993 Year,17 Floor(s),China Fen Hin (Holdings) Limited,1,https://hkis.centanet.com/oir/R0DvQ88XR04OCQNodXd2fmp3f2p3cGgCBWp2cwFyBgR-cwNwBXZzA3FwfgF1AQIFdXUEAnN2BgUEAmktNyA=.jpg,Kowloon,Kwun Tong,WS032
Wing Fat Loong Industrial Building,Industrial,136 Wai Yip Street,,1979 Year,12 Floor(s),,,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21sb3BsbXBsbXJpbmxra3M3LTo=.jpg,Kowloon,Kwun Tong,WS032
Tak Sing Industrial Building,Industrial,28 Hung To Road,,1971 Year,12 Floor(s),Glorious Sun Group,,https://hkis.centanet.com/oir/X1j3W9cPX1YWERtwbW9ubXJvZnJvbHBrbWlnaXE1Lzg=.jpg,Kowloon,Kwun Tong,WS032
On Cheong Factory Building,Industrial,19 Tai Yip Street,,1970 Year,8 Floor(s),,2,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJian9iZH9gan1gY2BqZXw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Yau Tong Industrial Building Block 1,Industrial,2 Shung Shun Street,,1977 Year,11 Floor(s),,2,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtrY3ZrbXZpY3Rpam1vbXUxKzw=.jpg,Kowloon,Kwun Tong,WS032
Fen Hin Industrial Building,Industrial,101 Wai Yip Street,,1979 Year,12 Floor(s),,,https://hkis.centanet.com/oir/Xln2WtYOXlcXEBpxbG5vbHNvbHNuaHFqamxoanA0Ljk=.jpg,Kowloon,Kwun Tong,WS032
Yip Fat Factory Building Block 1,Industrial,77 Hoi Yuen Road,,1978 Year,14 Floor(s),,,https://hkis.centanet.com/oir/HRq1GZVNHRRUU1kyLy0vKTAtLzAtKDIuJCQvJV4lJS4uXCgpJClYX1kvKl4lLC8rKFwrJVtcKzN3bXo=.jpg,Kowloon,Kwun Tong,WS032
Yue Xiu Industrial Building,Industrial,87 Hung To Road,,1966 Year,12 Floor(s),Guangzhou Investment Company Limited,1,https://hkis.centanet.com/oir/XFv0WNQMXFUVEhhzbmxtbnFsZHFta3Nobm9pZXI2LDs=.jpg,Kowloon,Kwun Tong,WS032
Tai Fung Industrial Building,Industrial,61 Hung To Road,,1990 Year,13 Floor(s),Sun Hung Kai Properties Limited,,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjZ39iY39jYH1nYGZlanw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Takad Centre,Industrial,135 Wai Yip Street,,1978 Year,12 Floor(s),,4,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21sbnBtbHBvaHJpaWRsZHM3LTo=.jpg,Kowloon,Kwun Tong,WS032
Yau Tong Industrial Building Block 4,Industrial,18-20 Sze Shan Street,,1979 Year,,,,https://hkis.centanet.com/oir/XFv0WNQMXFUVEhhzbmxsZHFsanFuZHNubWpqb3I2LDs=.jpg,Kowloon,Kwun Tong,WS032
Yip Fat Factory Building Block 2,Industrial,75 Hoi Yuen Road,,1978 Year,14 Floor(s),,,https://hkis.centanet.com/oir/WF_wXNAIWFERFhx3amhoYXVob3Vqa3dramxha3YyKD8=.jpg,Kowloon,Kwun Tong,WS032
Wanda Industrial Building,Industrial,328 Kwun Tong Road,,1966 Year,10 Floor(s),,,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjYH9jYH9jYX1mZmZmanw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Johnson Industrial Mansion,Industrial,340 Kwun Tong Road,,1971 Year,11 Floor(s),,,https://hkis.centanet.com/oir/UVb5VdkBUVgYHxV-Y2FhaXxhZ3xjaX5jY2doY387ITY=.jpg,Kowloon,Kwun Tong,WS032
Knapwood Industrial Building,Industrial,10 Hung To Road,,1965 Year,7 Floor(s),,,https://hkis.centanet.com/oir/V1D_U98HV14eGRN4ZWdmY3pnb3pnb3hiZ2Bnb3k9JzA=.jpg,Kowloon,Kwun Tong,WS032
KT336,Industrial,334-336 Kwun Tong Road,,1966 Year,11 Floor(s),,,"/_ipx/q_80,s_220x165/images/no-photo.png",Kowloon,Kwun Tong,WS032
Good Year Industrial Building,Industrial,119-121 How Ming Street,"7,463ft² approx",1978 Year,14 Floor(s),,,https://hkis.centanet.com/oir/Sk3iTsIaSkMDBA5leHp7c2d7e2d6fmUPCGcOf3p5CX4IegwLeHt-f3t5cn99D3tyDHMPf3hzfn96fWQgOi0=.jpg,Kowloon,Kwun Tong,WS032
Kinox Centre,Industrial,9 Hung To Road,,1994 Year,20 Floor(s),Paliburg Investments Limited,4,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21tZXBta3BvZXJvb2xtbXM3LTo=.jpg,Kowloon,Kwun Tong,WS032
Easy-Pack Industrial Building,Industrial,140 Wai Yip Street,,1966 Year,6 Floor(s),,1,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjYH9jYn9jYn1mYWNka3w4IjU=.jpg,Kowloon,Kwun Tong,WS032
Gee Lok Industrial Building,Industrial,34 Hung To Road,,1981 Year,15 Floor(s),,7,https://hkis.centanet.com/oir/am3CbuI6amMjJC5FWFpYW0dbWkdaXUVeKV1bL1ldWFNdWCxeXVhdUihcUl8uX1svK1IpLyguLkQAGg0=.jpg,Kowloon,Kwun Tong,WS032
Harbour Sky,Industrial,28 Sze Shan Street,,1978 Year,7 Floor(s),,4,https://hkis.centanet.com/oir/CA-gDIBYCAFBRkwnOjg6PCU4PiU6Pic8Oz0_OjA5PD5NPTk8OU0xSTxNSTs9PUtOOzAwOzo6SiZieG1v.jpg,Kowloon,Kwun Tong,WS032
Millennium City 1 Standard Chartered Twr,Office,388 Kwun Tong Road,"857 - 21,449ft² approx",1998 Year,30 Floor(s),Sun Hung Kai Properties Limited,5,https://hkis.centanet.com/oir/YWbJZekxYWg5Oy1OU1FQWUxRVUxQWU5QVVFXV1RPCxEG.jpg,Kowloon,Kwun Tong,WS032
Ko Leung Factory Building,Industrial,25 Tai Yip Street,,1970 Year,8 Floor(s),,1,https://hkis.centanet.com/oir/X1j3W9cPX1YWERtwbW9ubXJubXJubHBra2tranE1Lzg=.jpg,Kowloon,Kwun Tong,WS032
Millennium City Phase 6,Office,392 Kwun Tong Road,"2,050 - 17,117ft² approx",2007 Year,35 Floor(s),Sun Hung Kai Properties Limited,5,https://hkis.centanet.com/oir/aW7BbeE5aWAxMyVGW1lYUURZXURYWUZYXVlaWF5HAxkO.jpg,Kowloon,Kwun Tong,WS032
Landmark East - AXA Tower(Twr1),Office,100 How Ming Street,"13,774 - 15,339ft² approx",2008 Year,42 Floor(s),Winsor Properties Holdings Limited,5,https://hkis.centanet.com/oir/ExS7F5tDExpLSV88ISMhIz4jJT4hKjwrVSsrJCsrUVcqKyInIFciUVYqK1EnUlUiKiRVUisiIT15Y3Q=.jpg,Kowloon,Kwun Tong,WS032
Landmark East - AIA Tower(Twr2),Office,100 How Ming Street,"18,877 - 28,192ft² approx",2008 Year,45 Floor(s),Winsor Properties Holdings Limited,6,https://hkis.centanet.com/oir/b2jHa-c_b2Y3NSNAXV9dX0JfWUJdVkApLCpcK1xdKilaXSpbLFdeLStbLFkpVylbVlcrX14qKUEFHwg=.jpg,Kowloon,Kwun Tong,WS032
Ho King Factory Building,Industrial,9 Tai Yip Street,,1971 Year,7 Floor(s),,,"/_ipx/q_80,s_220x165/images/no-photo.png",Kowloon,Kwun Tong,WS032
Dah Way Industrial Building (Revitalised),Industrial,86 Hung To Road,,1971 Year,9 Floor(s),,,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjZn9iYX9iZ31mamViYHw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Wing Tai Factory Building,Industrial,3 Tai Yip Street,,1973 Year,14 Floor(s),,1,https://hkis.centanet.com/oir/VFP8UNwEVF0dGhB7ZmRlZnllZnlkZXtgYGVhbXo-JDM=.jpg,Kowloon,Kwun Tong,WS032
HKI Building,Industrial,56 Hung To Road,,1965 Year,9 Floor(s),,,https://hkis.centanet.com/oir/VlH-Ut4GVl8fGBJ5ZGZnZHtmbntkZHliZGJgZ3g8JjE=.jpg,Kowloon,Kwun Tong,WS032
Hong Kong Commercial Daily Building,Industrial,332 Kwun Tong Road,,1968 Year,7 Floor(s),,,https://hkis.centanet.com/oir/Wl3yXtIKWlMTFB51aGpraHdqY3drb3VuaG1jbnQwKj0=.jpg,Kowloon,Kwun Tong,WS032
Aitken Vanson Centre,Industrial,61 Hoi Yuen Road,,1998 Year,33 Floor(s),Sun Hung Kai Properties Limited,,https://hkis.centanet.com/oir/WV7xXdEJWVAQFx12a2lpYXRpb3RrYXZrb2ltbHczKT4=.jpg,Kowloon,Kwun Tong,WS032
Yeung Yiu Chung (No. 5) Industrial Bldg.,Industrial,34 Tai Yip Street,,1976 Year,8 Floor(s),,1,"/_ipx/q_80,s_220x165/images/no-photo.png",Kowloon,Kwun Tong,WS032
Hay Nien Building,Industrial,1 Tai Yip Street,,1980 Year,14 Floor(s),,,https://hkis.centanet.com/oir/bGvEaOQ8bGUlIihDXlxeXkFcW0FeW0MuXykvXlRVWi1UWlRYKS0pVVooWlQqX1hdVS0vWV5VKkIGHAs=.jpg,Kowloon,Kwun Tong,WS032
167-169 Hoi Bun Road,Industrial,167-169 Hoi Bun Road,,1969 Year,5 Floor(s),,,https://hkis.centanet.com/oir/WV7xXdEJWVAQFx12a2lpYXRpb3RrYXZram5qaXczKT4=.jpg,Kowloon,Kwun Tong,WS032
Genplas Factory Building,Industrial,56 Hoi Yuen Road,,1965 Year,11 Floor(s),,20,https://hkis.centanet.com/oir/UVb5VdkBUVgYHxV-Y2FgY3xhaXxgZn5lY2JlZH87ITY=.jpg,Kowloon,Kwun Tong,WS032
Ray Centre,Industrial,88 Hung To Road,,1991 Year,15 Floor(s),,1,https://hkis.centanet.com/oir/BQKtAY1VBQxMS0EqNzU3NCg0NCg0NSo0QUMwMUNDQDdDMzAxNzcyPTIwR0BDMzRAMzE3NTVHRytvdWBi.jpg,Kowloon,Kwun Tong,WS032
D. J. Building,Industrial,173 Hoi Bun Road,,1980 Year,13 Floor(s),,,https://hkis.centanet.com/oir/VVL9Ud0FVVwcGxF6Z2VkZnhlZHhnYHphYWxlZXs_JTI=.jpg,Kowloon,Kwun Tong,WS032
Lever Tech Centre,Industrial,69-71 King Yip Street,,1995 Year,27 Floor(s),,,https://hkis.centanet.com/oir/UFf4VNgAUFkZHhR_YmBhZX1gY31iY39lY2hjY346IDc=.jpg,Kowloon,Kwun Tong,WS032
South Asia Building,Industrial,108 How Ming Street,,1991 Year,17 Floor(s),,,https://hkis.centanet.com/oir/UlX6VtoCUlsbHBZ9YGJjYH9ian9hYn1mYGRnZXw4IjU=.jpg,Kowloon,Kwun Tong,WS032
Union Industrial Building Block B,Industrial,27 Ko Fai Road,,1981 Year,5 Floor(s),,,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtrY3ZrbXZpY3RpbWliY3UxKzw=.jpg,Kowloon,Kwun Tong,WS032
Kin Sang Industrial Building,Industrial,147 Wai Yip Street,,1968 Year,7 Floor(s),,,https://hkis.centanet.com/oir/Gh2yHpJKGhNTVF41KCooLjcqLDcoLDVZKisoIygjWCNeKyguLyIvWCxbLi5cWy9eWC4uI1kjXDRwan0=.jpg,Kowloon,Kwun Tong,WS032
One Sky Parc,Industrial,53 Hung To Road,,1997 Year,22 Floor(s),,,https://hkis.centanet.com/oir/GxyzH5NLGxJSVV80KSspKjYqKzYrLDQrKi5aIl4pWSpZKSwvKF8uWSJaKV8oLShYXSItIygsWDVxa3w=.jpg,Kowloon,Kwun Tong,WS032
Secure House,Industrial,68 How Ming Street,,1971 Year,7 Floor(s),,2,https://hkis.centanet.com/oir/UVb5VdkBUVgYHxV-Y2FgYnxhYHxgZn5lZWlkYH87ITY=.jpg,Kowloon,Kwun Tong,WS032
World Interests Building,Industrial,8 Tsun Yip Lane,,1982 Year,14 Floor(s),,2,https://hkis.centanet.com/oir/XVr1WdUNXVQUExlyb21tZXBta3BvZXJvbmxoaXM3LTo=.jpg,Kowloon,Kwun Tong,WS032
Karin Building,Industrial,166 Wai Yip Street,,1979 Year,14 Floor(s),,,https://hkis.centanet.com/oir/NjGeMr5mNj9_eHIZBAYHARsGDhsGAhkBAwQFBBhcRlNR.jpg,Kowloon,Kwun Tong,WS032
Yat Sang Industrial Building,Industrial,13 Tai Yip Street,,1971 Year,11 Floor(s),,2,https://hkis.centanet.com/oir/WF_wXNAIWFERFhx3amhoYHVobnVqYHdqa2lrb3YyKD8=.jpg,Kowloon,Kwun Tong,WS032
Camelpaint Buildings Block II,Industrial,62 Hoi Yuen Road,,1981 Year,13 Floor(s),Yue Xiu Property Development Limited,14,https://hkis.centanet.com/oir/PjmWOrZuPjd3cHoRDA4PBxMPDxMOChF7fBN8eAYGf3gGDgp7B3oKCXgOf3t6e3oMCgh9DXp4CH0OehBUTlk=.jpg,Kowloon,Kwun Tong,WS032
South China Factory Building,Industrial,157-159 Wai Yip Street,,1970 Year,8 Floor(s),,,https://hkis.centanet.com/oir/GxyzH5NLGxJSVV80KSspLzYrLTYpLTQiWlkiLFhaIy0pKCsvWS4pWl0rXy8uKiJdWVoiIy8qLzVxa3w=.jpg,Kowloon,Kwun Tong,WS032
Crystal Industrial Building,Industrial,71 How Ming Street,,1965 Year,7 Floor(s),,,https://hkis.centanet.com/oir/W1zzX9MLW1ISFR90aWtqaXZrYnZraHRvaW1jaXUxKzw=.jpg,Kowloon,Kwun Tong,WS032
Fortune Industrial Building,Industrial,35 Tai Yip Street,,1977 Year,7 Floor(s),,2,https://hkis.centanet.com/oir/Xln2WtYOXlcXEBpxbG5vanNvbnNuaXFrb21ubHA0Ljk=.jpg,Kowloon,Kwun Tong,WS032
