building_key,leasinghub_id,leasinghub_original_key,leasinghub_name,centanet_id,centanet_original_key,centanet_name,match_score
LH_6238,6238,6238,AIA Financial Centre,d8dbe236-d60b-49d8-b8ca-734c2aed1fcc,d8dbe236-d60b-49d8-b8ca-734c2aed1fcc,AIA Financial Centre,90.0
LH_2773,2773,2773,AIA Tower,14190f42-cb36-4cfd-90d3-7e73d069f5bd,14190f42-cb36-4cfd-90d3-7e73d069f5bd,AIA Tower,90.0
LH_5599,5599,5599,Aitken Vanson Centre,6072ec71-f685-4acc-ae01-4c512e800685,6072ec71-f685-4acc-ae01-4c512e800685,Aitken Vanson Centre,90.0
LH_2618,2618,2618,Albion Plaza,d1ec32f3-c078-43a0-86ef-cf041b34c4a5,d1ec32f3-c078-43a0-86ef-cf041b34c4a5,Albion Plaza,90.0
LH_1193,1193,1193,Alexandra House,ee44d785-3974-400b-a9fe-755bf05091ca,ee44d785-3974-400b-a9fe-755bf05091ca,Alexandra House,90.0
LH_117,117,117,Alliance Building,60c03441-c786-41b1-a3cc-443ece2e79dd,60c03441-c786-41b1-a3cc-443ece2e79dd,Alliance Building,78.6
LH_5601,5601,5601,Apec Plaza,bc45fa97-cf1b-4cd8-a923-419e5f19e38d,bc45fa97-cf1b-4cd8-a923-419e5f19e38d,APEC Plaza,90.0
LH_2988,2988,2988,Argyle Centre Phase 1,d4ce18fc-b3ad-4523-a28b-9eebf0dba41c,d4ce18fc-b3ad-4523-a28b-9eebf0dba41c,Argyle Centre Phase I,87.0
LH_369,369,369,Arion Commercial Centre,2542fc73-9920-404c-b46b-4129b488d0cb,2542fc73-9920-404c-b46b-4129b488d0cb,Arion Commercial Centre,90.0
LH_146,146,146,Asia Standard Tower,0831c6eb-b3a2-4b3a-b621-cfa14964eb9b,0831c6eb-b3a2-4b3a-b621-cfa14964eb9b,Asia Standard Tower,90.0
LH_2718,2718,2718,Austin Plaza,f38bba3b-3dc5-48a8-98a8-c4283daacb8b,f38bba3b-3dc5-48a8-98a8-c4283daacb8b,Austin Plaza,90.0
LH_2738,2738,2738,Austin Tower,ebbcc431-6706-4968-858d-d8eb90783b98,ebbcc431-6706-4968-858d-d8eb90783b98,Austin Tower Phase I,90.0
LH_3826,3826,3826,AXA Southside,614a9d78-fdc8-4f96-b8b1-2e1420a8da34,614a9d78-fdc8-4f96-b8b1-2e1420a8da34,Axa Southside,100.0
LH_2974,2974,2974,Bangkok Bank Building,b1d7b5c7-51a0-4d58-b639-a1bf30acd8da,b1d7b5c7-51a0-4d58-b639-a1bf30acd8da,Bangkok Bank Building,90.0
LH_48,48,48,Bangkok Bank Building,a2b669fc-db88-433b-b5f2-0550a111284d,a2b669fc-db88-433b-b5f2-0550a111284d,Bangkok Bank Building,90.0
LH_1133,1133,1133,Bank of America Tower,c82072f6-c5c3-435f-8d5f-528a8b35f947,c82072f6-c5c3-435f-8d5f-528a8b35f947,Bank of America Tower,90.0
LH_1295,1295,1295,Bank of China Tower,4a0e7742-4984-4990-9e07-d3068f56642e,4a0e7742-4984-4990-9e07-d3068f56642e,Bank Of China Tower,90.0
LH_5703,5703,5703,BCC Building,f966c744-43a0-4fd8-bec2-7ac1a77a3482,f966c744-43a0-4fd8-bec2-7ac1a77a3482,Bcc Building,90.0
LH_3000,3000,3000,Belgian Bank Building,f8bd9d6d-6837-4fcf-b42d-0d2f7b0dd77b,f8bd9d6d-6837-4fcf-b42d-0d2f7b0dd77b,Belgian Bank Building,90.0
LH_4732,4732,4732,Benson Tower,54649034-e33f-484a-a9e8-80d85edf6567,54649034-e33f-484a-a9e8-80d85edf6567,Benson Tower,90.0
LH_4496,4496,4496,Billion Centre,93578d20-ead6-4057-ab81-df91e3d5b237,93578d20-ead6-4057-ab81-df91e3d5b237,Billion Centre - Tower A,90.0
LH_7437,7437,7437,Billion Plaza,10cc0175-1270-4290-a8dd-8727c7ca185f,10cc0175-1270-4290-a8dd-8727c7ca185f,Billion Plaza,90.0
LH_7431,7431,7431,Billion Plaza II,0813c17a-903d-4d12-a078-0564b4d84342,0813c17a-903d-4d12-a078-0564b4d84342,Billion Plaza II,90.0
LH_6591,6591,6591,Boss Commercial Centre,45ecfe02-3b0c-493b-99c0-473dc78eb715,45ecfe02-3b0c-493b-99c0-473dc78eb715,Boss Commercial Centre,90.0
LH_2935,2935,2935,Bright Growth Medical Centre,966d47f8-d85f-4d5e-aaff-e2a69e199baf,966d47f8-d85f-4d5e-aaff-e2a69e199baf,Bright Growth Medical Centre,90.0
LH_5312,5312,5312,Brill Plaza,c58926c2-ad0d-44a0-95dd-f480b4d3c741,c58926c2-ad0d-44a0-95dd-f480b4d3c741,Brill Plaza,88.4
LH_4968,4968,4968,C-BONS International Center,78ed3493-4920-4a16-b85f-54638e67a5e3,78ed3493-4920-4a16-b85f-54638e67a5e3,C-Bons International Center,90.0
LH_3510,3510,3510,Cameron Plaza,34ceebc2-629e-4ac1-b756-115f4b94221a,34ceebc2-629e-4ac1-b756-115f4b94221a,Cameron Plaza,90.0
LH_1152,1152,1152,Capital Centre,1d945fc9-cdf6-4110-a3ce-3743ed3ce3c7,1d945fc9-cdf6-4110-a3ce-3743ed3ce3c7,Capital Centre,90.0
LH_4932,4932,4932,Capital Tower,4cb51620-42d3-49f1-808e-5797400539fc,4cb51620-42d3-49f1-808e-5797400539fc,Capital Tower Tower A,90.0
LH_5706,5706,5706,Carnarvon Plaza,09f12cdc-dce3-4096-a893-1535653c0a5a,09f12cdc-dce3-4096-a893-1535653c0a5a,Carnarvon Plaza,90.0
LH_11523,11523,11523,Casey Aberdeen House,0e00db43-941b-4e3f-9780-d7562992d53a,0e00db43-941b-4e3f-9780-d7562992d53a,Casey Aberdeen House,100.0
LH_3174,3174,3174,Catic Plaza,c328ef26-fb73-4597-9ff1-3906452d525b,c328ef26-fb73-4597-9ff1-3906452d525b,Catic Plaza,90.0
LH_2546,2546,2546,Causeway Bay Commercial Building,69ba8e4b-5d34-4971-b684-8448b39e9c5d,69ba8e4b-5d34-4971-b684-8448b39e9c5d,Witty Commercial Building,75.8
LH_1384,1384,1384,Causeway Bay Plaza 1,5a3f2f59-41bc-4201-ad5d-76df53160c3b,5a3f2f59-41bc-4201-ad5d-76df53160c3b,Causeway Bay Plaza 1,90.0
LH_977,977,977,Causeway Bay Plaza 2,e5f2af0c-9ce5-46d5-b1b3-ea51f3e28f74,e5f2af0c-9ce5-46d5-b1b3-ea51f3e28f74,Causeway Bay Plaza 2,90.0
LH_99,99,99,CCB Tower,980eb4ca-b923-4616-af33-bb0b3392a1cd,980eb4ca-b923-4616-af33-bb0b3392a1cd,CCB Tower,90.0
LH_13711,13711,13711,CDW Building,ef97a36a-4ffa-4f57-a63c-a1fced58da1f,ef97a36a-4ffa-4f57-a63c-a1fced58da1f,CDW Building,90.0
LH_2007,2007,2007,Central Plaza,0de67100-379e-48ac-9134-f9c7a39dc01d,0de67100-379e-48ac-9134-f9c7a39dc01d,Central Plaza,90.0
LH_145,145,145,Central Tower,6d5ec20c-47a0-4009-b6a7-be6e94e47eea,6d5ec20c-47a0-4009-b6a7-be6e94e47eea,Central Tower,90.0
LH_15092,15092,15092,Centre Parc,0f4345a1-cb88-4b14-b9af-373e7827c6cc,0f4345a1-cb88-4b14-b9af-373e7827c6cc,Centre Parc,90.0
LH_650,650,650,Century Square,70aa39e0-abf6-4fe9-ae6c-3bedfa5754af,70aa39e0-abf6-4fe9-ae6c-3bedfa5754af,Century Square,90.0
LH_3007,3007,3007,Champion Building,fe2ae5b4-3806-42a1-896d-0424b995361a,fe2ae5b4-3806-42a1-896d-0424b995361a,Champion Building,90.0
LH_1191,1191,1191,Chater House,1b631fe7-47c0-44f3-b7c5-7303f1c2c5bb,1b631fe7-47c0-44f3-b7c5-7303f1c2c5bb,Chater House,90.0
LH_16759,16759,16759,Cheung Kei Center Tower A,c8a89772-81bf-4106-a949-7c1b65a5f90d,c8a89772-81bf-4106-a949-7c1b65a5f90d,Cheung Tat Centre,75.19999999999999
LH_166,166,166,Cheung Kong Center,9877c872-799c-49da-a166-e1019205f6c0,9877c872-799c-49da-a166-e1019205f6c0,Cheung Kong Center,90.0
LH_6311,6311,6311,Cheung Sha Wan Plaza Tower 1,7d67df18-3959-44b6-ba3f-4e78cada9309,7d67df18-3959-44b6-ba3f-4e78cada9309,Cheung Sha Wan Plaza 1,90.0
LH_6312,6312,6312,Cheung Sha Wan Plaza Tower 2,f34740d3-d614-4835-adbf-13e07cc9ebd0,f34740d3-d614-4835-adbf-13e07cc9ebd0,Cheung Sha Wan Plaza 2,90.0
LH_4552,4552,4552,Chevalier Commercial Centre,eff786dd-31bf-4426-9633-31e59f32ad82,eff786dd-31bf-4426-9633-31e59f32ad82,Chevalier Commercial Centre,90.0
LH_138,138,138,China Building,afae4454-1852-4a5f-8961-9e85298cc36c,afae4454-1852-4a5f-8961-9e85298cc36c,China Building,90.0
LH_2291,2291,2291,China Hong Kong City Tower 1,e56a7428-99af-463a-8de2-44049da44c83,e56a7428-99af-463a-8de2-44049da44c83,China HK City Tower 1,85.19999999999999
LH_2292,2292,2292,China Hong Kong City Tower 2,cdd5191a-c16b-474e-b98d-73f5bd757f11,cdd5191a-c16b-474e-b98d-73f5bd757f11,China HK City Tower 2,85.19999999999999
LH_2293,2293,2293,China Hong Kong City Tower 3,1b6bad3c-b5a0-4078-9e62-270ccd6137d2,1b6bad3c-b5a0-4078-9e62-270ccd6137d2,China HK City Tower 3,85.19999999999999
LH_2300,2300,2300,China Hong Kong City Tower 5,93260d04-bebb-4e4f-ae94-045a70bd40a5,93260d04-bebb-4e4f-ae94-045a70bd40a5,China HK City Tower 5,85.19999999999999
LH_2294,2294,2294,China Hong Kong City Tower 6,66c08670-af9a-4bdf-a2d9-1d80f61f20ea,66c08670-af9a-4bdf-a2d9-1d80f61f20ea,China HK City Tower 6,85.19999999999999
LH_22,22,22,China Insurance Group Building,32171908-20bd-4a5b-a138-f9758d2739e9,32171908-20bd-4a5b-a138-f9758d2739e9,China Insurance Group Building,88.6
LH_1382,1382,1382,China Overseas Building,8bc3f15e-61ca-4c04-865e-0647c5289706,8bc3f15e-61ca-4c04-865e-0647c5289706,China Overseas Building,90.0
LH_2006,2006,2006,China Resources Building,10d09d41-c05c-4009-9893-ea0438376c99,10d09d41-c05c-4009-9893-ea0438376c99,China Resources Building,90.0
LH_6270,6270,6270,China Shipbuilding Tower,5654f7dc-3a96-4da2-b32f-27af3ce21de6,5654f7dc-3a96-4da2-b32f-27af3ce21de6,China Shipbuilding Tower,90.0
LH_6153,6153,6153,China United Centre,d6e20613-9e5e-4186-84f6-cdb66721a236,d6e20613-9e5e-4186-84f6-cdb66721a236,China United Centre,88.6
LH_1163,1163,1163,Chinachem Century Tower,28a26484-fbbd-41d2-bd8f-fe878f614ef2,28a26484-fbbd-41d2-bd8f-fe878f614ef2,Chinachem Century Tower,90.0
LH_2663,2663,2663,Chinachem Golden Plaza,1d520530-c4f2-452d-973a-249286e861fb,1d520530-c4f2-452d-973a-249286e861fb,Chinachem Golden Plaza,90.0
LH_1574,1574,1574,Chinachem Johnston Plaza,db3c81e3-4e23-4842-bfc0-9baa43c4f84c,db3c81e3-4e23-4842-bfc0-9baa43c4f84c,Chinachem Johnston Plaza,90.0
LH_1071,1071,1071,Chinachem Leighton Plaza,a4ace4eb-cb63-46ca-abda-49746ec403dd,a4ace4eb-cb63-46ca-abda-49746ec403dd,Chinachem Leighton Plaza,90.0
LH_129,129,129,Chinachem Tower,4abd63f8-acf0-4a62-9f20-15180f45d824,4abd63f8-acf0-4a62-9f20-15180f45d824,Chinachem Tower,90.0
LH_1502,1502,1502,Chinaweal Centre,6e194746-d213-4bc0-8954-50c381ce7290,6e194746-d213-4bc0-8954-50c381ce7290,Chinaweal Centre,90.0
LH_2968,2968,2968,Chow Tai Fook Centre,63661c58-1b31-45ee-b406-4512d8c084a3,63661c58-1b31-45ee-b406-4512d8c084a3,Chow Tai Fook Commercial Centre,89.4
LH_122,122,122,Chu Kong Shipping Tower,8b36b0a2-12d4-479b-bd40-bcaee0cefc47,8b36b0a2-12d4-479b-bd40-bcaee0cefc47,Chu Kong Shipping Tower,90.0
LH_15050,15050,15050,Chung Kiu Commercial Building,5bf1710b-eb1d-4fef-89d1-a3acacbb4a5c,5bf1710b-eb1d-4fef-89d1-a3acacbb4a5c,Chung Kiu Commercial Building,90.0
LH_998,998,998,Chung Wai Commercial Building,8658d886-2039-40d2-874c-3774e1f27acf,8658d886-2039-40d2-874c-3774e1f27acf,Chung Wai Commercial Building,90.0
LH_1379,1379,1379,Circle Plaza,57ff18ce-5256-499f-b457-2dec554aef19,57ff18ce-5256-499f-b457-2dec554aef19,Circle Plaza,90.0
LH_6133,6133,6133,Circle Tower,e2dfc3c9-52a0-4fc7-ba1a-8fee276f886c,e2dfc3c9-52a0-4fc7-ba1a-8fee276f886c,Circle Tower,90.0
LH_6180,6180,6180,Citic Tower,79c4d7ed-0abe-4212-be29-18207eaaf986,79c4d7ed-0abe-4212-be29-18207eaaf986,Citic Tower,90.0
LH_1957,1957,1957,Citicorp Centre,d1b11d99-9990-4477-ac76-e99382b5cb35,d1b11d99-9990-4477-ac76-e99382b5cb35,Citicorp Centre,90.0
LH_6470,6470,6470,Citimark,0ba2818d-34cf-4e42-b94b-54ec8e69e3f9,0ba2818d-34cf-4e42-b94b-54ec8e69e3f9,Citimark,90.0
LH_1579,1579,1579,CNT House,a7d5bec2-e5bf-434d-b432-e973e8a40640,a7d5bec2-e5bf-434d-b432-e973e8a40640,Cnt House,90.0
LH_1380,1380,1380,CNT Tower,7715a43f-3e8a-4565-b3cf-50f1c404453b,7715a43f-3e8a-4565-b3cf-50f1c404453b,Cnt Tower,90.0
LH_1146,1146,1146,Cofco Tower,f3d1bfd6-c895-429c-a12f-7a31793eb2ea,f3d1bfd6-c895-429c-a12f-7a31793eb2ea,Cofco Tower,88.0
LH_7436,7436,7436,Comweb Plaza,8b578e11-5ca0-437b-a450-b4419e4733b1,8b578e11-5ca0-437b-a450-b4419e4733b1,Comweb Plaza,90.0
LH_582,582,582,Connaught Marina,682e3fdc-8230-44a3-9541-05d652789c78,682e3fdc-8230-44a3-9541-05d652789c78,Connaught Marina,90.0
LH_4729,4729,4729,Contempo Place,2fa21f44-781a-490f-89f4-4a2da00e7c64,2fa21f44-781a-490f-89f4-4a2da00e7c64,Contempo Place,90.0
LH_2005,2005,2005,Convention Plaza Office Tower,055d4139-3f9f-4ad3-a845-689fea37b0c0,055d4139-3f9f-4ad3-a845-689fea37b0c0,Office Tower - Convention Plaza,90.0
LH_7182,7182,7182,COS Centre,1272a802-d6c1-4853-baa9-2f8f188cbf5d,1272a802-d6c1-4853-baa9-2f8f188cbf5d,COS Centre,90.0
LH_164,164,164,Cosco Tower,ac92b31d-0bf1-4ceb-b8d8-7948e2354ba0,ac92b31d-0bf1-4ceb-b8d8-7948e2354ba0,Cosco Tower,90.0
LH_143,143,143,Crawford House,e74dc370-d212-4287-85c8-d3c934284dbc,e74dc370-d212-4287-85c8-d3c934284dbc,Crawford House,90.0
LH_15091,15091,15091,CTF Life Tower,3b38603e-099d-4d59-a5fa-f9e46f7e2a00,3b38603e-099d-4d59-a5fa-f9e46f7e2a00,CTF Life Tower,90.0
LH_5360,5360,5360,D.J. Securities Building,06bf7584-0cfc-4d0e-bfad-c53234839c54,06bf7584-0cfc-4d0e-bfad-c53234839c54,D.J. Securities Building,90.0
LH_4615,4615,4615,Dah Chong Hong Group Building,5117490d-8482-4953-af0c-5c59e7fe73ba,5117490d-8482-4953-af0c-5c59e7fe73ba,Dah Chong Hong Motor Service Building,82.8
LH_361,361,361,Dah Sing Financial Centre,8e124135-87f4-463c-af3c-b2b089cefdbd,8e124135-87f4-463c-af3c-b2b089cefdbd,Dah Sing Financial Centre,90.0
LH_1244,1244,1244,Duke Wellington House,c38fee12-52a5-4c15-a828-186dce95d414,c38fee12-52a5-4c15-a828-186dce95d414,Duke Wellington House,90.0
LH_3084,3084,3084,Dundas Square,cc7d1b50-bc77-4af1-a02b-8f5c955a77eb,cc7d1b50-bc77-4af1-a02b-8f5c955a77eb,Dundas Square,89.4
LH_2619,2619,2619,East Ocean Centre,b66ad474-0d52-4bbf-b399-b3947f262fa7,b66ad474-0d52-4bbf-b399-b3947f262fa7,East Ocean Centre,90.0
LH_1378,1378,1378,East Point Centre,1850b2b5-ae9a-4bdd-99a8-38571b985300,1850b2b5-ae9a-4bdd-99a8-38571b985300,East Point Centre,87.8
LH_11453,11453,11453,Easy Tower,3adf22f1-2866-4dba-bdf7-ce41986dbf04,3adf22f1-2866-4dba-bdf7-ce41986dbf04,Easy Tower,88.4
LH_152,152,152,Edinburgh Tower,5f040784-9767-4a63-ac8e-a835ca2b2e6e,5f040784-9767-4a63-ac8e-a835ca2b2e6e,Edinburgh Tower,90.0
LH_6302,6302,6302,Edward Wong Tower,00331206-d8ac-40a2-9139-f52eb6968007,00331206-d8ac-40a2-9139-f52eb6968007,Edward Wong Tower,90.0
LH_4738,4738,4738,EGL Tower,b326bb15-4820-4c16-8fba-4d69a0b71474,b326bb15-4820-4c16-8fba-4d69a0b71474,EGL Tower,90.0
LH_4139,4139,4139,Eight Commercial Tower,1b5ddb5a-657b-4059-b3f1-8166f533e802,1b5ddb5a-657b-4059-b3f1-8166f533e802,Eight Commercial Tower,90.0
LH_4713,4713,4713,Elite Centre,03257ae8-1ac2-45db-a002-629787db81b9,03257ae8-1ac2-45db-a002-629787db81b9,Elite Centre,78.2
LH_4450,4450,4450,Eltee Building,b903e231-d511-4d37-bf46-284d1c72c989,b903e231-d511-4d37-bf46-284d1c72c989,Eltee Building,90.0
LH_1386,1386,1386,Emperor Group Centre,276cb2aa-d7b9-40fc-803f-2c8f78795861,276cb2aa-d7b9-40fc-803f-2c8f78795861,Emperor Group Centre,87.8
LH_2666,2666,2666,Empire Centre,d3fd06ca-bee8-4a5a-b331-0a053cd021c0,d3fd06ca-bee8-4a5a-b331-0a053cd021c0,Empire Centre,90.0
LH_2617,2617,2617,Energy Plaza,665c4138-8468-4d5d-b912-2218277d1ec3,665c4138-8468-4d5d-b912-2218277d1ec3,Energy Plaza,90.0
LH_5237,5237,5237,Enterprise Square Five Tower 1,79a8d3ef-27fc-4b30-9f9b-ceea06503cf9,79a8d3ef-27fc-4b30-9f9b-ceea06503cf9,Enterprise Square Five Tower 1,90.0
LH_5235,5235,5235,Enterprise Square Five Tower 2,3bf659f2-9db4-4fc0-8ccc-567a145416b1,3bf659f2-9db4-4fc0-8ccc-567a145416b1,Enterprise Square Five Tower 2,90.0
LH_5238,5238,5238,Enterprise Square Three,ddf74e66-b706-4406-b0b2-9afe502ca46e,ddf74e66-b706-4406-b0b2-9afe502ca46e,Enterprise Square Three,90.0
LH_15085,15085,15085,Enterprise Square Tower 1,e933509a-04d7-4cb7-9b04-deaeee648575,e933509a-04d7-4cb7-9b04-deaeee648575,Enterprise Square Tower 1,90.0
LH_15086,15086,15086,Enterprise Square Tower 2,7915bec1-4f3f-43ff-837a-d41314422805,7915bec1-4f3f-43ff-837a-d41314422805,Enterprise Square Tower 2,90.0
LH_15087,15087,15087,Enterprise Square Tower 3,4f9f26f1-824c-4f1f-a87b-199331b7d6f3,4f9f26f1-824c-4f1f-a87b-199331b7d6f3,Enterprise Square Tower 3,90.0
LH_15084,15084,15084,Enterprise Square Two,90898c11-c10a-4e08-88bf-767c629f3ab4,90898c11-c10a-4e08-88bf-767c629f3ab4,Enterprise Square Two,90.0
LH_140,140,140,Entertainment Building,c6e6597a-7d6e-441c-a7e2-e6bc4da14d8a,c6e6597a-7d6e-441c-a7e2-e6bc4da14d8a,Entertainment Building,90.0
LH_6341,6341,6341,Eton Tower,32f29cf4-de81-4504-80dd-557eb0327b0e,32f29cf4-de81-4504-80dd-557eb0327b0e,Eton Tower,90.0
LH_7250,7250,7250,Ever Gain Plaza Tower 1,36533fe1-f521-4c5e-b477-51cf984a324a,36533fe1-f521-4c5e-b477-51cf984a324a,Ever Gain Plaza Tower 1,90.0
LH_7251,7251,7251,Ever Gain Plaza Tower 2,5577f936-3bff-4dc6-87f2-d5e0916cc505,5577f936-3bff-4dc6-87f2-d5e0916cc505,Ever Gain Plaza Tower 2,90.0
LH_3298,3298,3298,Excel Centre,247210d9-46d8-416f-919e-03de8ae7b70b,247210d9-46d8-416f-919e-03de8ae7b70b,Excel Centre,89.6
LH_5239,5239,5239,Exchange Tower,7c82f47b-bf2a-427b-8a0c-21d9cc5e42d5,7c82f47b-bf2a-427b-8a0c-21d9cc5e42d5,Exchange Tower,90.0
LH_2003,2003,2003,Fairmont House,031426f8-db10-4f0a-afac-e351cd3a32c9,031426f8-db10-4f0a-afac-e351cd3a32c9,Fairmont House,90.0
LH_1132,1132,1132,Far East Finance Centre,8d493726-ea4c-4864-aaa8-c677373415c5,8d493726-ea4c-4864-aaa8-c677373415c5,Far East Finance Centre,90.0
LH_11518,11518,11518,Festigood Centre,d5bba6d7-db8f-4bcc-b321-92782922be33,d5bba6d7-db8f-4bcc-b321-92782922be33,Festigood Centre,90.0
LH_1636,1636,1636,Fortune Centre,67874cd0-e9c9-4c0c-a7e9-28ab23941d92,67874cd0-e9c9-4c0c-a7e9-28ab23941d92,Fortune Centre,90.0
LH_1667,1667,1667,Foyer,2c90c4d7-1c48-4411-adf0-2ad6cb6ad3fe,2c90c4d7-1c48-4411-adf0-2ad6cb6ad3fe,Foyer,90.0
LH_16276,16276,16276,Fuk Shing Commercial Building,ddfa4e08-ca1a-45a3-bc64-9fe8058282d4,ddfa4e08-ca1a-45a3-bc64-9fe8058282d4,Fuk Shing Commercial Building,90.0
LH_4736,4736,4736,Fullerton Centre,9d0ee886-4826-4f95-b4e1-9dd4cc4f9f37,9d0ee886-4826-4f95-b4e1-9dd4cc4f9f37,Fullerton Centre,90.0
LH_3085,3085,3085,Gala Place,3715c9a3-0c3c-4017-867b-a1c51a3f7938,3715c9a3-0c3c-4017-867b-a1c51a3f7938,Gala Place,90.0
LH_5669,5669,5669,Gee Luen Hing Industrial Building,f78419dc-9353-4539-958b-00385e1e8f4f,f78419dc-9353-4539-958b-00385e1e8f4f,Effort Industrial Building,75.2
LH_3810,3810,3810,Genesis,d976d9a9-37ec-4589-a0db-47b6292d3498,d976d9a9-37ec-4589-a0db-47b6292d3498,Genesis,100.0
LH_17492,17492,17492,GF Tower,7104f94b-38eb-47b1-b1d0-c2ac12d4b6b0,7104f94b-38eb-47b1-b1d0-c2ac12d4b6b0,GF Tower,87.8
LH_7271,7271,7271,Ginza Plaza,04b3d6e1-2ae1-4228-b243-580ea2cfec61,04b3d6e1-2ae1-4228-b243-580ea2cfec61,Ginza Plaza,89.6
LH_2994,2994,2994,Ginza Square,4ff4db2b-677d-4f5d-8710-ce3d0fb63e20,4ff4db2b-677d-4f5d-8710-ce3d0fb63e20,Ginza Square,90.0
LH_3829,3829,3829,Global Trade Square,3d385596-e372-435e-ace2-804040ff636d,3d385596-e372-435e-ace2-804040ff636d,Global Trade Square,98.8
LH_153,153,153,Gloucester Tower,5673cc13-003b-45c8-9b9d-5c9c6120f86e,5673cc13-003b-45c8-9b9d-5c9c6120f86e,Gloucester Tower,90.0
LH_8,8,8,Golden Centre,ebe8e792-03fe-4f05-bf57-ea9cff1e2e3d,ebe8e792-03fe-4f05-bf57-ea9cff1e2e3d,Golden Centre,90.0
LH_3512,3512,3512,Golden Dragon Centre,aab2215f-246a-4e7a-a124-8d057177f4ff,aab2215f-246a-4e7a-a124-8d057177f4ff,Golden Dragon Centre,90.0
LH_7111,7111,7111,Golden Era Plaza,54a7921d-ed37-470a-91ce-724553361f4f,54a7921d-ed37-470a-91ce-724553361f4f,Golden Era Plaza,90.0
LH_6025,6025,6025,Grand Centre,af59ab63-b589-4a9f-a3de-611d9301dd07,af59ab63-b589-4a9f-a3de-611d9301dd07,Grand Centre,88.4
LH_6926,6926,6926,Grand Century Place Tower 1,e989b81e-113f-4198-98e9-e3e049deae5a,e989b81e-113f-4198-98e9-e3e049deae5a,Grand Century Place I,87.0
LH_3011,3011,3011,Grand Plaza Office Tower One,d529596f-07d7-4de1-9db3-caa90f106f92,d529596f-07d7-4de1-9db3-caa90f106f92,"Office Tower One, Grand Plaza",90.0
LH_3012,3012,3012,Grand Plaza Office Tower Two,2ab62d4c-8fe6-4161-b505-7a94fc26500f,2ab62d4c-8fe6-4161-b505-7a94fc26500f,"Office Tower Two, Grand Plaza",90.0
LH_2004,2004,2004,Great Eagle Centre,ec56b894-52c5-4f79-9aa3-23717150771f,ec56b894-52c5-4f79-9aa3-23717150771f,Great Eagle Centre,90.0
LH_2244,2244,2244,Great Smart Tower,bd92ab92-67dc-4b3f-9143-8f124a9c3036,bd92ab92-67dc-4b3f-9143-8f124a9c3036,Great Smart Tower,84.6
LH_646,646,646,Guangdong Finance Building,93f0cfb8-1cef-4559-9d85-0db7b6f30d94,93f0cfb8-1cef-4559-9d85-0db7b6f30d94,Guangdong Finance Building,90.0
LH_119,119,119,Guangdong Investment Tower,e2b1d65b-dd92-46dc-ad42-6a91581076b2,e2b1d65b-dd92-46dc-ad42-6a91581076b2,Guangdong Investment Tower,90.0
LH_1104,1104,1104,Hang Lung Centre,88a8a107-d942-48d5-9ea7-c5d035edeac5,88a8a107-d942-48d5-9ea7-c5d035edeac5,Hang Lung Centre,90.0
LH_2010,2010,2010,Harbour Centre,d6ee21fa-8a23-4676-857a-274deb3eb908,d6ee21fa-8a23-4676-857a-274deb3eb908,Harbour Centre,90.0
LH_2620,2620,2620,Harbour Crystal Centre,e530b24f-ec98-4a5c-8eac-efc628d1111c,e530b24f-ec98-4a5c-8eac-efc628d1111c,Harbour Crystal Centre,90.0
LH_11442,11442,11442,Harbourside HQ,624def23-1a6a-47d2-9d49-432ef06a5d91,624def23-1a6a-47d2-9d49-432ef06a5d91,Harbourside HQ,90.0
LH_1148,1148,1148,Harcourt House,17fbcfc6-b338-441d-8456-2a833e345f24,17fbcfc6-b338-441d-8456-2a833e345f24,Harcourt House,90.0
LH_165,165,165,Henley Building,8fbb3757-9ef8-4e86-8f57-bac695d68238,8fbb3757-9ef8-4e86-8f57-bac695d68238,Henley Building,90.0
LH_35,35,35,Hip Shing Hong Centre,45b35c13-b7e8-4e03-a88f-4e1f10fda49d,45b35c13-b7e8-4e03-a88f-4e1f10fda49d,Hip Shing Hong Centre,90.0
LH_3004,3004,3004,Hollywood Plaza,302c51c2-528d-429c-b3bb-d46f52e695d9,302c51c2-528d-429c-b3bb-d46f52e695d9,Hollywood Plaza,90.0
LH_1966,1966,1966,Hong Kong Diamond Exchange Building,0e12b315-8cf7-48dd-bb21-f032912b9dbf,0e12b315-8cf7-48dd-bb21-f032912b9dbf,Hong Kong Diamond Exchange Building,90.0
LH_3431,3431,3431,Hong Kong Pacific Centre,c384a628-a81a-429d-ac94-5a3625710966,c384a628-a81a-429d-ac94-5a3625710966,Hong Kong Pacific Centre,90.0
LH_641,641,641,Hong Kong Plaza,fa36a9b3-0a54-4aab-961c-d42ebfbf03d7,fa36a9b3-0a54-4aab-961c-d42ebfbf03d7,Hong Kong Plaza,90.0
LH_3284,3284,3284,Hong Kong Spinners Industrial Building Phase 6,01feb70d-a7ad-4018-8c71-08c739b67857,01feb70d-a7ad-4018-8c71-08c739b67857,HK Spinners Industrial Building VI,84.0
LH_19,19,19,Hong Kong Trade Centre,697936e7-9386-4c21-bbd3-3a48411a30b8,697936e7-9386-4c21-bbd3-3a48411a30b8,HK Trade Centre,83.4
LH_365,365,365,Hopewell Centre,1212787b-107c-4ba1-b63c-bc984a09d901,1212787b-107c-4ba1-b63c-bc984a09d901,Hopewell Centre,90.0
