Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-01-25,Festival City・Phase 3・Tower 1・Lower Floor・Flat Nb,"$31,000",L,786ft²,@$39,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-24,Mei Chung Court・Lai Chung House (Block B)・11/F・Flat 1,$4.1M,S,554ft²,"@$7,401",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-24,The Met. Acappella・Wing 1・12/F・Flat D6,$2.93M,S,254ft²,"@$11,535",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-24,Festival City・Phase 1・Tower 5・31/F・Flat Sc,$14.5M,S,959ft²,"@$15,120",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-23,Mei Chung Court・Hong Chung House (Block E)・28/F・Flat 5,$4.6M,S,401ft²,"@$11,471",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-23,The Pavilia Farm・Phase 1・Tower 3 (3B)・20/F・Flat E,$13.8M,S,701ft²,"@$19,686",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-23,Grandway Garden・Block 2・24/F・Flat C,$4.13M,S,426ft²,"@$9,695",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-23,May Shing Court・Fai Shing House (Block C)・16/F・Flat 18,$1.98M,S,381ft²,"@$5,197",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-23,Festival City・Phase 3・Tower 5・5/F・Flat Sa,$9.09M,S,688ft²,"@$13,205",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-23,The Pavilia Farm・Phase 1・Tower 2 (2A)・40/F・Flat E,$7M,S,322ft²,"@$21,739",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-22,Julimount Garden・Block 6・25-26/F・Flat B,$26.38M,S,"2,279ft²","@$11,575",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-21,Fung Shing Court・Fu Shing House (Block C)・8/F・Flat 3,$2.5M,S,381ft²,"@$6,562",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-21,Festival City・Phase 1・Tower 3・12/F・Flat Sb,$10.88M,S,785ft²,"@$13,860",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-21,The Pavilia Farm・Phase 2・Tower 7 (7B)・22/F・Flat D,$14.2M,S,752ft²,"@$18,883",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,The Pavilia Farm・Phase 2・Tower 5 (5B)・Lower Floor・Flat D,"$25,800",L,521ft²,@$50,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,The Pavilia Farm・Phase 2・Tower 6 (6A)・Upper Floor・Flat A,"$35,000",L,667ft²,@$52,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,Man Lai Court・Block 2・Upper Floor・Flat E,"$22,000",L,622ft²,@$35,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,Festival City・Phase 3・Tower 3・5/F・Flat Nd,$10.88M,S,757ft²,"@$14,373",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,The Pavilia Farm・Phase 1・Tower 3 (3A)・21/F・Flat E,$7.38M,S,357ft²,"@$20,672",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,Festival City・Phase 3・Carpark・CARPARK FLOOR・No.R659,$2M,S,--,--,Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-20,Man Lai Court・Block 1・9/F・Flat C,$8M,S,637ft²,"@$12,559",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-17,The Pavilia Farm・Phase 1・Tower 2 (2B)・Lower Floor・Flat B,"$32,000",L,667ft²,@$48,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-17,Festival City・Phase 1・Tower 3・9/F・Flat Na,$9.6M,S,677ft²,"@$14,180",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-17,Ka Tin Court・Ka Kei House (Block B)・25/F・Flat 6,$3.93M,S,469ft²,"@$8,380",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-17,Yuet On Building・11/F・Flat C,$4.2M,S,363ft²,"@$11,570",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-17,Festival City・Phase 2・Tower 3・3/F・Flat Nc,$11M,S,784ft²,"@$14,031",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-17,Hin Keng Estate・Hin Yeung House (Block 3)・19/F・Flat 9,$1.75M,S,381ft²,"@$4,593",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-16,Holford Gardens・Fook Ki Court (Block 3)・25/F・Flat A,$5.38M,S,454ft²,"@$11,850",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-16,Carado Garden・Block 5・9/F・Flat C,$5.3M,S,593ft²,"@$8,938",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-15,Festival City・Phase 3・Tower 3・Lower Floor・Flat Sd,"$32,500",L,757ft²,@$43,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-15,Man Lai Court・Block 2・Upper Floor・Flat G,"$22,000",L,637ft²,@$35,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-15,Festival City・Phase 2・Tower 1・Lower Floor・Flat Sc,"$30,000",L,961ft²,@$31,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-15,Mei Pak Court・18/F・Flat 5,$4.05M,S,447ft²,"@$9,060",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-15,Festival City・Phase 3・Tower 1・7/F・Flat Nb,$11.03M,S,786ft²,"@$14,033",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-14,May Shing Court・Kwai Shing House (Block A)・16/F・Flat 14,$4M,S,394ft²,"@$10,152",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-14,World-Wide Gardens・Lili Court (Block 4)・3/F・Flat C,$14.5M,S,"1,255ft²","@$11,554",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-14,Festival City・Phase 3・Carpark・CARPARK FLOOR・No.R522,$2.2M,S,--,--,Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-14,The Pavilia Farm・Phase 2・Tower 7 (7A)・53/F・Flat C,$9.8M,S,454ft²,"@$21,586",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-13,Golden Lion Garden・Phase 1・Golden Beauty Court (Block B)・Middle Floor・Flat 8,"$13,500",L,363ft²,@$37,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-13,Mei Chung Court・Fu Chung House (Block A)・26/F・Flat 1,$4.3M,S,554ft²,"@$7,762",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-13,Mei Chung Court・Shing Chung House (Block D)・18/F・Flat 6,$4.32M,S,554ft²,"@$7,798",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-13,Granville Garden・Carpark・2/F・No.66,"$500,000",S,--,--,Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-13,Festival City・Phase 2・Tower 1・25/F・Flat Nd,$9.88M,S,678ft²,"@$14,572",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Festival City・Phase 2・Tower 3・Middle Floor・Flat Sa,"$29,500",L,741ft²,@$40,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,The Pavilia Farm・Phase 2・Tower 6 (6A)・Upper Floor・Flat E,"$25,700",L,488ft²,@$53,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Festival City・Phase 3・Tower 2・Middle Floor・Flat Nb,"$28,500",L,787ft²,@$36,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Holford Gardens・Fook Ki Court (Block 3)・16/F・Flat E,$3M,S,409ft²,"@$7,335",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Ka Tin Court・Ka Wai House (Block D)・18/F・Flat 5,$3.8M,S,493ft²,"@$7,708",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Hin Keng Estate・Hin Yau House (Block 5)・11/F・Flat 20,$3.28M,S,489ft²,"@$6,708",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Granville Garden・Tower 2・3/F・Flat B,$8.2M,S,861ft²,"@$9,524",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Festival City・Phase 3・Tower 2・47/F・Flat Sc,$15.6M,S,958ft²,"@$16,284",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Festival City・Phase 1・Tower 5・41/F・Flat Sd,$11M,S,739ft²,"@$14,885",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Festival City・Phase 1・Tower 5・20/F・Flat Na,$9.83M,S,677ft²,"@$14,520",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,May Shing Court・Fai Shing House (Block C)・19/F・Flat 22,$3.3M,S,381ft²,"@$8,661",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,Golden Lion Garden・Phase 2・Golden Fullness Court (Block F)・1/F・Flat 6,$3.28M,S,336ft²,"@$9,762",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-10,King Tin Court・Man Sam House (Block A)・9/F・Flat 7,$2.75M,S,431ft²,"@$6,381",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,The Riverpark・Tower 2・Lower Floor・Flat A,"$48,000",L,"1,382ft²",@$35,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,Festival City・Phase 1・Tower 5・Lower Floor・Flat Sa,"$28,000",L,679ft²,@$41,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,The Met. Acappella・Wing 2・Upper Floor・Flat B1,"$16,500",L,425ft²,@$39,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,The Pavilia Farm・Phase 1・Tower 2 (2B)・51/F・Flat D,$9.1M,S,483ft²,"@$18,841",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,Mei Pak Court・21/F・Flat 4,$4.52M,S,446ft²,"@$10,135",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,Fung Shing Court・Fu Shing House (Block C)・28/F・Flat 21,$2.5M,S,490ft²,"@$5,102",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,Granville Garden・Tower 3・20/F・Flat G,$8.5M,S,867ft²,"@$9,804",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,Ka Tin Court・Ka Wing House (Block F)・28/F・Flat 7,$3.98M,S,469ft²,"@$8,486",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-09,The Pavilia Farm・Phase 1・Tower 2 (2B)・33/F・Flat D,$9.43M,S,483ft²,"@$19,524",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-08,Festival City・Phase 2・Tower 3・Middle Floor・Flat Nd,"$27,000",L,678ft²,@$40,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-08,Festival City・Phase 3・Tower 5・9/F・Flat Nd,$13.2M,S,752ft²,"@$17,553",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-08,Festival City・Phase 1・Tower 1・50/F・Flat Nb,$11M,S,785ft²,"@$14,013",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-07,The Riverpark・Tower 2・Middle Floor・Flat E,"$24,000",L,508ft²,@$47,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-07,The Pavilia Farm・Phase 2・Tower 7 (7B)・Middle Floor・Flat C,"$20,000",L,334ft²,@$60,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-07,Carado Garden・Carpark・1/F・No.208,$1.18M,S,--,--,Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-07,Golden Lion Garden・Phase 1・Golden Harvest Court (Block F)・6/F・Flat 2,$2.75M,S,260ft²,"@$10,577",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-07,Glamour Garden・12/F・Flat E,$4.77M,S,386ft²,"@$12,358",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-07,Ka Tin Court・Ka Hong House (Block A)・26/F・Flat 2,$4.28M,S,469ft²,"@$9,126",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-06,Holford Gardens・Fook Ki Court (Block 3)・13/F・Flat K,$4.82M,S,401ft²,"@$12,020",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-05,Festival City・Phase 3・Tower 3・Lower Floor・Flat Nd,"$30,000",L,757ft²,@$40,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-05,The Pavilia Farm・Phase 1・Tower 2 (2B)・Lower Floor・Flat D,"$24,800",L,483ft²,@$51,Centaline,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-03,Golden Lion Garden・Phase 2・Golden Mascot Court (Block B)・7/F・Flat 4,$3.32M,S,306ft²,"@$10,850",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-03,Festival City・Phase 3・Carpark・CARPARK FLOOR・No.R481,$2M,S,--,--,Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-01-03,Golden Lion Garden・Phase 2・Golden Wealth Court (Block A)・24/F・Flat 4,$3.24M,S,306ft²,"@$10,582",Land Registry,New Territories East,Tai Wai,Tai Wai,HMA188,https://hk.centanet.com/findproperty/en/list/transaction/tai-wai_19-HMA188?q=pu3q72e7c7
2025-02-20,Bayshore Towers・Tower 4・Lower Floor・Flat H,"$16,200",L,412ft²,@$39,Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-18,Fu Fai Garden・Block 2・26/F・Flat A,$4.08M,S,--,--,Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Kam Lung Court・Lung Yan House (Block B)・Upper Floor・Flat 3,$2.48M,S,401ft²,"@$6,185",Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Sunshine City・Phase 4・Block G・Lower Floor・Flat 2,"$14,800",L,363ft²,@$41,Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Ma On Shan Centre・Tower 3・22/F・Flat C,$4.85M,S,375ft²,"@$12,928",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Oceanaire・Carpark・B/M・No.P193,$1.34M,S,--,--,Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Sunshine City・Phase 2・Block D・13/F・Flat 2,$4.45M,S,321ft²,"@$13,857",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Sausalito・Carpark・G/F・No.65,$2M,S,--,--,Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-17,Kam Tai Court・Kam Lai House (Block F)・1/F・Flat 6,$4.92M,S,650ft²,"@$7,569",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-15,Sunshine City・Phase 2・Block C・Middle Floor・Flat 2,"$14,000",L,321ft²,@$44,Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-15,Ma On Shan Centre・Tower 2・Middle Floor・Flat E,"$17,500",L,522ft²,@$34,Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-15,Sunshine City・Phase 1・Block B・Upper Floor・Flat 3,"$12,500",L,348ft²,@$36,Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Sausalito・Tower 6・Middle Floor・Flat E,$6.18M,S,496ft²,"@$12,460",Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Kam Tai Court・Kam Fu House (Block A)・Middle Floor・Flat 7,$6M,S,650ft²,"@$9,231",Centaline,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Kam Fung Court・Kam Mei House (Block G)・11/F・Flat 12,$4.15M,S,540ft²,"@$7,685",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Sunshine City・Phase 3・Block P・1/F・Flat 3,$4.08M,S,337ft²,"@$12,107",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Sunshine City・Phase 4・Block H・31/F・Flat 4,$7.2M,S,551ft²,"@$13,067",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Oceanaire・Tower 2A・18/F・Flat B,$9.4M,S,820ft²,"@$11,463",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-14,Kam Lung Court・Lung Yuet House (Block A)・27/F・Flat 1,$4.18M,S,401ft²,"@$10,424",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-13,Bayshore Towers・Tower 3・19/F・Flat H,$5.5M,S,412ft²,"@$13,350",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-13,La Costa・Block 2・36/F・Flat F,$6.2M,S,494ft²,"@$12,551",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
2025-02-13,Yiu On Estate・Yiu Ping House (Block 2)・14/F・Flat 9,$2.14M,S,407ft²,"@$5,253",Land Registry,New Territories East,Ma On Shan,Ma On Shan,HMA107,https://hk.centanet.com/findproperty/en/list/transaction/ma-on-shan_19-HMA107?q=eu2v4t8ly4
