Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Region,District,Subdistrict,Code,Area_URL
Diamond House,326-328 Castle Peak Road,1,26,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
327 Castle Peak Road,327 Castle Peak Road,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
227A Hai Tan Street,227A Hai Tan Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
2 Kim Shin Lane,2 Kim Shin Lane,1,8,"$6,671/ ft²",3.26%,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
4 Kim Shin Lane,4 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Wah Hing Building,146-150 Un Chau Street,1,32,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
365 Po On Road,365 Po On Road,1,6,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Wing Hong Building,3 Kwong Shing Street,1,16,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hertford Mansion,152 Un Chau Street,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
475 Un Chau Street,475 Un Chau Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
31-33 Yen Chow Street/212C Yee Kuk Street,31-33 Yen Chow Street,1,19,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Fuk Lung Building,191-199 Fuk Wa Street,1,82,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
573 Fuk Wing Street,573 Fuk Wing Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
216 Castle Peak Road,216 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
329-331 Castle Peak Road,329-331 Castle Peak Road,1,15,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Shun Ning Building,28 Cheung Wah Street,1,84,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
40 Kim Shin Lane,40 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
631 Fuk Wa Street,631 Fuk Wa Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Park Lok Building,208-210 Fuk Wing Street,1,26,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
351 Po On Road,351 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
44 Kim Shin Lane,44 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
473 Un Chau Street,473 Un Chau Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Fu Chau Building,485-491 Un Chau Street,1,48,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
42 Kim Shin Lane,42 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
353 Po On Road,353 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
442B Castle Peak Road,442B Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
23 Cheung Fat Street\343 Po On Road,23 Cheung Fat Street,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
1 Kim Shin Lane,1 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Scenic Court,455 Shun Ning Road,1,89,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
349 Castle Peak Road,349 Castle Peak Road,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
550 Fuk Wa Street,550 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Sun Ming Court,84-90 Castle Peak Road,1,49,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
473 Castle Peak Road,473 Castle Peak Road,1,10,"$6,925/ ft²",1.79%,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
552 Fuk Wa Street,552 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Wing Wah Mansion,171 Fuk Wing Street,1,90,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
442A Castle Peak Road,442A Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
345 Po On Road,345 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
314-316 Castle Peak Road,314-316 Castle Peak Road,1,15,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
293 Castle Peak Road,293 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
548 Fuk Wa Street,548 Fuk Wa Street,1,8,"$6,370/ ft²",0.21%,2,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
442 Castle Peak Road,442 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Tsui Wan Mansion,161 Un Chau Street,1,77,"$7,214/ ft²",2.62%,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
9 Cheung Fat Street,9 Cheung Fat Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
355 Po On Road,355 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
306 Tung Chau Street,306 Tung Chau Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
218 Castle Peak Road,218 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
319 Castle Peak Road,319 Castle Peak Road,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
127 Castle Peak Road,127 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
136 Kiu Kiang Street,136 Kiu Kiang Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
237-237A Castle Peak Road,237-237A Castle Peak Road,1,16,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hoover Mansion,493-499 Un Chau Street,1,44,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
154 Castle Peak Road,154 Castle Peak Road,1,12,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
132 Kiu Kiang Street,132 Kiu Kiang Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
351 Castle Peak Road,351 Castle Peak Road,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
301 Castle Peak Road,301 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
227 Hai Tan Street,227 Hai Tan Street,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
349 Po On Road,349 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
35 Yen Chow Street,35 Yen Chow Street,1,2,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
544 Fuk Wa Street,544 Fuk Wa Street,1,8,"$5,872/ ft²",5.26%,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
441 Castle Peak Road,441 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Wo Hing Building,473-475 Shun Ning Road,1,14,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
546 Fuk Wa Street,546 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
347 Po On Road,347 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
303 Castle Peak Road,303 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
332-332A Castle Peak Road,332-332A Castle Peak Road,1,16,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
308 Tung Chau Street,308 Tung Chau Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
330 Castle Peak Road,330 Castle Peak Road,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Elegance Court,212 Castle Peak Road,1,11,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
318 Castle Peak Road,318 Castle Peak Road,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
New Un Chau Building,151-153A Un Chau Street,1,42,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
371 Po On Road,371 Po On Road,1,6,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
317 Castle Peak Road,317 Castle Peak Road,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Parc Oasis,21 Grandeur Road,32,"1,816","$14,711/ ft²",5.70%,2,82,11,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Village Gardens,68 Tat Chee Avenue,53,488,"$16,280/ ft²",--,1,17,6,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Village Gardens Phase 3,48 Fa Po Street,11,246,--,--,--,10,5,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Village Gardens Phase 2,46 Tat Chee Avenue,21,138,"$19,231/ ft²",--,1,5,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Village Gardens Phase 1,68 Tat Chee Avenue,21,104,--,--,--,2,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Elite Villa,15-17 Tat Chee Avenue,4,47,--,--,--,2,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Grandeur Villa,21 Tat Chee Avenue,4,108,--,--,--,6,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Yau Yat Lau,28 Tat Chee Avenue,4,36,--,--,--,3,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Fortune House,6-8 Osmanthus Road,1,23,--,--,--,3,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Everbest Court,16 Dianthus Road,1,18,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Tat Chee Court,11 Tat Chee Avenue,1,18,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Fortune Garden,8 Dianthus Road,1,18,--,--,--,1,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Fairview House,6 Peony Road,1,8,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Jade Court,12 Peony Road,1,14,--,--,--,1,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Karly Court,10 Verbena Road,1,12,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Rock View Gardens,36 Tat Chee Avenue,1,24,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Onward Court,8 Marigold Road,1,11,--,--,--,2,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
May King Court,11A Magnolia Road,1,15,--,--,--,2,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Magnolia Court,17 Magnolia Road,1,14,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Magnolia Court,19 Magnolia Road,1,22,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Lai Yuen,22-24 Fa Po Street,1,18,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Bisney Court,1 Begonia Road,1,11,--,--,--,1,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Conwell Villa,1 Cassia Road,10,10,--,--,--,1,1,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Cheerich Court,2 Cassia Road,1,14,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Peony Garden,2 Peony Road,1,11,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Havsun Garden,8 Peony Road,1,10,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Farming Villa,26 Fa Po Street,1,12,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Man Wah Court,7 Peony Road,1,8,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Winfield Gardens,8 Fa Po Street,1,12,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
15 Fa Po Street,15 Fa Po Street,1,9,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Ping Yuen,7 Begonia Road,1,15,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Peak Garden Court,11 Magnolia Road,1,18,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
9 Peony Road,9 Peony Road,1,11,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Nam Yuen Mansion,22-24 Tat Chee Avenue,1,23,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Mayfair Court,15 Magnolia Road,1,15,--,--,--,--,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Golden Villa,20 Fa Po Street,1,18,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
Osmanthus Court,14 Osmanthus Road,1,12,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
To Yuen Mansion,39 To Yuen Street,1,36,--,--,--,1,--,Kowloon,Yau Yat Tsuen,Yau Yat Tsuen,HMA010,https://hk.centanet.com/findproperty/en/list/estate/yau-yat-tsuen_19-HMA010?q=9863v4uz6a
