ID,Name,Street Name,Area Name,Year Built,Highest Floor,Typical Floor Area,District Name,Latitude,Longitude,Grade,Min Rent,Max Rent,Min Price,Max Price
1168,Sing Ho Finance Building,166-168 Gloucester Road,Wanchai,1981,,"1,770",Wanchai District,22.279747003,114.17808099400001,B,30,36.28,,
758,Sing Kui Commercial Building,27 Des Voeux Road West,Sheung Wan,1976,,,Central and Western District,22.287847992,114.146963996,C,,,,
3297,Sing Shun Centre,495 Castle Peak Road,Lai Chi Kok,1972,,"9,468",Sham Shui Po District,22.3374067,114.1461184,B,18.01,20.07,,
642,Singga Commercial Centre,144-151 Connaught Road West,Sai Ying Pun,1983,,"707 - 5,200",Central and Western District,22.2883666,114.14276,B,25,27.37,16800,16800
7126,Singwa Commercial Building,26-32 Parkes Street,Jordan,1983,,,Yau Tsim Mong District,22.3040383,114.1708277,B,,,,
2984,Sino Centre,582-592 Nathan Road,Mongkok,1979,,,Yau Tsim Mong District,22.316072008,114.170306009,C,27.78,32.71,,
3550,Sino Cheer Plaza,23-29 Jordan Road,Jordan,2003,,"4,321 - 5,500",Yau Tsim Mong District,22.305531005,114.170839005,B,,,,
1149,Sino Plaza,255-257 Gloucester Road,Causeway Bay,1992,33,"11,000",Wanchai District,22.281485,114.1823758,A,48,50,,
4913,Sitoy Tower,164 Wai Yip Street,Kwun Tong,2014,,"3,500",Kwun Tong District,22.3107447,114.2201677,B,11.23,14.59,,
814,Siu On Building,243-245 Des Voeux Road West,Sai Ying Pun,1983,,,Central and Western District,22.288125,114.1413924,C,,,,
981,Siu On Centre,188 Lockhart Road,Wanchai,1994,,"4,667",Wanchai District,22.2781229,114.1742646,B+,26,26,,
1508,Siu On Plaza,482 Jaffe Road,Causeway Bay,1993,,"4,088",Wanchai District,22.280915,114.1826942,B+,33,33,,
175,Siu Ying Commercial Building,153 Queen's Road Central,Sheung Wan,1984,21,"2,100",Central and Western District,22.284654995,114.15375799899999,B,,,,
17571,Six Pacific Place,46-56 Queen's Road East,Wanchai,2024,28,"7,266 - 7,640",Wanchai District,22.2770218,114.1689779,A+,65,80,,
6805,Skyline Tower,18 Tong Mi Road,Mongkok,1993,,,Yau Tsim Mong District,22.318305002,114.166547995,B,25,25,7564,7564
4497,Skyline Tower,39 Wang Kwong Road,Kowloon Bay,2003,,"28,000",Kwun Tong District,22.326429996,114.205511995,A,16,19,,
438,Skyway Centre,23-25 Queen's Road West,Sheung Wan,2017,28,"1,615 - 1,753",Central and Western District,22.28655354271717,114.1484048507448,B+,18,20,,
5357,SML Tower,165 Hoi Bun Road,Kwun Tong,1997,,"7,977 - 11,683",Kwun Tong District,22.310816,114.2194672,A,,,,
2450,So Hong Commercial Building,41-47 Jervois Street,Sheung Wan,1983,13,"2,907",Central and Western District,22.2850985,114.1516601,B,,,,
13666,Soho 77,77 Bonham Strand,Sheung Wan,1993,5,648,Central and Western District,22.285983002,114.15162500299999,C,33.64,33.64,,
5707,SOLO Building,41-43 Carnarvon Road,Tsimshatsui,1981,,"1,468",Yau Tsim Mong District,22.299135003,114.173759995,C,,,,
2734,SOMPTUEUX AUSTIN,8 Austin Avenue,Tsimshatsui,2020,,"437 - 3,478",Yau Tsim Mong District,22.3022728,114.1760804,B,35,45,,
1250,Somptueux Central,52-54 Wellington Street,Central,2005,23,"1,350",Central and Western District,22.281858994,114.155315994,B,45,45,,
6010,Soundwill Plaza,30-48 Russell Street,Causeway Bay,1996,,"7,156",Wanchai District,22.278975,114.1823709,A,47,49,,
7181,South Asia Commercial Centre,64 Tsun Yip Street,Kwun Tong,1981,,"7,019",Kwun Tong District,22.3115079,114.2234929,B,21,23,,
1982,South China Building,1-3 Wyndham Street,Central,1973,23,"4,113",Central and Western District,22.281221007,114.156269992,B,,,,
3813,South Island Place,8-10 Wong Chuk Hang Road,Wong Chuk Hang,2018,,"14,600 - 14,900",Southern District,22.24842780243656,114.16227637156413,A+,21,29,,
2658,South Seas Centre Tower 1,75 Mody Road,Tsimshatsui East,1982,,"14,500",Yau Tsim Mong District,22.299708003,114.17870199800001,A,23,26,,
2659,South Seas Centre Tower 2,75 Mody Road,Tsimshatsui East,1982,,"14,500",Yau Tsim Mong District,22.299708004,114.178702005,A,24,25,,
2085,Southern Commercial Building,11-13 Luard Road,Wanchai,1983,,,Wanchai District,22.277211993,114.171391998,C,23.91,23.91,,
2626,Southgate Commercial Centre,29 Granville Road,Tsimshatsui,1998,,"1,669",Yau Tsim Mong District,22.300162002,114.173885007,B,0,34,,
104,Southland Building,47 Connaught Road Central,Central,2014,26,"1,575",Central and Western District,22.28498388130098,114.15607276525336,B,50,55,,
3790,Southmark Tower A,11 Yip Hing Street,Wong Chuk Hang,1995,,,Southern District,22.249064002,114.164888993,B,14.07,31.89,0,10900
3791,Southmark Tower B,11 Yip Hing Street,Wong Chuk Hang,1995,,,Southern District,22.249043995,114.16487700100001,B,15,15,,
1423,Southorn Centre,130-150 Hennessy Road,Wanchai,1988,31,,Wanchai District,22.277143006,114.172826008,B+,,,,
978,SPA Centre,53-55 Lockhart Road,Wanchai,1976,,"1,248",Wanchai District,22.27837205715016,114.1706480652796,B,23.24,24.04,,
17593,Spark City,124-126 Castle Peak Road,Cheung Sha Wan,1982,13,"1,803 - 2,468",Sham Shui Po District,22.3354177,114.1604762,B+,15,16,,
17891,Spark City Mong Kok,25 Tong Mei Road,Mongkok,2023,14,"385 - 1,338",Yau Tsim Mong District,22.3192493,114.165742,B+,25,25,,
1287,St George's Building,2 Ice House Street,Central,1969,24,"6,216 - 9,393",Central and Western District,22.282130005,114.158910993,A,95,95,,
1292,St John's Building,33 Garden Road,Central,1983,21,"3,400",Central and Western District,22.27778695600057,114.15919714759632,B+,,,,
188,Stag Building,148 Queen's Road Central,Central,1967,12,"1,245",Central and Western District,22.28424810607207,114.15386979773935,B,,,,
4,Standard Chartered Bank Building,4-4A Des Voeux Road Central,Central,1989,32,"3,425 - 7,585",Central and Western District,22.28054054429448,114.15907513613195,A+,80,90,,
2683,Star House,3 Salisbury Road,Tsimshatsui,1966,19,,Yau Tsim Mong District,22.294653006,114.168999009,B,21.67,35.79,6947,15996
6240,Stelux House,698 Prince Edward Road East,Sanpokong,1998,,"13,725",Wong Tai Sin District,22.3341802750578,114.1982132067459,A,,,,
3057,Stone Rise,200-202 Nathan Road,Tsimshatsui,2024,17,"2,000 - 2,600",Yau Tsim Mong District,22.3036119,114.172012,B+,35,45,,
13658,Strand 50,50-54 Bonham Strand,Sheung Wan,1998,27,"4,241",Central and Western District,22.285750007,114.151221002,B+,30,35,,
3593,Strand 71,69-71 Bonham Strand West,Sheung Wan,1989,15,"840 - 1,035",Central and Western District,22.2875197,114.1481219,B,,,,
11475,Success Centre,26-38 Ta Chuen Ping Street,Kwai Chung,2021,,,Kwai Tsing District,22.367205,114.136002,B+,20.75,26,7000,7000
1405,Success Commercial Building,245-251 Hennessy Road,Wanchai,1984,,,Wanchai District,22.278160999,114.176209009,B,22,22,8800,9333
3584,Suen Yue Building,48-48A Bonham Strand West,Sheung Wan,1987,21,,Central and Western District,22.2870529,114.1481389,C,21,21,6800,6800
4752,Sui Tai Wai Kee Plaza,25 Hung To Road,Kwun Tong,1965,,"11,000",Kwun Tong District,22.31306720370224,114.22007883498765,B,19.2,21.5,,
2955,Summit Insurance Building,789 Nathan Road,Mongkok,1984,,"4,955",Yau Tsim Mong District,22.325933995,114.167744992,B,,,,
6929,Sun Fai Commercial Centre,576 Reclamation Street,Mongkok,1998,,,Yau Tsim Mong District,22.322209004,114.167129999,B+,19,19,,
6796,Sun Hing Steel Furniture Commercial Building,55 Tong Mi Road,Tai Kok Tsui,1987,,,Yau Tsim Mong District,22.3200125,114.1656026,C,,,,
12,Sun House,181 Des Voeux Road Central,Sheung Wan,1977,20,"3,230",Central and Western District,22.2861245,114.154094,B+,,,,
2009,Sun Hung Kai Centre,30 Harbour Road,Wanchai,1982,53,"16,600",Wanchai District,22.280414997,114.176871006,A+,50,58,,
5411,Sun Shine Centre,61-63 Portland Street,Yaumatei,1983,,"1,500",Yau Tsim Mong District,22.313975004,114.169610007,C,,,,
2989,Sunbeam Commercial Building,469-471 Nathan Road,Yaumatei,1977,,,Yau Tsim Mong District,22.310702995,114.170803004,C,,,,
2357,Sunbeam Plaza,1155 Canton Road,Mongkok,1993,,,Yau Tsim Mong District,22.322095997,114.166271009,B,16,17,,
4148,Sunny House,12-16 Li Yuen Street West,Central,1975,12,,Central and Western District,22.2831071,114.1560348,C,,,,
983,Sunshine Plaza,349-355 Lockhart Road,Wanchai,1994,,"4,700",Wanchai District,22.2793185,114.1787243,B,,,,
17888,Sunward Commercial Building,27 Fuk Wa Street,Sham Shui Po,1991,,"983 - 1,250",Sham Shui Po District,22.3280791,114.1664967,C,,,,
1680,SUP Tower,75-83 King's Road,North Point,1993,29,"5,606",Eastern District,22.2861793,114.1926653,B,,,,
1650,Supreme Commercial Building,368 King's Road,North Point,1995,,"1,130",Eastern District,22.290389997,114.197748997,C,,,,
6632,Supreme House,2A Hart Avenue,Tsimshatsui,1983,,"2,046",Yau Tsim Mong District,22.298171994,114.17457799099999,C,,,,
2721,Surson Commercial Building,140-142 Austin Road,Tsimshatsui,1993,,"2,611 - 3,560",Yau Tsim Mong District,22.303196006,114.17413499300001,B,,,,
1417,Sze Lai Building,241-243 Hennessy Road,Wanchai,1969,,,Wanchai District,22.278163002,114.176098008,C,,,,
3575,Tack Building,48-50 Gilman Street,Sheung Wan,1972,10,,Central and Western District,22.2857323418176,114.15490957804384,C,,,,
15308,Tai Nam Commercial Building,169-171 Tai Nan Street,Sham Shui Po,1977,,,Sham Shui Po District,22.326872992,114.16341499400001,C,,,,
14426,Tai Po Commercial Centre,152-172 Kwong Fuk Road,Tai Po,1982,,,Tai Po District,22.44749380756683,114.1690627587369,B,24,26,,
2946,Tai Sang Bank Building,784 Nathan Road,Prince Edward,1981,,"1,048",Yau Tsim Mong District,22.325778003,114.168271008,C,,,,
50,Tai Sang Bank Building,130-132 Des Voeux Road Central,Central,1970,14,"2,100",Central and Western District,22.285166003,114.154702002,B,27.6,36.48,,
2958,Tai Shing Commercial (Yaumatei) Building,498-500 Nathan Road,Yaumatei,1974,,,Yau Tsim Mong District,22.311837996,114.171121008,C,24.67,24.67,8000,8000
2159,Tai Tung Building,8 Fleming Road,Wanchai,2003,31,"6,862",Wanchai District,22.27738376989396,114.17455907605746,A,28,44,,
2900,Tai Wo Commercial Building,513 Nathan Road,Yaumatei,1972,,,Yau Tsim Mong District,22.312522998,114.17049399400001,C,,,,
383,Tai Wong Commercial Building,5-7 Queen's Road West,Sheung Wan,1978,13,,Central and Western District,22.286392002,114.148703007,C,,,,
1572,Tai Yau Building,181 Johnston Road,Wanchai,1985,,"10,312",Wanchai District,22.277018999,114.174513997,A,32,38,,
2581,Tai Yip Building,141 Thomson Road,Wanchai,2002,,"2,241",Wanchai District,22.2774448,114.1751938,B+,25,32,,
606,Tak Fung Building,79-81 Connaught Road West,Sheung Wan,1980,,,Central and Western District,22.288121007,114.146320995,C,,,,
2245,Tak Lee Commercial Building,113-117 Wanchai Road,Wanchai,1981,,"2,100",Wanchai District,22.276651999,114.17559800299999,B,,,,
3210,Tak Sing Alliance Building,115 Chatham Road South,Tsimshatsui,1987,,,Yau Tsim Mong District,22.301693998,114.176379992,B,25,27,0,9800
654,Tak Woo House,17-19 D'Aguilar Street,Central,1975,20,"2,085",Central and Western District,22.281283007,114.15542799400001,C,76.92,76.92,11000,46154
2714,TAL Building,45-53 Austin Road,Jordan,1975,,,Yau Tsim Mong District,22.303335993,114.169929993,B,,,,
3090,Tat Lee Commercial Building,43D-G Dundas Street,Mongkok,1978,,,Yau Tsim Mong District,22.315587005,114.17098299400001,C,,,,
2621,Taurus Building,21A-21B Granville Road,Tsimshatsui,1978,,"2,554",Yau Tsim Mong District,22.300006002,114.173504009,B,34,37,,
17318,TCL  Building - Science Park,22 Science Park East Avenue,Tai Po,,,,Tai Po District,22.4283605,114.2097408,A,,,,
2543,Teda Building,87 Wing Lok Street,Sheung Wan,1996,21,"2,200",Central and Western District,22.285919997,114.152003005,B,,,,
7180,Telecom Digital Tower,58 Tsun Yip Street,Kwun Tong,1981,8,"7,332 - 9,335",Kwun Tong District,22.311202997,114.223036999,B+,,,,
1164,Telecom House,3 Gloucester Road,Wanchai,1973,,"14,500",Wanchai District,22.279884997,114.171053009,A,,,,
4551,Telford House,16 Wang Hoi Road,Kowloon Bay,1994,,"16,300",Kwun Tong District,22.3228123740688,114.2111413840054,B,20,25,,
159,Teng Fuh Commercial Building,331-333 Queen's Road Central,Sheung Wan,1992,21,850,Central and Western District,22.285698995,114.149995006,C,,,,
157,Tern Centre Tower 1,237 Queen's Road Central,Sheung Wan,1990,28,"2,180",Central and Western District,22.284825997,114.151622008,B+,15,30,8257,11500
155,Tern Centre Tower 2,251 Queen's Road Central,Sheung Wan,1990,16,"1,862",Central and Western District,22.284704997,114.151367999,B,0,28.48,,
2628,Tern Commercial Building,39 Granville Road,Tsimshatsui,1989,,,Yau Tsim Mong District,22.300243998,114.174537999,B,38,38,,
3509,Tern Plaza,5 Cameron Road,Tsimshatsui,1994,,"2,893",Yau Tsim Mong District,22.298865999,114.172807003,B,33.5,33.5,,
363,Tesbury Centre,24-32 Queen's Road East,Wanchai,1993,29,"4,109",Wanchai District,22.27758630259266,114.1682155502638,B+,29,33,,
4608,Texwood Plaza,4-6 How Ming Street,Kwun Tong,1971,,,Kwun Tong District,22.3118489,114.2191276,B+,10,15,,
7018,TG Place,10 Shing Yip Street,Kwun Tong,2015,,"740 - 17,118",Kwun Tong District,22.3104389,114.2259254,A,26,33.75,15210,15700
4963,The 80I20,161 Wai Yip Street,Kwun Tong,1998,,"5,320 - 5,832",Kwun Tong District,22.3124479,114.2193366,B+,14,19.81,,
4619,The Bay Hub,17 Kai Cheung Road,Kowloon Bay,2016,27,"35,000",Kwun Tong District,22.32583089394928,114.20697120742302,A+,22,22,,
984,The Broadway,54-62 Lockhart Road,Wanchai,1985,,"2,550",Wanchai District,22.27800434939535,114.1708688633016,B+,30,30,,
17793,The Burrow,212 Choi Hung Road,Sanpokong,2022,27,"800 - 8,409",Wong Tai Sin District,22.3384823,114.2000869,A,18,20,,
3501,The Cameron,33 Cameron Road,Tsimshatsui,2009,,"4,000",Yau Tsim Mong District,22.2995576,114.1749148,B+,32,34,,
17643,The Cendas,7 Wang Tai Road,Kowloon Bay,2025,21,"27,530 - 27,940",Kwun Tong District,22.3222348,114.2099831,A,0,18,,
161,The Center,99 Queen's Road Central,Central,1998,79,"13,213 - 26,967",Central and Western District,22.284834009,114.154724007,A++,39,88,0,28000
1977,The Centrium,60 Wyndham Street,Central,2001,38,"900 - 12,500",Central and Western District,22.280691008,114.15465499300001,A,37,50,,
2457,The Chelsea,69 Jervois Street,Sheung Wan,1999,34,"3,780 - 4,100",Central and Western District,22.285123005,114.151014008,B+,33,43,,
24,The Chinese Bank Building,61-65 Des Voeux Road Central,Central,1966,21,"3,850",Central and Western District,22.283625998,114.156728995,B,,,,
1201,The Forum,8 Connaught Place,Central,2014,,,Central and Western District,22.284381997,114.15753000599999,A+,,,,
2310,The Gateway Prudential Tower,21 Canton Road,Tsimshatsui,1999,,"23,500",Yau Tsim Mong District,22.298646997,114.16785399700001,A+,39,45,,
2295,The Gateway Tower 1,25 Canton Road,Tsimshatsui,1994,,"17,800",Yau Tsim Mong District,22.299568994,114.168167007,A+,38,46,,
2296,The Gateway Tower 2,25 Canton Road,Tsimshatsui,1994,,"17,800",Yau Tsim Mong District,22.299552007,114.167942998,A+,39,51,,
2311,The Gateway Tower 5,15 Canton Road,Tsimshatsui,1999,,"23,800",Yau Tsim Mong District,22.297917002,114.168024994,A+,52,52,,
2312,The Gateway Tower 6,9 Canton Road,Tsimshatsui,1999,,"27,000",Yau Tsim Mong District,22.296860999,114.168065003,A+,39,51,,
5556,The Globe,79 Wing Hong Street,Lai Chi Kok,1998,,"7,485",Sham Shui Po District,22.339569991,114.149577999,A,,,,
1377,The Goldmark,502 Hennessy Road,Causeway Bay,1987,,"4,136",Wanchai District,22.2798954,114.1843413,B+,35,48.36,,
4915,The Grid,133 Wai Yip Street,Kwun Tong,2016,,"14,710",Kwun Tong District,22.313916,114.217797,A,22,22,,
3046,The Harvest,591 Nathan Road,Mongkok,1981,,"1,300 - 2,100",Yau Tsim Mong District,22.315936009,114.169827008,B,39,39,,
17505,The Hedon,11-15 Matheson Street,Causeway Bay,2023,27,"1,955 - 2,142",Wanchai District,22.2778355,114.182568,A,40,60,,
17518,The Henderson,2 Murray Road,Central,2023,38,"12,000 - 15,000",Central and Western District,22.28011570629257,114.16221316600182,A++,0,138,,
1369,The Hennessy,256 Hennessy Road,Wanchai,2008,,"3,000",Wanchai District,22.2776814,114.1760992,B+,35,40,,
1192,The Hong Kong Club Building,3A Chater Road,Central,1984,22,"5,749 - 8,688",Central and Western District,22.281617003,114.161039992,A,100,100,,
6789,The Hub,23 Yip Kan Street,Wong Chuk Hang,1984,19,"12,334 - 13,711",Southern District,22.24910657813906,114.16434205909755,B,23,23,,
2360,The Jade Plaza,513-531 Canton Road,Jordan,1994,,,Yau Tsim Mong District,22.3063754,114.1679494,B,,,,
199,The L.Plaza,367-375 Queen's Road Central,Sheung Wan,1982,22,"4,186",Central and Western District,22.286199996,114.149146002,B,28,32,,
3506,The Mangan,18-20 Cameron Road,Tsimshatsui,1981,,"2,060",Yau Tsim Mong District,22.298842003,114.17405099400001,B,,,,
7494,The Metropolis Tower,10 Metropolis Drive,Tsimshatsui East,2001,,"18,161",Yau Tsim Mong District,22.303675001,114.183326992,A,27,30,,
4598,The Millennity - Tower 1,98 How Ming Street,Kwun Tong,2022,36,"19,000 - 20,000",Kwun Tong District,22.31278907531507,114.2212996354431,A++,30,32,,
17682,The Millennity - Tower 2,98 How Ming Street,Kwun Tong,2022,36,"4,000 - 13,000",Kwun Tong District,22.31276674290585,114.22123526242675,A++,28,35,,
6446,The Octagon,6 Sha Tsui Road,Tsuen Wan,2014,,"15,300 - 15,300",Tsuen Wan District,22.375176006,114.10715399099999,A,17,25,,
13656,The Pemberton,22-26 Bonham Strand,Sheung Wan,1984,25,"2,814 - 4,393",Central and Western District,22.285446002,114.152149995,B+,31.27,33.76,,
6501,The Peninsula Office Tower,18 Middle Road,Tsimshatsui,1994,,"11,210",Yau Tsim Mong District,22.295255995,114.171823993,A,,,,
2088,The Phoenix,21-25 Luard Road,Wanchai,2006,,"1,590",Wanchai District,22.278794004,114.171470001,B+,30,30,,
5362,The Quayside,77 Hoi Bun Road,Kwun Tong,2019,22,"51,000",Kwun Tong District,22.3165336,114.2137085,A++,0,30,,
17004,The Rainbow,22 Wang Yip Street South,Yuen Long,2018,,,Yuen Long District,22.448650992,114.027321993,A,32.49,32.49,12404,12404
4756,The Rays,71 Hung To Road,Kwun Tong,2015,,"7,285 - 10,500",Kwun Tong District,22.3091409,114.2237803,B+,14,14,,
1171,The Sun's Group Centre,189-200 Gloucester Road,Wanchai,1996,,"7,300",Wanchai District,22.280112,114.179061,B,25.85,32,,
2301,The Toy House,100 Canton Road,Tsimshatsui,1994,,"4,429",Yau Tsim Mong District,22.299134005,114.16878399800001,B+,42,45,,
11207,The Vision,41 King Yip Street,Kwun Tong,2023,,"15,564 - 16,969",Kwun Tong District,22.30757624720357,114.22438647790986,A,,,,
63,The Voeux,102-104 Des Voeux Road Central,Central,1976,10,294 - 599,Central and Western District,22.284830996,114.15527799099999,B,,,,
7886,The Wave,4 Hing Yip Street,Kwun Tong,2016,,"8,937",Kwun Tong District,22.3096754,114.2245195,A,26.5,26.5,,
3023,The Wave,184 Nathan Road,Tsimshatsui,1994,,"1,708",Yau Tsim Mong District,22.3030398,114.1721408,C,,,,
1234,The Wellington,184-198 Wellington Street,Sheung Wan,2014,30,"3,597",Central and Western District,22.2847896,114.1529765,B+,40,45,,
10259,The WOL,4-5 Wo On Lane,Central,1960,,"500 - 1,000",Central and Western District,22.28145465445981,114.15540142222282,C,40,40,,
3734,The Workstation,43 Lyndhurst Terrace,Central,1999,28,"776 - 1,552",Central and Western District,22.28267346767079,114.15329314888112,B+,38,47,,
7075,THF (Yuen Long) Commercial Building,2-8 Tai Cheung Street,Yuen Long,1984,,"2,845",Yuen Long District,22.445232999,114.030372991,B,,,,
2578,Thomson Centre,76-78 Thomson Road,Wanchai,1983,,,Wanchai District,22.2771126117104,114.1737534930393,C,,,,
2583,Thomson Commercial Building,4-10 Thomson Road,Wanchai,1981,,,Wanchai District,22.2769706,114.17147,B,,,,
1199,Three Exchange Square,8 Connaught Place,Central,1984,31,"10,707 - 12,000",Central and Western District,22.284553008,114.15733800699999,A+,0,0,,
1294,Three Garden Road - Champion Tower,3 Garden Road,Central,1992,50,"13,720 - 17,812",Central and Western District,22.27851445073316,114.1607876607786,A++,80,100,,
1293,Three Garden Road - ICBC Tower,3 Garden Road,Central,1992,40,"15,700",Central and Western District,22.278601995,114.160748998,A++,88,100,,
353,Three Pacific Place,1 Queen's Road East,Admiralty,2004,38,"16,700",Central and Western District,22.277249992,114.168317996,A+,90,90,,
2140,Thyrse House,16 Pottinger Street,Central,1995,27,762,Central and Western District,22.283260008,114.156054998,C,0,23.62,,
1170,Tien Chu Commercial Building,173-174 Gloucester Road,Wanchai,1984,,"1,285",Wanchai District,22.279843994,114.178324997,C,30,30,,
2234,Tiffan Tower,197-199 Wanchai Road,Wanchai,1998,,"1,406 - 1,970",Wanchai District,22.277700008,114.178606992,B,,,,
2246,Times Media Centre,133 Wanchai Road,Wanchai,1998,,"3,443",Wanchai District,22.276595995,114.176086004,B,23,23,,
6157,Times Square Tower One,1 Matheson Street,Causeway Bay,1993,47,"17,283",Wanchai District,22.278495,114.182338,A+,0,59,,
6156,Times Square Tower Two,1 Matheson Street,Causeway Bay,1993,39,"19,479",Wanchai District,22.27794669515414,114.18168532409877,A+,45,53,,
6306,Times Tower,928-930 Cheung Sha Wan Road,Lai Chi Kok,1996,,"2,882",Sham Shui Po District,22.3367761,114.1455892,B,17.5,19.5,,
1507,Times Tower,391-407 Jaffe Road,Causeway Bay,1992,,"3,820",Wanchai District,22.280241007,114.180062999,B+,22,29,0,12000
5944,Tin On Sing Commercial Building,41-43 Graham Street,Central,1992,26,"1,053 - 1,760",Central and Western District,22.28280739735206,114.1531728208065,B,,,,
7361,Tins Enterprises Centre,777 Lai Chi Kok Road,Cheung Sha Wan,2000,,"13,000",Sham Shui Po District,22.333865991,114.15322000900001,B+,17.71,19.51,,
1368,Toi Shan Association Building,167-169 Hennessy Road,Wanchai,1982,,"1,077",Wanchai District,22.27774251809911,114.1738549088683,C,,,,
1578,Toi Shan Centre,128 Johnston Road,Wanchai,1992,,,Wanchai District,22.276443008,114.173480992,C,35.11,35.11,,
1337,Tower 188,188-190 Hennessy Road,Wanchai,1974,,,Wanchai District,22.277532003,114.17428100199999,B+,,,,
1480,Tower 535,535 Jaffe Road,Causeway Bay,2015,26,"9,329 - 11,712",Wanchai District,22.2813782,114.1839728,A+,0,60,,
13475,Tower Jordan,2-6 Bowring Street,Jordan,2013,,"950 - 1,700",Yau Tsim Mong District,22.304233,114.171229,B,,,,
6310,Trade Square,681 Cheung Sha Wan Road,Cheung Sha Wan,1989,,"39,200 - 44,000",Sham Shui Po District,22.3367779,114.1538332,B,20.77,22.88,,
3309,Trendy Centre,682 Castle Peak Road,Lai Chi Kok,1998,,"6,849",Sham Shui Po District,22.338106007,114.147044996,B+,16.5,20,,
17500,TS Tower,43 Heung Yip Road,Wong Chuk Hang,2021,,,Southern District,22.2477624,114.1627451,A,,,,
2662,Tsim Sha Tsui Centre,66 Mody Road,Tsimshatsui East,1980,,"32,000",Yau Tsim Mong District,22.297746993,114.177827999,A,0,34,,
11760,Tuen Mun Central Square,22 Hoi Wing Road,Tuen Mun,1999,,"19,640",Tuen Mun District,22.381316998,113.971940008,A,21.78,30.48,,
7112,Tuen Mun Parklane Square,2 Tuen Hi Road,Tuen Mun,1997,27,"636 - 19,055",Tuen Mun District,22.391004005,113.97722899499999,A,25.35,25.35,,
1274,Tung Chai Building,86-90 Wellington Street,Central,1975,12,"1,800",Central and Western District,22.28282537937683,114.15456815671324,C,,,,
832,Tung Che Commercial Centre,246 Des Voeux Road West,Sai Ying Pun,1998,,"3,944",Central and Western District,22.287746004,114.14164100500001,B,16.8,20.11,,
3024,Tung Chiong Commercial Building,221-221A Nathan Road,Jordan,1986,,"2,000",Yau Tsim Mong District,22.303686005,114.171507008,B,28,28,,
1005,Tung Chiu Commercial Centre,193-197 Lockhart Road,Wanchai,2004,,"2,744",Wanchai District,22.2785041,114.1744736,B,26.85,28.42,,
5194,Tung Chun Commercial Centre,438-444 Shanghai Street,Mongkok,1984,,"3,600",Yau Tsim Mong District,22.315328994,114.169078008,B,,,,
15,Tung Hip Commercial Building,244-248 Des Voeux Road Central,Sheung Wan,1987,26,"4,870",Central and Western District,22.286309995,114.15216000299999,B,,,,
637,Tung Kong Building,40-41 Connaught Road West,Sheung Wan,1969,12,,Central and Western District,22.287921007,114.14851500900001,C,,,,
2458,Tung Lee Commercial Building,91-97 Jervois Street,Sheung Wan,1984,,"1,966",Central and Western District,22.285586005,114.150662994,B,,,,
17,Tung Ming Building,40-42 Des Voeux Road Central,Central,1970,15,"1,000",Central and Western District,22.283155009,114.156622994,C,,,,
126,Tung Ning Building,125-127 Connaught Road Central,Sheung Wan,1976,,"4,397",Central and Western District,22.286845991,114.152258996,B,28.5,28.51,,
2455,Tung Seng Commercial Building,88 Jervois Street,Sheung Wan,1982,,800,Central and Western District,22.2851068759199,114.1509578367617,C,,,,
2158,Tung Wai Commercial Building,109-111 Gloucester Road,Wanchai,1983,,"5,430",Wanchai District,22.2789847,114.1744332,B+,,,,
6518,Tung Wui Building,46-48 Kimberley Road,Tsimshatsui,1979,,,Yau Tsim Mong District,22.300768996,114.174624992,C,,,,
3478,Tung Wui Commercial Building,27 Prat Avenue,Tsimshatsui,1982,,,Yau Tsim Mong District,22.298585003,114.175247994,C,,,,
1985,Tung Yiu Commercial Building,31A-31B Wyndham Street,Central,1995,11,604,Central and Western District,22.280283002,114.155269006,B,26.16,28.68,,
4967,Tungtex Building,203 Wai Yip Street,Kwun Tong,1977,,,Kwun Tong District,22.3099561,114.2217282,B+,10.07,11.93,,
4965,TusPark,118 Wai Yip Street,Kwun Tong,1966,,,Kwun Tong District,22.3133222,114.2176648,B,10.23,10.23,,
93,Two Chinachem Central,26 Des Voeux Road Central,Central,2017,30,"2,700",Central and Western District,22.2826883659678,114.15700004368516,B+,,,,
1662,Two Chinachem Exchange Square,338 King's Road,North Point,1997,35,"9,432",Eastern District,22.29035609732905,114.19745535459636,A,19,26,,
132,Two Chinachem Plaza,68 Connaught Road Central,Central,1991,26,"3,437",Central and Western District,22.285546995,114.15540399300001,B+,35,42,,
1197,Two Exchange Square,8 Connaught Place,Central,1984,49,"12,000 - 14,000",Central and Western District,22.28389820742711,114.15822734562303,A+,0,145,,
4924,Two Harbour Square,180 Wai Yip Street,Kwun Tong,2017,,"26,132 - 29,735",Kwun Tong District,22.30956342768601,114.22114703434126,A+,25,28,,
5617,Two Harbourfront,18-22 Tak Fung Street,Hunghom,1995,,"23,000",Kowloon City District,22.303024999,114.192020008,A+,0,35,,
10605,Two International Finance Centre,8 Finance Street,Central,2003,88,"22,970 - 23,960",Central and Western District,22.2854661741851,114.15929036641802,A++,130,150,,
1122,Two Pacific Place,88 Queensway,Admiralty,1990,36,"20,500 - 22,000",Central and Western District,22.277498901,114.16540380800001,A+,100,110,,
12438,Two Portside,9 Pat Tat Street,Sanpokong,1997,,"6,406",Wong Tai Sin District,22.3366935,114.1988845,B,19,19,,
