ID,Name,Street Name,Area Name,Year Built,Highest Floor,Typical Floor Area,District Name,Latitude,Longitude,Grade,Min Rent,Max Rent,Min Price,Max Price
1574,Chinachem Johnston Plaza,178-186 Johnston Road,Wanchai,1994,23,"2,472",Wanchai District,22.277020002,114.175730004,B+,28,33,,
1071,Chinachem Leighton Plaza,25-31 Leighton Road,Causeway Bay,1995,29,"3,963",Wanchai District,22.2771702,114.1819743,B+,36,38,,
129,Chinachem Tower,34-37 Connaught Road Central,Central,1966,23,"4,290",Central and Western District,22.28386088191318,114.15696285139182,B,0,45,,
13712,Chinachem Tsuen Wan Plaza,455-457 Castle Peak Road - Tsuen Wan,Tsuen Wan,1993,,"10,000",Tsuen Wan District,22.375143,114.1112,A,16,17,,
1502,Chinaweal Centre,414-424 Jaffe Road,Causeway Bay,1991,27,"3,600",Wanchai District,22.2801957,114.1805381,B+,27,27,8333,8333
111,Chinese Club Building,21-22 Connaught Road Central,Central,1966,15,"5,236",Central and Western District,22.283206993,114.157414991,B,,,,
110,Chinese General Chamber of Commerce Building,24-25 Connaught Road Central,Central,1954,8,"4,428",Central and Western District,22.283383001,114.157274996,B,,,,
13083,Chit Lee Commercial Building,30-36 Shau Kei Wan Road,Sai Wan Ho,1983,,,Eastern District,22.283515009,114.220504007,C,,,,
803,Chiu Chow Association Building,81-85 Des Voeux Road West,Sheung Wan,1970,,,Central and Western District,22.287959002,114.14554200500001,C,,,,
4452,Chiu Lung Building,15-25 Chiu Lung Street,Central,1970,10,"2,832",Central and Western District,22.282730995,114.156733997,C,,,,
40,Chiyu Bank Building,74-78 Des Voeux Road Central,Central,1967,14,"2,290",Central and Western District,22.28401834197663,114.15599477500122,B,,,,
17410,Chong Fat Commercial Building,266-268 Cheung Sha Wan Road,Sham Shui Po,1983,,,Sham Shui Po District,22.332095,114.1608348,C,,,,
41,Chong Hing Bank Centre,24 Des Voeux Road Central,Central,2006,28,"3,662 - 3,998",Central and Western District,22.28250368932818,114.15714025184452,B+,,,,
2949,Chong Hing Square,601 Nathan Road,Mongkok,1994,,"7,715",Yau Tsim Mong District,22.3162402,114.1697037,B+,,,,
3343,Chou Chong Commercial Building,422-428 Castle Peak Road,Cheung Sha Wan,1978,,,Sham Shui Po District,22.340325995,114.154201006,C,17,17,,
2836,Chow Sang Sang Building,229 Nathan Road,Jordan,1976,16,,Yau Tsim Mong District,22.3046299,114.1713618,C,24,31.82,,
6800,Chow Shing Kee Commercial Building,25 Tong Mi Road,Mongkok,1993,,,Yau Tsim Mong District,22.3192827,114.1657968,C,,,,
2968,Chow Tai Fook Centre,580A Nathan Road,Mongkok,1997,,"629 - 5,057",Yau Tsim Mong District,22.3156068,114.1704562,A,42,42,,
122,Chu Kong Shipping Tower,140-143 Connaught Road Central,Sheung Wan,1994,26,"3,508",Central and Western District,22.287085997,114.151659999,B+,22,32,,
118,Chuang's Tower,30-32 Connaught Road Central,Central,1973,21,"2,300",Central and Western District,22.28351651348927,114.15711882110821,B,55,71.03,0,0
2453,Chuk On Building,33-35 Jervois Street,Sheung Wan,1967,10,,Central and Western District,22.285105008,114.151875996,C,,,,
5191,Chun Hoi Commercial Building,688-690 Shanghai Street,Mongkok,1984,,,Yau Tsim Mong District,22.321549998,114.167806001,C,,,,
5226,Chun Wah Commercial Building,30 Minden Avenue,Tsimshatsui,1984,,,Yau Tsim Mong District,22.296599002,114.174880995,C,,,,
3173,Chun Wo Commercial Centre,23-29 Wing Wo Street,Sheung Wan,1993,,"2,725",Central and Western District,22.285317994,114.15397399300001,B,,,,
2938,Chun Yee Building,731-733 Nathan Road,Mongkok,1966,,,Yau Tsim Mong District,22.3214657,114.1686912,C,,,,
2309,Chung Fung Commercial Building,12 Canton Road,Tsimshatsui,1999,,"1,301",Yau Tsim Mong District,22.2963993,114.1693647,B,36.89,37,,
113,Chung Hing Commercial Building,62-63 Connaught Road Central,Central,1983,22,"1,492",Central and Western District,22.285368995,114.15561800500001,B,,,,
15050,Chung Kiu Commercial Building,47-51 Shantung Street,Mongkok,1977,,,Yau Tsim Mong District,22.3178578,114.1701233,B,32.92,33,9404,9404
973,Chung Nam Building,1 Lockhart Road,Wanchai,1975,21,"3,171",Wanchai District,22.278623997,114.16892800299999,B,22,28,,
38,Chung Nam House,59 Des Voeux Road Central,Central,1966,12,"1,592",Central and Western District,22.28354006696106,114.15684269297569,C,25,25,,
4688,Chung Pak Health Care Services Complex,5-5A Sze Shan Street,Yau Tong,1986,,,Kwun Tong District,22.29454109791098,114.23611320000003,B+,,,,
1413,Chung Pont Commercial Building,300 Hennessy Road,Wanchai,1985,23,"1,470",Wanchai District,22.277935001,114.177615999,B,,,,
3604,Chung Sheung Art Building,9-10 Queen Victoria Street,Central,1971,12,"412 - 1,820",Central and Western District,22.28373958889896,114.15579939538833,B,,,,
998,Chung Wai Commercial Building,447-449 Lockhart Road,Causeway Bay,1993,22,"1,526",Wanchai District,22.2802553,114.1813473,B,36.54,36.54,,
5193,Chung Wo Commercial Centre,42-46 Shanghai Street,Jordan,1992,,,Yau Tsim Mong District,22.3041236,114.1693183,B,,,,
633,Chung Ying Building,20-20A Connaught Road West,Sheung Wan,1978,,,Central and Western District,22.287819994,114.149342003,C,,,,
1379,Circle Plaza,499 Hennessy Road,Causeway Bay,1988,22,"1,300 - 2,120",Wanchai District,22.280299996,114.18306799300001,B,,,,
6133,Circle Tower,28 Tang Lung Street,Causeway Bay,1996,,"1,802",Wanchai District,22.2793,114.182025,B,,,,
5359,Citi Tower,83 Hoi Bun Road,Kwun Tong,2015,,"27,000",Kwun Tong District,22.3155815,114.2147915,A+,30,30,,
7628,Citic Telecom Tower,93 Kwai Fuk Road,Kwai Chung,1997,,"13,633 - 18,745",Kwai Tsing District,22.360172004,114.120073006,,,,,
6180,Citic Tower,1 Tim Mei Avenue,Admiralty,1997,33,"14,700",Central and Western District,22.2806658,114.1672514,A+,70,70,,
1957,Citicorp Centre,18 Whitfield Road,Tin Hau,2000,,"14,074",Wanchai District,22.2862794,114.1902876,A,23,28,,
6470,Citimark,28 Yuen Shun Circuit,Shatin,1994,,"12,670 - 20,000",Sha Tin District,22.381674008,114.20664699800001,,,,,
6691,Civic Commercial Building,165-167 Woosung Street,Jordan,1982,,,Yau Tsim Mong District,22.3043772,114.169922,C,,,,
1403,CKK Commercial Centre,289 Hennessy Road,Wanchai,1996,29,"2,148",Wanchai District,22.278386994,114.177405008,B,27,28,,
1290,Club Lusitano,16 Ice House Street,Central,2001,27,"3,092",Central and Western District,22.279957996,114.157395999,A,48,50,,
133,CMA Building,64-66 Connaught Road Central,Central,1983,27,"3,204",Central and Western District,22.28551244534351,114.15547252542592,B,35,35,36300,36300
65,CMB Wing Lung Bank Building,45 Des Voeux Road Central,Central,1972,,"5,070",Central and Western District,22.283430997,114.15709399800001,B,,,,
2953,CMB Wing Lung Bank Centre,636 Nathan Road,Mongkok,1975,,,Yau Tsim Mong District,22.318223003,114.169900003,B+,45,45,,
16882,CNAC House,12 Tung Fai Road,Chep Lap Kok,2001,,"22,000",Islands District,22.302967004,113.938268008,B+,30,30,,
189,CNT Commercial Building,302 Queen's Road Central,Sheung Wan,1981,18,"1,799",Central and Western District,22.284863992,114.15033099899999,B,,,,
1579,CNT House,120 Johnston Road,Wanchai,1989,23,"1,198 - 2,045",Wanchai District,22.276433003,114.17337000900001,B,,,,
1380,CNT Tower,338 Hennessy Road,Wanchai,1993,31,"6,773",Wanchai District,22.278253004,114.178700997,B,23.36,29.49,10000,10000
999,Coasia Building,498 Lockhart Road,Causeway Bay,1993,22,"1,023",Wanchai District,22.280436997,114.182952001,B,38.12,44.14,,
180,Coda Commercial Centre,57 Queen's Road Central,Central,1992,11,619,Central and Western District,22.282936003,114.15576200199999,B,,,,
1291,Coda Plaza,51 Garden Road,Mid-Levels Central,1993,24,"5,000",Central and Western District,22.276366992,114.156202008,B,,,,
1146,Cofco Tower,258-262 Gloucester Road,Causeway Bay,1993,33,"6,352",Wanchai District,22.2815626,114.1828848,B+,42,48,,
6956,Commerce Tower,263 Reclamation Street,Mongkok,1997,,,Yau Tsim Mong District,22.3147773,114.1683894,B,,,,
7436,Comweb Plaza,12 Cheung Yue Street,Lai Chi Kok,1996,,,Sham Shui Po District,22.337542,114.150737,B+,,,,
1640,Concord Commercial Building,157 King's Road,North Point,1990,,"1,214",Eastern District,22.288506,114.1933958,C,,,,
3105,Concordia Plaza,1 Science Museum Road,Tsimshatsui East,1994,,"29,380",Yau Tsim Mong District,22.302075,114.178316,A,20,40,0,20500
2248,Connaught Commercial Building,185 Wanchai Road,Wanchai,1989,24,"2,675",Wanchai District,22.27741132110436,114.1777689252264,C,25,26,,
645,Connaught Harbourfront House,35-36 Connaught Road West,Sheung Wan,1982,23,"950 - 2,500",Central and Western District,22.287860001,114.14870300199999,B,,,,
582,Connaught Marina,48-51 Connaught Road West,Sheung Wan,2020,30,"1,845",Central and Western District,22.288003992,114.148168998,A,0,36,,
4729,Contempo Place,81 Hung To Road,Kwun Tong,1983,,,Kwun Tong District,22.307966999,114.224805008,A,20,20,,
2005,Convention Plaza Office Tower,1 Harbour Road,Wanchai,1990,50,"616 - 16,518",Wanchai District,22.28109219018498,114.17377854351653,A+,35,48,23000,38000
5467,Convex Building,388 Portland Street,Prince Edward,2006,,,Yau Tsim Mong District,22.324454,114.1677477,C,,,,
2043,Conwell House,34-38 Stanley Street,Central,1974,9,,Central and Western District,22.28249026135872,114.1553008555438,C,,,,
11155,Core Building - Science Park,1 Science Park West Avenue,Tai Po,,,,Tai Po District,22.425301009,114.213051999,A,,,,
3776,Corn Yan Centre,3 Jupiter Street,North Point,1987,,,Eastern District,22.286215,114.1924937,C,,,,
8169,Corporation Park,11 On Lai Street,Shek Mun,1996,,"485 - 20,868",Sha Tin District,22.389741991,114.20757999199999,C,15.5,17.5,,
7182,COS Centre,52-56 Tsun Yip Street,Kwun Tong,2015,,"15,595",Kwun Tong District,22.311123004,114.222707009,A,,,14910,15230
164,Cosco Tower,183 Queen's Road Central,Sheung Wan,1998,53,"17,305 - 22,547",Central and Western District,22.285584009,114.153123004,A+,35,63,12856,34000
2565,Cosmos Building,8-11 Lan Kwai Fong,Central,1980,13,"2,700",Central and Western District,22.28067604893275,114.15570016924627,C,35.55,35.55,,
2999,Crason Commercial Centre,333 Nathan Road,Jordan,1996,,,Yau Tsim Mong District,22.3066936,114.1712689,C,,,,
143,Crawford House,70 Queen's Road Central,Central,1977,23,"4,572 - 10,415",Central and Western District,22.282521993,114.15566200900001,B,65,65,,
2456,Crawford Tower,99-101 Jervois Street,Sheung Wan,1989,24,,Central and Western District,22.285649009,114.150542995,C,25.6,25.6,,
5597,Crocodile Center,79 Hoi Yuen Road,Kwun Tong,2009,,"11,080",Kwun Tong District,22.311540009,114.225755006,A,,,,
2526,CS Tower,50 Wing Lok Street,Sheung Wan,2009,28,"1,260",Central and Western District,22.286298006,114.151799008,B,29,31,,
15091,CTF Life Tower,18 Sheung Yuet Road,Kowloon Bay,2017,27,"16,469 - 17,467",Kwun Tong District,22.32146326999762,114.21007800358736,A+,26,27,,
121,CTG House,78-83 Connaught Road Central,Central,1986,,,Central and Western District,22.2859564685625,114.1546956000897,B,,,,
7269,CTMA Centre,1N Sai Yeung Choi Street South,Mongkok,1996,,,Yau Tsim Mong District,22.3157847,114.1705723,B,,,,
7497,Cyberport 1,100 Cyberport Road,Pokfulam,2002,,"76 - 2,400",Southern District,22.262647993,114.13006200199999,A+,23,25,,
7498,Cyberport 2,100 Cyberport Road,Pokfulam,2002,,"155 - 1,860",Southern District,22.262230007,114.130741003,A+,22,24,,
7499,Cyberport 3,100 Cyberport Road,Pokfulam,2003,,"200 - 9,000",Southern District,22.25968058877547,114.1320168972015,A+,20,24,,
17290,Cyberport 4,100 Cyberport Road,Pokfulam,1999,,"207 - 1,000",Southern District,22.25989189622956,114.1305446997285,A+,,,,
5360,D.J. Securities Building,171 Hoi Bun Road,Kwun Tong,1966,,,Kwun Tong District,22.3103514,114.2197778,C,,,,
6052,D2 Place One,9 Cheung Yee Street,Lai Chi Kok,1978,,"23,000",Sham Shui Po District,22.336117002,114.148943001,B+,18,18,,
8019,D2 Place Two,15 Cheung Shun Street,Lai Chi Kok,1979,,"23,490 - 25,405",Sham Shui Po District,22.33616593,114.1473802,A,0,20,,
4615,Dah Chong Hong Group Building,20 Kai Cheung Road,Kowloon Bay,1983,,,Kwun Tong District,22.324776,114.2076569,B,,,,
361,Dah Sing Financial Centre,248-256 Queen's Road East,Wanchai,1998,42,"10,589",Wanchai District,22.2746277,114.1734875,A,27,38,,
18,Dah Sing Life Building,99-105 Des Voeux Road Central,Central,1977,19,"2,388",Central and Western District,22.284768994,114.15578600900001,B,32,32,,
5385,Daily House,35-37 Haiphong Road,Tsimshatsui,1974,,,Yau Tsim Mong District,22.2979167,114.1705258,B,41.18,41.18,17647,17647
2087,Dannies House,20 Luard Road,Wanchai,1968,11,"3,000",Wanchai District,22.27874,114.1719288,C,,,,
7228,David House,8-20 Nanking Street,Jordan,1975,,,Yau Tsim Mong District,22.3062895,114.1720353,C,,,,
109,Dawning House,145 Connaught Road Central,Sheung Wan,1976,12,"1,460",Central and Western District,22.287215006,114.15126699800001,C,30,33,,
13064,DB North Office Block 1,92 Siena Avenue,Discovery Bay,2011,,"600 - 1,600",Islands District,22.30801668676604,114.01711164442864,B,,,,
13065,DB North Office Block 2,96 Siena Avenue,Discovery Bay,2012,,"600 - 1,600",Islands District,22.308430994,114.016373002,B,,,,
17962,De Hua Tower,32 Hung To Road,Kwun Tong,2023,35,"4,848 - 7,458",Kwun Tong District,22.3123124,114.2200564,A,18,23,8500,8600
4849,Deli2,1A-1J Tung Choi Street,Mongkok,1984,,,Yau Tsim Mong District,22.316297006,114.170981009,B,,,,
7222,Delta House,3 On Yiu Street,Shek Mun,2000,,"16,813",Sha Tin District,22.390332006,114.209333998,A,19,20,,
788,Des Voeux Building,25 Des Voeux Road West,Sheung Wan,1977,,,Central and Western District,22.287646003,114.146974006,C,,,,
1678,Devon House,979 King's Road,Quarry Bay,1993,29,"27,557",Eastern District,22.2872229,114.2110848,A+,55,55,,
17702,DL Tower,92-94 Wellington Street,Central,2024,26,"2,371 - 3,056",Central and Western District,22.2828317,114.1545629,B+,0,0,,
366,Dominion Centre,43-59 Queen's Road East,Wanchai,1979,25,"9,380",Wanchai District,22.2765111,114.1692177,B,23,30,9800,9800
1676,Dorset House,979 King's Road,Quarry Bay,1995,,"14,752 - 15,758",Eastern District,22.2871754,114.2117967,A+,45,45,,
2044,Double Building,22 Stanley Street,Central,1979,23,"1,400 - 2,500",Central and Western District,22.282111994,114.155556007,B,,,,
3548,Double Set Commercial Centre,37A-37B Jordan Road,Jordan,1991,,,Yau Tsim Mong District,22.305592001,114.16965599800001,B,,,,
1431,Duke Of Windsor Social Service Building,15 Hennessy Road,Wanchai,1975,14,,Wanchai District,22.2780212,114.1696519,B,,,,
1244,Duke Wellington House,14-24 Wellington Street,Central,1968,11,"1,800",Central and Western District,22.28105893670614,114.15591452897715,B,33,80,38333,38333
3084,Dundas Square,43H Dundas Street,Mongkok,1996,,,Yau Tsim Mong District,22.3156968,114.1711296,B,,,,
4439,E-Trade Plaza,24 Lee Chung Street,Chai Wan,2012,,"7,700",Eastern District,22.2657628552638,114.2366427348643,A,23,23,,
60,E168,166-168 Des Voeux Road Central,Sheung Wan,1968,,"1,680",Central and Western District,22.28569762808923,114.1539682537814,C,32,38,,
1392,Easey Commercial Building,253-261 Hennessy Road,Wanchai,1977,22,"2,830",Wanchai District,22.2781617,114.1763439,B,,,,
1079,East Exchange Tower,38 Leighton Road,Causeway Bay,1989,24,"4,682 - 5,683",Wanchai District,22.2776176,114.183779,B,33,33,,
2619,East Ocean Centre,98 Granville Road,Tsimshatsui East,1982,,"22,280",Yau Tsim Mong District,22.300329008,114.177703991,A,19,33,12500,16801
1378,East Point Centre,529-555 Hennessy Road,Causeway Bay,1985,22,"12,000",Wanchai District,22.2802873,114.1841238,A,32,32,,
1395,"East Point Centre, New Wing",529-555 Hennessy Road,Causeway Bay,1993,22,"8,916",Wanchai District,22.280308997,114.184314009,A,,,,
976,East Town Building,41 Lockhart Road,Wanchai,1976,20,"4,620 - 7,000",Wanchai District,22.278622999,114.17066600599999,B,,,,
4589,Eastcore,398 Kwun Tong Road,Kwun Tong,1981,,,Kwun Tong District,22.31341335744209,114.22293652943041,B+,16.5,16.5,,
6079,Eastern Central Plaza,3 Yiu Hing Road,Shau Kei Wan,1996,,"12,000",Eastern District,22.2788302,114.2256291,A,15,15,,
6047,Eastern Commercial Centre,83 Nam On Street,Shau Kei Wan,1995,,"4,060",Eastern District,22.2791522,114.2264882,B,,,5791,5791
1381,Eastern Commercial Centre,393-407 Hennessy Road,Wanchai,1975,20,"4,542",Wanchai District,22.2792646,114.1803023,B,26,28.02,,
3516,Eastern Flower Centre,22-24 Cameron Road,Tsimshatsui,1988,,"2,020",Yau Tsim Mong District,22.298898996,114.174277002,C,24,24,,
15088,Eastmark,21 Sheung Yuet Road,Kowloon Bay,2019,12,,Kwun Tong District,22.322203502,114.209090493,A,13,13,,
11453,Easy Tower,609 Tai Nan West Street,Lai Chi Kok,1998,,"859 - 3,548",Sham Shui Po District,22.3388536,114.1486962,B+,,,,
131,EC Healthcare Tower (Central),19-20 Connaught Road Central,Central,1982,22,"2,574",Central and Western District,22.283108006,114.157521999,B+,,,,
12143,EDGE,30-34 Kwai Wing Road,Kwai Chung,1972,,"25,600",Kwai Tsing District,22.367106997,114.134676004,A,12,18,,
152,Edinburgh Tower,15 Queen's Road Central,Central,1983,44,"12,600",Central and Western District,22.281100009,114.157962005,A,,,,
6302,Edward Wong Tower,910 Cheung Sha Wan Road,Lai Chi Kok,1991,,"3,214",Sham Shui Po District,22.337019003,114.146428006,B+,19,20,,
1402,Effectual Building,16 Hennessy Road,Wanchai,1996,29,"1,688",Wanchai District,22.277629999,114.168634008,B+,26,26,0,20024
4738,EGL Tower,83 Hung To Road,Kwun Tong,2007,,"11,995",Kwun Tong District,22.30831242647352,114.22463616197128,A,15,22,6500,6500
2250,EIB Tower,4-6 Morrison Hill Road,Wanchai,1991,22,"1,287",Wanchai District,22.27768061533339,114.1796662327932,B,,,,
4139,Eight Commercial Tower,8 Sun Yip Street,Chai Wan,1995,33,"27,350",Eastern District,22.2669946,114.2473156,B+,12,12,4381,4381
4713,Elite Centre,22 Hung To Road,Kwun Tong,2013,,"11,875",Kwun Tong District,22.3133424,114.2191164,A,22,22,6901,6901
4450,Eltee Building,3 Ning Foo Street,Chai Wan,1975,,,Eastern District,22.2655316,114.2371226,B,,,,
59,Emperor Commercial Centre,39-41 Des Voeux Road Central,Central,1963,17,"2,680",Central and Western District,22.28319501700657,114.15707656364141,B,35,35,,
1386,Emperor Group Centre,274-288 Hennessy Road,Wanchai,1994,29,"9,300",Wanchai District,22.277618004,114.176855002,A,0,28,,
3633,Emperor Hollywood Centre,151 Hollywood Road,Sheung Wan,2012,25,"1,400 - 1,602",Central and Western District,22.2840686,114.1505816,B,30,30,,
2666,Empire Centre,68 Mody Road,Tsimshatsui East,1981,,"22,000",Yau Tsim Mong District,22.2983261,114.1784796,A,31,34,,
3206,Empress Plaza,17-19 Chatham Road South,Tsimshatsui,1994,,"4,411",Yau Tsim Mong District,22.2971343,114.1752399,B,27,27,,
2617,Energy Plaza,92 Granville Road,Tsimshatsui East,1983,12,"12,400",Yau Tsim Mong District,22.299941006,114.17668999099999,A,27,27,,
191,Enterprise Building,228-238 Queen's Road Central,Sheung Wan,1978,24,"3,236",Central and Western District,22.284574993,114.151653009,C,,,,
11156,Enterprise Place - Science Park,5 Science Park West Avenue,Tai Po,,,,Tai Po District,22.425837001,114.21241300599999,A,,,,
5237,Enterprise Square Five Tower 1,38 Wang Chiu Road,Kowloon Bay,2006,,"17,400",Kwun Tong District,22.320009992,114.208494007,A,26,30,,
5235,Enterprise Square Five Tower 2,38 Wang Chiu Road,Kowloon Bay,2006,,"17,400",Kwun Tong District,22.319897005,114.20816799800001,A,22,30,,
5238,Enterprise Square Three,39 Wang Chiu Road,Kowloon Bay,2004,46,"15,000 - 16,000",Kwun Tong District,22.319752005,114.209530999,A,17,19.03,6101,6101
15085,Enterprise Square Tower 1,9 Sheung Yuet Road,Kowloon Bay,1992,21,"13,000",Kwun Tong District,22.32005910776984,114.20870225587744,A,15,17,8000,8000
15086,Enterprise Square Tower 2,9 Sheung Yuet Road,Kowloon Bay,1992,20,"14,098",Kwun Tong District,22.3219515801956,114.20786440372467,A,16,16,,
15087,Enterprise Square Tower 3,9 Sheung Yuet Road,Kowloon Bay,1992,20,"14,098",Kwun Tong District,22.32206403095726,114.20774685487417,A,15,16,8000,8000
15084,Enterprise Square Two,3 Sheung Yuet Road,Kowloon Bay,2000,37,"890 - 9,420",Kwun Tong District,22.321817007,114.207352993,A,,,,
140,Entertainment Building,30 Queen's Road Central,Central,1993,32,"5,820 - 6,055",Central and Western District,22.28160072130834,114.1564469980059,A+,70,90,,
44,Eton Building,288 Des Voeux Road Central,Sheung Wan,1989,24,"790 - 2,210",Central and Western District,22.286610004,114.151087002,B,21.52,25.38,,
6341,Eton Tower,8 Hysan Avenue,Causeway Bay,1977,22,"4,800",Wanchai District,22.2779855813536,114.1846921294928,B+,,,,
3202,Eu Yan Sang Tower,11-15 Chatham Road South,Tsimshatsui,1993,,"1,978",Yau Tsim Mong District,22.2969047,114.1751484,B,,,,
2037,Eurasia Building,6 Stanley Street,Central,1971,5,600 - 800,Central and Western District,22.28172623196035,114.15600331473254,C,,,,
136,Euro Trade Centre,13-14 Connaught Road Central,Central,1982,24,"5,261",Central and Western District,22.28288988299525,114.15766496995828,B+,48,50,,
3001,European Asian Bank Building,749 Nathan Road,Mongkok,1982,,,Yau Tsim Mong District,22.3235117,114.1682965,C,,,,
5351,Ever Gain Building (No.3),22 On Sum Street,Shek Mun,1992,,,Sha Tin District,22.38923705767936,114.205882363722,B,,,,
7250,Ever Gain Plaza Tower 1,88 Container Port Road,Kwai Chung,1998,28,"23,500",Kwai Tsing District,22.352538997,114.124303004,A,12,20,,
7251,Ever Gain Plaza Tower 2,88 Container Port Road,Kwai Chung,1998,28,"23,000",Kwai Tsing District,22.353110004,114.124632997,A,13,17,,
1158,Everbright Centre,108 Gloucester Road,Wanchai,1991,38,"10,000",Wanchai District,22.279029998,114.173826997,A,57,57,,
7439,Everglory Centre,1B-1C Kimberley Street,Tsimshatsui,1999,,"708 - 1,461",Yau Tsim Mong District,22.3006287,114.1754489,B,24.61,24.61,,
17283,Evernew Commerical Centre,33 Pine Street,Tai Kok Tsui,1990,,,Yau Tsim Mong District,22.320981,114.1638842,C,,,,
4158,Everprofit Commercial Building,34-36 Ko Shing Street,Sheung Wan,1993,,,Central and Western District,22.286974992,114.146415999,C,,,,
3298,Excel Centre,483A Castle Peak Road,Lai Chi Kok,2011,,"5,961 - 5,990",Sham Shui Po District,22.338727004,114.150141004,A,80,80,0,0
1499,Excellente Commercial Building,456-458 Jaffe Road,Causeway Bay,1981,18,"1,500",Wanchai District,22.280616,114.181719,B,,,,
5239,Exchange Tower,33 Wang Chiu Road,Kowloon Bay,2008,31,"27,000",Kwun Tong District,22.321388007,114.20919999099999,A+,18,26,,
4999,Fa Yuen Commercial Building,75-77 Fa Yuen Street,Mongkok,1968,,,Yau Tsim Mong District,22.3187996,114.1710832,C,,,,
4151,Fai Man Building,9-13 Li Yuen Street West,Central,1967,12,,Central and Western District,22.283017996,114.156176004,B,,,,
2003,Fairmont House,8 Cotton Tree Drive,Admiralty,1982,,"8,824",Central and Western District,22.279981996,114.162657998,A,0,40,27241,27241
2954,Far East Consortium Building,204-206 Nathan Road,Jordan,1987,,"2,400",Yau Tsim Mong District,22.303728009,114.172014003,B,,,,
27,Far East Consortium Building,113-125A Des Voeux Road Central,Central,1976,24,"7,300",Central and Western District,22.2850754906546,114.15551098179397,B,30,30,20701,20721
1132,Far East Finance Centre,16 Harcourt Road,Admiralty,1982,48,"10,800",Central and Western District,22.279931006,114.16410399499999,A,30,55,17606,230000
2977,Fee Tat Commercial Centre,611-615 Nathan Road,Mongkok,2002,,,Yau Tsim Mong District,22.3171484,114.1695273,B,33,33,,
11518,Festigood Centre,8 Lok Yip Road,Fanling,1991,,,Northern District,22.4953317,114.1428671,B,,,,
6782,Festival Walk Office Tower,80 Tat Chee Avenue,Kowloon Tong,1998,5,"52,000",Kowloon City District,22.337381,114.1744322,A,32,36,,
45,Finance Building,254-256 Des Voeux Road Central,Sheung Wan,1978,,,Central and Western District,22.286433001,114.151905001,C,,,,
1069,First Commercial Building,33-35 Leighton Road,Causeway Bay,1980,22,"2,285",Wanchai District,22.2772536,114.1821369,B+,29,33,,
17800,First Group Centre,23 Wang Chiu Road,Kowloon Bay,2024,25,"11,151 - 14,488",Kwun Tong District,22.3230205,114.2090421,A,26,30,0,0
1336,Five Pacific Place,28 Hennessy Road,Wanchai,2012,28,"4,935",Wanchai District,22.277891095,114.168861396,A+,60,60,,
1594,FLK Tower,157-159 Johnston Road,Wanchai,2024,28,"1,107",Wanchai District,22.2767984,114.1742578,B+,30,33,,
2668,Fontaine Building,18 Mody Road,Tsimshatsui,2012,,,Yau Tsim Mong District,22.297041,114.1738698,B,,,,
2741,Foo Hoo Centre,3 Austin Avenue,Tsimshatsui,1990,,"1,375",Yau Tsim Mong District,22.3019852,114.1762182,C,25,25,,
2489,Foo Sang Building,67-69 Wing Lok Street,Sheung Wan,1976,,,Central and Western District,22.285850009,114.152461003,C,,,,
11949,Foo Yik Commercial Building,2 San On Street,Tuen Mun,1981,,"1,404 - 4,824",Tuen Mun District,22.3938454,113.970142,B,,,,
1159,Fortis Tower,77-79 Gloucester Road,Wanchai,1982,32,"6,600",Wanchai District,22.2790004,114.172585,B+,25,99.44,,
1679,Fortress Tower,250 King's Road,North Point,1984,23,"14,647",Eastern District,22.288612009,114.19441600500001,A,18,20,,
1636,Fortune Centre,44-48 Yun Ping Road,Causeway Bay,1994,22,"2,713",Wanchai District,22.279378006,114.18443599700001,B+,,,,
6424,Fortune Commercial Building,362 Sha Tsui Road,Tsuen Wan,1994,,,Tsuen Wan District,22.3682308,114.1189172,B,,,,
105,Fortune House,61 Connaught Road Central,Central,1976,22,"1,200",Central and Western District,22.28532530766757,114.15572233025989,B,20,51.28,,
2509,Four Seas Communications Bank Building,213-215 Wing Lok Street,Sheung Wan,1978,,,Central and Western District,22.2874043,114.1485376,C,,,,
2997,Fourseas Building,208-212 Nathan Road,Jordan,1979,,"4,200",Yau Tsim Mong District,22.303815003,114.171990009,B,30,30,,
1667,Foyer,625 King's Road,Quarry Bay,1998,,"11,400 - 11,800",Eastern District,22.2923038,114.2062636,A+,35,38,,
3657,Friendship Commercial Building,105-107 Hollywood Road,Central,1983,12,847,Central and Western District,22.283924002,114.151978001,C,,,,
2459,Fu Fai Commercial Centre,27 Hillier Street,Sheung Wan,1991,24,"2,470",Central and Western District,22.285168,114.1512508,B,25,27,,
4267,Fu Hing Building,9-11 Jubilee Street,Central,1965,9,"460 - 1,168",Central and Western District,22.28433165439878,114.15521506019127,C,19,19,,
8023,Fu Lee Commercial Building,14-20 Pilkem Street,Jordan,1983,,,Yau Tsim Mong District,22.303815005,114.171264008,C,,,,
21,Fubon Bank Building,34-38 Des Voeux Road Central,Central,1976,20,,Central and Western District,22.2831331334921,114.1567526307449,B,,,,
6841,Fugro House - KCC2,1 Kwai On Road,Kwai Chung,2020,,"4,145 - 4,626",Kwai Tsing District,22.361165997,114.13181799499999,A,22,45,,
16276,Fuk Shing Commercial Building,28 On Lok Mun Street,Fanling,1999,,"19,447",Northern District,22.498603006,114.145889993,B,,,,
