Date,Address,Price,Area,Ft_Price,Agency
2025-02-14,啟欣苑 A座 15樓 6室,$312.75萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 10樓 18室,$233.07萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 20樓 18室,$240.76萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 5樓 3室,$305.16萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 21樓 6室,$313.14萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 28樓 11室,$251.46萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 1樓 4室,$202.38萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 24樓 19室,$239.37萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 3樓 2室,$300.84萬,--,--,土地註冊處
2025-02-14,昭明苑 6樓 10室,$177.12萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 38樓 15室,$258.18萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 10樓 6室,$307.55萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 22樓 25室,$309.75萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 25樓 25室,$311.97萬,--,--,土地註冊處
2025-02-14,康利中心 7樓 E室,$269.8萬,295呎,"@$9,146",土地註冊處
2025-02-14,啟欣苑 B座 8樓 16室,$338.41萬,--,--,土地註冊處
2025-02-14,金碧大廈 7樓 B室,$328萬,324呎,"@$10,123",土地註冊處
2025-02-14,富豪花園 車位 1樓 603號,$45萬,--,--,土地註冊處
2025-02-14,永富大廈 15樓 B室,$185萬,223呎,"@$8,296",土地註冊處
2025-02-14,啟欣苑 B座 20樓 12室,$337.59萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 21樓 19室,$323.15萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 20樓 3室,$321.87萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 13樓 4室,$231.43萬,--,--,土地註冊處
2025-02-14,昭明苑 21樓 7室,$266.17萬,--,--,土地註冊處
2025-02-14,昭明苑 4樓 7室,$244.83萬,--,--,土地註冊處
2025-02-14,昭明苑 6樓 1室,$192.17萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 37樓 3室,$333.04萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 29樓 2室,$329.97萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 33樓 11室,$253.69萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 28樓 6室,$318.39萬,--,--,土地註冊處
2025-02-14,昭明苑 10樓 10室,$180.52萬,--,--,土地註冊處
2025-02-14,昭明苑 11樓 9室,$184.86萬,--,--,土地註冊處
2025-02-14,昭明苑 13樓 13室,$254.23萬,--,--,土地註冊處
2025-02-14,昭明苑 11樓 16室,$277.24萬,--,--,土地註冊處
2025-02-14,昭明苑 13樓 6室,$274.46萬,--,--,土地註冊處
2025-02-14,昭明苑 10樓 16室,$270.14萬,--,--,土地註冊處
2025-02-14,昭明苑 11樓 14室,$307.31萬,--,--,土地註冊處
2025-02-14,昭明苑 10樓 15室,$270.19萬,--,--,土地註冊處
2025-02-14,濱景花園 5座 8樓 D室,$420萬,395呎,"@$10,633",土地註冊處
2025-02-14,昭明苑 8樓 3室,$257.87萬,--,--,土地註冊處
2025-02-14,威豪花園 3座 22樓 B室,$440萬,401呎,"@$10,973",土地註冊處
2025-02-14,浩明苑 28樓 13室,$430萬,489呎,"@$8,793",土地註冊處
2025-02-14,豐盛苑 榮盛閣 (A座) 34樓 17室,$300萬,381呎,"@$7,874",土地註冊處
2025-02-14,錦豐苑 錦薇閣 (G座) 11樓 12室,$415萬,540呎,"@$7,685",土地註冊處
2025-02-14,昭明苑 25樓 5室,$287.82萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 14樓 22室,$318.7萬,--,--,土地註冊處
2025-02-14,日出康城 6期 Lp6 3座 59樓 E室,"$1,028萬",729呎,"@$14,102",土地註冊處
2025-02-14,滙都 2期 滙都 II 5座 1樓 A03室,$421.77萬,431呎,"@$9,786",土地註冊處
2025-02-14,滙都 2期 滙都 II 5座 3樓 A11室,$348.75萬,338呎,"@$10,318",土地註冊處
2025-02-14,滙都 2期 滙都 II 5座 7樓 A03室,$452.38萬,431呎,"@$10,496",土地註冊處
2025-02-14,滙都 2期 滙都 II 6座 2樓 A09室,$447.16萬,450呎,"@$9,937",土地註冊處
2025-02-14,滙都 2期 滙都 II 6座 7樓 B01室,$459.81萬,437呎,"@$10,522",土地註冊處
2025-02-14,滙都 2期 滙都 II 6座 9樓 B01室,$464.77萬,437呎,"@$10,635",土地註冊處
2025-02-14,昭明苑 24樓 15室,$282.77萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 37樓 19室,$333.4萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 1樓 17室,$282.06萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 26樓 6室,$316.89萬,--,--,土地註冊處
2025-02-14,林海山城 2座,"$1,392萬","1,125呎","@$12,373",土地註冊處
2025-02-14,The Haddon 7樓 S室,$485.08萬,269呎,"@$18,033",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 1座 (1B) 7樓 G室,$273萬,309呎,"@$8,835",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 1座 (1B) 9樓 G室,$281.2萬,309呎,"@$9,100",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 2座 25樓 E室,$530萬,439呎,"@$12,073",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 1座 (1B) 8樓 J室,$290.3萬,307呎,"@$9,456",土地註冊處
2025-02-14,四寶大廈 3樓 59號,$438萬,573呎,"@$7,644",土地註冊處
2025-02-14,新蒲崗大廈 十二樓 D5室,$268萬,347呎,"@$7,723",土地註冊處
2025-02-14,樂聲大廈 A座 十八樓 5室,$433萬,343呎,"@$12,624",土地註冊處
2025-02-14,昭明苑 41樓 4室,$209.15萬,--,--,土地註冊處
2025-02-14,昭明苑 5樓 12室,$182.62萬,--,--,土地註冊處
2025-02-14,峻巒 2C期 Park Yoho Milano 33A座 7樓 D室,$523萬,522呎,"@$10,019",土地註冊處
2025-02-14,海日灣II 2座 7樓 D室,"$2,945萬","1,866呎","@$15,782",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 1座 (1A) 10樓 J室,$318萬,313呎,"@$10,160",土地註冊處
2025-02-14,富多來新邨 2期 富堂樓 (2座) 十二樓 E室,$290萬,271呎,"@$10,701",土地註冊處
2025-02-14,順緻苑 順美閣 (D座) 十七樓 12室,$338萬,446呎,"@$7,578",土地註冊處
2025-02-14,冠山苑 23樓 1室,$220.95萬,--,--,土地註冊處
2025-02-14,新港城 3期 P座 1樓 3室,$408萬,337呎,"@$12,107",土地註冊處
2025-02-14,啟欣苑 B座 1樓 16室,$260.12萬,--,--,土地註冊處
2025-02-14,富欣花園 8座 8樓 J室,$408萬,592呎,"@$6,892",土地註冊處
2025-02-14,啟欣苑 A座 28樓 26室,$373.85萬,--,--,土地註冊處
2025-02-14,啟欣苑 A座 32樓 22室,$333.04萬,--,--,土地註冊處
2025-02-14,昭明苑 20樓 6室,$281.82萬,--,--,土地註冊處
2025-02-14,昭明苑 21樓 5室,$284.98萬,--,--,土地註冊處
2025-02-14,昭明苑 25樓 1室,$208.3萬,--,--,土地註冊處
2025-02-14,昭明苑 38樓 8室,$273.97萬,--,--,土地註冊處
2025-02-14,昭明苑 25樓 3室,$284.19萬,--,--,土地註冊處
2025-02-14,昭明苑 26樓 5室,$288.53萬,--,--,土地註冊處
2025-02-14,昭明苑 26樓 14室,$322.19萬,--,--,土地註冊處
2025-02-14,昭明苑 27樓 13室,$265.5萬,--,--,土地註冊處
2025-02-14,昭明苑 29樓 16室,$292.18萬,--,--,土地註冊處
2025-02-14,昭明苑 33樓 16室,$294.3萬,--,--,土地註冊處
2025-02-14,昭明苑 25樓 2室,$286.86萬,--,--,土地註冊處
2025-02-14,昭明苑 12樓 3室,$273.04萬,--,--,土地註冊處
2025-02-14,昭明苑 15樓 1室,$202.1萬,--,--,土地註冊處
2025-02-14,昭明苑 15樓 10室,$184.09萬,--,--,土地註冊處
2025-02-14,昭明苑 15樓 14室,$311.71萬,--,--,土地註冊處
2025-02-14,昭明苑 16樓 7室,$261.76萬,--,--,土地註冊處
2025-02-14,昭明苑 17樓 1室,$203.52萬,--,--,土地註冊處
2025-02-14,翠屏(北)邨 翠樟樓 7樓 3室,$189萬,145呎,"@$13,034",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 2座 23樓 H室,$304.8萬,305呎,"@$9,993",土地註冊處
2025-02-14,Oasis Kai Tak 2座 7樓 A室,$850萬,494呎,"@$17,206",土地註冊處
2025-02-14,大興花園 1期 1座 30樓 B室,$450萬,515呎,"@$8,738",土地註冊處
2025-02-14,疊茵庭 1座 10樓 F室,$538萬,575呎,"@$9,357",土地註冊處
2025-02-14,御皇庭 2座 17樓 A室,$398萬,372呎,"@$10,699",土地註冊處
2025-02-14,昇薈 10座 8樓 C室,$545萬,--,--,土地註冊處
2025-02-14,昇薈 10座 22樓 A室,$570萬,483呎,"@$11,801",土地註冊處
2025-02-14,長沙灣道93號 6樓 93號(D室),$100萬,152呎,"@$6,579",土地註冊處
2025-02-14,韻濤居 A座 40樓 9室,$497萬,445呎,"@$11,169",土地註冊處
2025-02-14,Yoho Town 2期 Yoho Midtown 6座 31樓 B室,$625萬,475呎,"@$13,158",土地註冊處
2025-02-14,清麗苑 麗裕閣 (B座) 十一樓 2室,$390萬,403呎,"@$9,677",土地註冊處
2025-02-14,明翹匯 2A座 33樓 A室,"$3,745.7萬","1,734呎","@$21,601",土地註冊處
2025-02-14,凱樂苑 E座 (凱曈閣) 39樓 11室,$580萬,480呎,"@$12,083",土地註冊處
2025-02-14,兆翠苑 B座 18樓 4室,$195.49萬,--,--,土地註冊處
2025-02-14,迎海 2期 迎海‧星灣 20座 22樓 C室,$650萬,511呎,"@$12,720",土地註冊處
2025-02-14,港島南岸 4A期 海盈山 2座 (2B) 36樓 D室,"$1,190.28萬",535呎,"@$22,248",土地註冊處
2025-02-14,愉景灣 4期蘅峰碧濤軒 愉景灣道8號,"$1,100萬","1,347呎","@$8,166",土地註冊處
2025-02-14,縉景臺 2座 27樓 B室,$628萬,420呎,"@$14,952",土地註冊處
2025-02-14,樂信臺 2座 3樓 D室,"$1,620萬","1,057呎","@$15,326",土地註冊處
2025-02-14,迎海 4期 迎海．駿岸 7座 11樓 G室,$898.8萬,564呎,"@$15,936",土地註冊處
2025-02-14,啟欣苑 B座 5樓 6室,$295.89萬,--,--,土地註冊處
2025-02-14,昭明苑 16樓 16室,$281.99萬,--,--,土地註冊處
2025-02-14,鳳儀大廈 17樓 3室,$580萬,615呎,"@$9,431",土地註冊處
2025-02-14,竹園北邨 蕙園樓 (10座) 15樓 18室,$193萬,443呎,"@$4,357",土地註冊處
2025-02-14,嘉峰臺 1期 3座 31樓 J室,$458萬,484呎,"@$9,463",土地註冊處
2025-02-14,龍蟠苑 龍珊閣 (A座) 九樓 15室,$332萬,426呎,"@$7,793",土地註冊處
2025-02-14,富祐大廈 15樓 F室,$272萬,313呎,"@$8,690",土地註冊處
2025-02-14,御景臺 11樓 D室,"$1,380萬",676呎,"@$20,414",土地註冊處
2025-02-14,日出康城 3期A 緻藍天 鑽岸 (1座) 38樓 LD室,$888萬,792呎,"@$11,212",土地註冊處
2025-02-14,太安樓 22樓 49室,$298萬,352呎,"@$8,466",土地註冊處
2025-02-14,昭明苑 13樓 7室,$258.97萬,--,--,土地註冊處
2025-02-14,華明邨 信明樓 (2座) 21樓 14室,$308萬,443呎,"@$6,953",土地註冊處
2025-02-14,葵俊苑 葵豐閣 (C座) 3樓 10室,$355萬,401呎,"@$8,853",土地註冊處
2025-02-14,海之戀 3期A 海之戀．愛炫美 2B座 38樓 B室,$840萬,518呎,"@$16,216",土地註冊處
2025-02-14,黃埔花園 9期 百合苑 3座 12樓 F室,$723萬,614呎,"@$11,775",土地註冊處
2025-02-14,高雅閣 11樓 F室,$435萬,311呎,"@$13,987",土地註冊處
2025-02-14,啟欣苑 B座 39樓 19室,$334.4萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 27樓 6室,$317.64萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 27樓 14室,$255.58萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 29樓 18室,$160.9萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 27樓 9室,$393.93萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 34樓 2室,$332.77萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 33樓 2室,$332.26萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 30樓 2室,$330.73萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 36樓 8室,$195.34萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 40樓 7室,$157.31萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 31樓 19室,$330.4萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 8樓 9室,$338.4萬,--,--,土地註冊處
2025-02-14,昭明苑 7樓 11室,$181.19萬,--,--,土地註冊處
2025-02-14,昭明苑 8樓 10室,$178.82萬,--,--,土地註冊處
2025-02-14,昭明苑 8樓 9室,$182.28萬,--,--,土地註冊處
2025-02-14,昭明苑 8樓 1室,$193.95萬,--,--,土地註冊處
2025-02-14,昭明苑 9樓 13室,$250.11萬,--,--,土地註冊處
2025-02-14,昭明苑 8樓 15室,$267.81萬,--,--,土地註冊處
2025-02-14,昭明苑 7樓 4室,$184.7萬,--,--,土地註冊處
2025-02-14,御金．國峰 3座 11樓 A室,"$2,588萬","1,614呎","@$16,035",土地註冊處
2025-02-14,愉景灣 5期頤峰 逸山閣 (6座) 4樓 F室,$320萬,456呎,"@$7,018",土地註冊處
2025-02-14,興業樓 5樓 D室,$270萬,352呎,"@$7,670",土地註冊處
2025-02-14,逸濤灣 車位 地下 28號,$240萬,--,--,土地註冊處
2025-02-14,港島南岸 4A期 海盈山 2座 (2A) 6樓 D室,"$1,244.18萬",618呎,"@$20,132",土地註冊處
2025-02-14,港島南岸 4A期 海盈山 2座 (2B) 7樓 E室,$959.01萬,488呎,"@$19,652",土地註冊處
2025-02-14,碧濤花園 1期 百利閣( 2座) 17樓 F室,$625萬,646呎,"@$9,675",土地註冊處
2025-02-14,新港城 4期 H座 31樓 4室,$720萬,551呎,"@$13,067",土地註冊處
2025-02-14,必嘉坊 2期 必嘉坊 ． 迎匯 8樓 B室,$713.87萬,378呎,"@$18,885",土地註冊處
2025-02-14,沙田第一城 3期 30座 6樓 B室,$532.5萬,451呎,"@$11,807",土地註冊處
2025-02-14,新都城 2期 車位 地庫2 RC372號,$80萬,--,--,土地註冊處
2025-02-14,新李屋村 1C號,$383萬,--,--,土地註冊處
2025-02-14,大埔大廈 12樓 F室,$270萬,354呎,"@$7,627",土地註冊處
2025-02-14,啟欣苑 A座 2樓 22室,$298.12萬,--,--,土地註冊處
2025-02-14,天富苑 寧富閣 (H座) 17樓 1室,$438萬,650呎,"@$6,738",土地註冊處
2025-02-14,啟欣苑 A座 40樓 22室,$334.06萬,--,--,土地註冊處
2025-02-14,維景灣畔 1期 3座 32樓 C室,$568萬,399呎,"@$14,236",土地註冊處
2025-02-14,好景洋樓 10樓 G室,$218.8萬,276呎,"@$7,928",土地註冊處
2025-02-14,天宇海 2A座 18樓 B室,$940萬,820呎,"@$11,463",土地註冊處
2025-02-14,連方 I 5樓 E室,$659.2萬,266呎,"@$24,782",土地註冊處
2025-02-14,花園街116號 十一樓 116號,$250萬,494呎,"@$5,061",土地註冊處
2025-02-14,啟欣苑 A座 18樓 8室,$177.12萬,--,--,土地註冊處
2025-02-14,黃金海灣 2期 珀岸 1座 (1B) 18樓 G室,$312.7萬,309呎,"@$10,120",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 2座 16樓 D室,$471.6萬,447呎,"@$10,550",土地註冊處
2025-02-14,瑜德大廈 5樓 D室(8號),$320萬,395呎,"@$8,101",土地註冊處
2025-02-14,荃灣中心 昆明樓 (15座) 3樓 A室,$310萬,374呎,"@$8,289",土地註冊處
2025-02-14,黃金海灣 2期 珀岸 1座 (1B) 5樓 H室,$418.3萬,441呎,"@$9,485",土地註冊處
2025-02-14,恆安邨 恆山樓 (2座) 26樓 21室,$230萬,489呎,"@$4,703",土地註冊處
2025-02-14,浪澄灣 車位 高層地下 57號,$160萬,--,--,土地註冊處
2025-02-14,海茵莊園 2座 37樓 D6室,$571.1萬,283呎,"@$20,180",土地註冊處
2025-02-14,豪廷峰 1座 18樓 B室,"$1,380萬",794呎,"@$17,380",土地註冊處
2025-02-14,天晉 天晉 7座 39樓 C室,"$1,420萬",725呎,"@$19,586",土地註冊處
2025-02-14,昭明苑 12樓 1室,$199.97萬,--,--,土地註冊處
2025-02-14,錦龍苑 龍悅閣 (A座) 27樓 1室,$418萬,401呎,"@$10,424",土地註冊處
2025-02-14,碧堤半島 1期 8座 17樓 A室,$760萬,755呎,"@$10,066",土地註冊處
2025-02-14,大埔中心 2期 4座 5樓 D室,$316萬,299呎,"@$10,569",土地註冊處
2025-02-14,映灣園 4期 聽濤軒 16座 38樓 A室,$928萬,912呎,"@$10,175",土地註冊處
2025-02-14,北帝大樓 六樓 26號後座(C室),$370萬,459呎,"@$8,061",土地註冊處
2025-02-14,啟欣苑 A座 38樓 6室,$329.1萬,--,--,土地註冊處
2025-02-14,晴碧花園 1座 23樓 A室,$708萬,601呎,"@$11,780",土地註冊處
2025-02-14,油翠苑 泳美閣 (E座) 3樓 8室,$353萬,400呎,"@$8,825",土地註冊處
2025-02-14,豪景花園 2期 明麗閣 (8座) 13樓 A室,$570萬,828呎,"@$6,884",土地註冊處
2025-02-14,新達廣場 4座 19樓 D室,$593萬,465呎,"@$12,753",土地註冊處
2025-02-14,濱景花園 2座 22樓 D室,$670萬,645呎,"@$10,388",土地註冊處
2025-02-14,眾坊街59A-59C號 二樓 142號,$270萬,505呎,"@$5,347",土地註冊處
2025-02-14,啟欣苑 B座 21樓 14室,$252.22萬,--,--,土地註冊處
2025-02-14,WETLAND SEASONS PARK 1期 車位 地庫 P138號,$164萬,--,--,土地註冊處
2025-02-14,黃埔花園 12期 銀竹苑 4座 5樓 D室,$835萬,729呎,"@$11,454",土地註冊處
2025-02-14,錦繡花園 D段第二街 61號,$886萬,848呎,"@$10,448",土地註冊處
2025-02-14,駿景園 2期 10座 16樓 F室,"$1,000萬",974呎,"@$10,267",土地註冊處
2025-02-14,Wetland Seasons Park 1期 20座 3樓 A1室,$610萬,636呎,"@$9,591",土地註冊處
2025-02-14,曉光閣 二十三樓 1室,$353萬,463呎,"@$7,624",土地註冊處
2025-02-14,海山樓 10樓 8室,$280萬,388呎,"@$7,216",土地註冊處
2025-02-14,金錢圍 281號,$450萬,--,--,土地註冊處
2025-02-14,百利達廣場 37樓 C室,$860萬,608呎,"@$14,145",土地註冊處
2025-02-14,昇悅居 6座 16樓 B室,$856萬,607呎,"@$14,102",土地註冊處
2025-02-14,啟欣苑 A座 7樓 10室,$370.34萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 5樓 19室,$305.9萬,--,--,土地註冊處
2025-02-14,啟欣苑 B座 6樓 1室,$224.86萬,--,--,土地註冊處
2025-02-14,昭明苑 9樓 9室,$183.14萬,--,--,土地註冊處
2025-02-14,碧堤半島 車位 5樓 R5263號,$63.8萬,--,--,土地註冊處
2025-02-14,海欣花園 5座 37樓 A室,$555萬,511呎,"@$10,861",土地註冊處
2025-02-14,萬景峯 2座 25樓 B室,"$1,148萬",670呎,"@$17,134",土地註冊處
2025-02-14,錦繡花園 J段第一街 77號,$868萬,848呎,"@$10,236",土地註冊處
2025-02-14,啟欣苑 A座 6樓 10室,$368.87萬,--,--,土地註冊處
2025-02-14,俊民苑 文宗閣 (E座) 十一樓 7室,$415萬,485呎,"@$8,557",土地註冊處
2025-02-14,啟欣苑 B座 30樓 13室,$351.53萬,--,--,土地註冊處
2025-02-14,The Yoho Hub C期 The Yoho Hub II 6座 51樓 J室,"$1,022.54萬",638呎,"@$16,027",土地註冊處
2025-02-14,橫台山邱屋村 10B號,$473.8萬,--,--,土地註冊處
2025-02-14,溱柏 7座 27樓 F室,$488萬,511呎,"@$9,550",土地註冊處
2025-02-14,原築 5座 21樓 C室,$948萬,931呎,"@$10,183",土地註冊處
2025-02-14,遠東發展元朗大廈 11樓 E室,$330萬,327呎,"@$10,092",土地註冊處
2025-02-14,啟欣苑 B座 35樓 9室,$398.68萬,--,--,土地註冊處
2025-02-14,海茵莊園 2座 15樓 D2室,$520萬,281呎,"@$18,505",土地註冊處
2025-02-14,101 Kings Road 15樓 C室,"$1,446.9萬",568呎,"@$25,474",土地註冊處
2025-02-13,美城苑 暉城閣 (C座) 低層 13室,$430萬,490呎,"@$8,776",中原集團
2025-02-13,翠麗花園 A座 高層 3室,$418萬,421呎,"@$9,929",中原集團
2025-02-13,竹園北邨 蕙園樓 (10座) 中層 17室,$230萬,485呎,"@$4,742",中原集團
2025-02-13,曉峰園 5座 高層 C室,$590萬,546呎,"@$10,806",中原集團
2025-02-13,欣明苑 欣菊閣 (E座) 中層 7室,$419萬,645呎,"@$6,496",中原集團
2025-02-13,日出康城 1期 首都 奧斯陸 (5座-左翼) 高層 B室,$971.8萬,840呎,"@$11,569",中原集團
2025-02-13,卓明大廈 低層 65號,$360萬,485呎,"@$7,423",中原集團
2025-02-13,旭禾苑 高層 19室,$420萬,--,--,中原集團
2025-02-13,豪景花園 1期 4座 中層 B室,$383萬,513呎,"@$7,466",中原集團
2025-02-13,青盛苑 高層 5室,$385萬,490呎,"@$7,857",中原集團
2025-02-13,百德大廈 D座 高層 D4室,$620萬,688呎,"@$9,012",中原集團
2025-02-13,畢架山一號 2期 6座 高層 A室,"$1,870萬","1,026呎","@$18,226",中原集團
2025-02-13,海怡半島 4期 御庭園 御雅居 (27座) 中層 A室,$620萬,519呎,"@$11,946",中原集團
2025-02-13,海怡半島 4期 御庭園 御雅居 (27座) 低層 A室,$615萬,519呎,"@$11,850",中原集團
2025-02-13,天頌苑 頌映閣 (G座) 中層 5室,$388萬,650呎,"@$5,969",中原集團
2025-02-13,海濱花園 海明閣 (11座) 中層 G室,$522萬,580呎,"@$9,000",中原集團
2025-02-13,天鑽 13座 高層 G室,$653.8萬,524呎,"@$12,477",中原集團
2025-02-13,御景峰 低層 E室,$427萬,431呎,"@$9,907",中原集團
2025-02-13,景田苑 雄心閣 (D座) 低層 4室,"$13,000",447呎,@$29,中原集團
2025-02-13,愉景灣 4期蘅峰蘅安徑 庭安閣 低層 F室,"$20,000",708呎,@$28,中原集團
2025-02-13,月華大廈 低層 G室(37號),"$22,500",970呎,@$23,中原集團
2025-02-13,麗港城 2期 28座 低層 D室,"$22,800",687呎,@$33,中原集團
2025-02-13,日出康城 2期B 領峰 6座 (左翼) 中層 C室,"$27,000",985呎,@$27,中原集團
2025-02-13,康景花園 A座 低層 1室,"$23,750",--,--,中原集團
2025-02-13,都會軒 2座 低層 1室,"$22,000",474呎,@$46,中原集團
2025-02-13,天寰 星寰匯5座 低層 F室,"$32,000",665呎,@$48,中原集團
2025-02-13,南豐廣場 6座 高層 E室,"$26,500",830呎,@$32,中原集團
2025-02-13,豪苑 1座 (A座) 中層 E室,"$13,200",333呎,@$40,中原集團
2025-02-13,維港灣 8座 低層 F室,"$19,500",457呎,@$43,中原集團
2025-02-13,漾日居 1期 2座 高層 G室,"$40,000",934呎,@$43,中原集團
2025-02-13,凱旋門 觀星閣 (2座) 低層 C室,"$26,000",412呎,@$63,中原集團
2025-02-13,康蕙花園 2座 低層 F室,"$17,500",439呎,@$40,中原集團
2025-02-13,麗豪閣 A座 中層 1室,"$33,000",692呎,@$48,中原集團
2025-02-13,雲滙 1期 7座 高層 B1室,"$20,500",629呎,@$33,中原集團
2025-02-13,菁泉雅居 B座 中層 D室,"$21,000",680呎,@$31,中原集團
2025-02-13,金寶花園 2座 低層 E室,"$13,500",302呎,@$45,中原集團
2025-02-13,環宇海灣 2座 低層 F室,"$31,000",913呎,@$34,中原集團
2025-02-13,緹岸 2期 5座 中層 F室,"$7,800",226呎,@$35,中原集團
2025-02-13,盈翠半島 2期 1座 低層 C室,"$28,500",756呎,@$38,中原集團
2025-02-13,盈翠半島 2期 7座 高層 G室,"$26,800",670呎,@$40,中原集團
2025-02-13,嘉匯 8座 中層 B室,"$20,000",449呎,@$45,中原集團
2025-02-13,大興花園 2期 8座 中層 A室,"$11,800",419呎,@$28,中原集團
2025-02-13,映御 2座 高層 K室,"$12,000",381呎,@$31,中原集團
2025-02-13,Grand Yoho 1期 2座 中層 H室,"$17,000",515呎,@$33,中原集團
2025-02-13,環海．東岸 高層 E室(T1a),"$17,250",328呎,@$53,中原集團
2025-02-13,喜遇 21樓 E室,$403萬,298呎,"@$13,523",土地註冊處
2025-02-13,匯璽 3期 匯璽ll 5A座 19樓 C室,"$2,428萬","1,254呎","@$19,362",土地註冊處
2025-02-13,東旭苑 東景閣 (A座) 22樓 7室,$708萬,650呎,"@$10,892",土地註冊處
2025-02-13,映灣園 2期 映濤軒 8座 50樓 E室,$519萬,544呎,"@$9,540",土地註冊處
2025-02-13,富善花園 1座 8樓 D室,$343萬,365呎,"@$9,397",土地註冊處
2025-02-13,友福園 21樓 H室,$236萬,171呎,"@$13,801",土地註冊處
2025-02-13,明發大廈 九樓 A室,$550萬,791呎,"@$6,953",土地註冊處
2025-02-13,大江樓 三樓 B室(9號),$220萬,293呎,"@$7,509",土地註冊處
2025-02-13,雍雅軒 1座 6樓 E室,$445萬,450呎,"@$9,889",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 1座 (1A) 6樓 H室,$298.1萬,312呎,"@$9,554",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 1座 (1B) 12樓 K室,$314.2萬,312呎,"@$10,071",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 1座 (1A) 12樓 G室,$316.4萬,312呎,"@$10,141",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 2座 5樓 G室,$254.8萬,306呎,"@$8,327",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 2座 5樓 J室,$245.8萬,309呎,"@$7,955",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 1座 (1A) 19樓 G室,$350.9萬,312呎,"@$11,247",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 2座 17樓 K室,$289.6萬,311呎,"@$9,312",土地註冊處
2025-02-13,黃金海灣 2期 珀岸 1座 (1A) 8樓 K室,$302.4萬,318呎,"@$9,509",土地註冊處
2025-02-13,新屯門中心 9座 26樓 B室,$400萬,462呎,"@$8,658",土地註冊處
2025-02-13,寶香樓 六樓 D室,$250萬,443呎,"@$5,643",土地註冊處
2025-02-13,永利中心 車位 3樓 16號,$100萬,--,--,土地註冊處
2025-02-13,永利中心 車位 4樓 44號,$100萬,--,--,土地註冊處
2025-02-13,宏德居 車位 2樓 100號,$100萬,--,--,土地註冊處
2025-02-13,金碧花園 車位 11號 115號,$37萬,--,--,土地註冊處
2025-02-13,金百龍大廈 五樓 B室,$485萬,714呎,"@$6,793",土地註冊處
2025-02-13,啟欣苑 A座 30樓 22室,$332.04萬,--,--,土地註冊處
2025-02-13,富雅花園 3座 (金楓閣) 6樓 D室,$653.8萬,623呎,"@$10,494",土地註冊處
2025-02-13,昭明苑 10樓 8室,$252.61萬,--,--,土地註冊處
2025-02-13,昭明苑 12樓 9室,$185.55萬,--,--,土地註冊處
2025-02-13,昭明苑 36樓 13室,$270.33萬,--,--,土地註冊處
2025-02-13,啟欣苑 A座 20樓 25室,$308.27萬,--,--,土地註冊處
