queriedDistrict,queriedCode,propertyID,buildingNameEn,address,developers,opDateDisplayName,floorDisplayName,districtNameEn,zoneEn,sellCount,rentCount,transCount
Cheung Sha Wan,WS015,8c646fe5-1f95-4cb1-b269-9c13197e2e70,Clifford Centre,778-784 Cheung Sha Wan Road,Sino Land Company Limited,1998 Year,35 Floor(s),Cheung Sha Wan,Kowloon,6,15,16
Cheung Sha Wan,WS015,a8d0b49f-ed76-4d49-94ed-903a4b20eb31,Lai Cheong Factory Building,479 Castle Peak Road,,1961 Year,8 Floor(s),Cheung Sha Wan,Kowloon,4,14,70
Cheung Sha Wan,WS015,56a2e236-5e03-418f-9d70-2f356815c87f,Peninsula Tower,538 Castle Peak Road,Sun Hung Kai Properties Limited,1998 Year,30 Floor(s),Cheung Sha Wan,Kowloon,2,15,15
Cheung Sha Wan,WS015,20920e03-1e3f-4e33-aa06-835b85ed70b8,Hop Hing Industrial Building,702-704 Castle Peak Road,Hop Hing Holdings Limited,1980 Year,12 Floor(s),Cheung Sha Wan,Kowloon,5,13,13
Cheung Sha Wan,WS015,7414b004-ba0f-43bd-9c06-a25179863e77,CRE Centre,889 Cheung Sha Wan Road,China Resources Dev. & International Company Limited,1995 Year,23 Floor(s),Cheung Sha Wan,Kowloon,9,9,12
Cheung Sha Wan,WS015,b3206ccc-c8ce-4f49-8bfa-5614ebec84eb,Winsum Industrial Building,588-592 Castle Peak Road,,1982 Year,12 Floor(s),Cheung Sha Wan,Kowloon,14,5,19
Cheung Sha Wan,WS015,5b259c84-4ed6-4fe9-b8be-bec9386f5b33,Prowell Asia Centre,926 Cheung Sha Wan Road,First Group Holdings Limited,,26 Floor(s),Cheung Sha Wan,Kowloon,16,0,91
Cheung Sha Wan,WS015,c0599227-eeeb-44d0-a066-711df674cd6c,Trade Square,681 Cheung Sha Wan Road,Howsea Limited,1989 Year,14 Floor(s),Cheung Sha Wan,Kowloon,0,15,9
Cheung Sha Wan,WS015,6f4f463b-5755-4398-8c36-b3ca407f56cb,Garment Centre,576-586 Castle Peak Road,Lai Sun Development Company Limited,1980 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,15,3
Cheung Sha Wan,WS015,d6dc6b8a-11f2-4033-bc8d-aec8146d1a53,Sterling Centre,11 Cheung Yue Street,Laws Property Holdings Limited,1995 Year,20 Floor(s),Cheung Sha Wan,Kowloon,11,5,20
Cheung Sha Wan,WS015,9b55358b-e90e-4fb6-8b03-2cbafe8b551a,Tin's Enterprises Centre,777 Lai Chi Kok Road,Tins Enterprises Company Limited,2000 Year,22 Floor(s),Cheung Sha Wan,Kowloon,0,15,3
Cheung Sha Wan,WS015,7872029b-9c1e-494a-98d0-a4527c3262b8,Liberal Factory Building,3 Wing Ming Street,Sun Hung Kai Properties Limited,1970 Year,13 Floor(s),Cheung Sha Wan,Kowloon,6,8,5
Cheung Sha Wan,WS015,7d67df18-3959-44b6-ba3f-4e78cada9309,Cheung Sha Wan Plaza 1,833 Cheung Sha Wan Road,Lai Sun Development Company Limited,1989 Year,14 Floor(s),Cheung Sha Wan,Kowloon,0,14,6
Cheung Sha Wan,WS015,01feb70d-a7ad-4018-8c71-08c739b67857,HK Spinners Industrial Building VI,481 Castle Peak Road,Cheung Kong (Holdings) Limited,1980 Year,10 Floor(s),Cheung Sha Wan,Kowloon,4,10,2
Cheung Sha Wan,WS015,97e8859d-78c0-4fb6-9ec9-aef9845d1a5e,9 Wing Hong Street,9 Wing Hong Street,Hang Lung Properties Limited,1996 Year,38 Floor(s),Cheung Sha Wan,Kowloon,0,14,10
Cheung Sha Wan,WS015,326c9773-496a-47cf-b204-99845bdcc109,Ka To Factory Building,2 Cheung Yue Street,,1976 Year,11 Floor(s),Cheung Sha Wan,Kowloon,4,11,22
Cheung Sha Wan,WS015,3502b097-fcec-4767-a333-23e445287e46,Centre 600,82 King Lam Street,Lai Sun Development Company Limited,1996 Year,21 Floor(s),Cheung Sha Wan,Kowloon,8,7,7
Cheung Sha Wan,WS015,fb0ccb52-7ff0-4600-ae14-8084fa712710,Hang Cheong Factory Building,1 Wing Ming Street,Sun Hung Kai Properties Limited,1970 Year,16 Floor(s),Cheung Sha Wan,Kowloon,11,3,6
Cheung Sha Wan,WS015,f4a38a75-d17d-48d5-8622-c0148bc1b3ae,China United Plaza,1008 Tai Nan West Street,,1995 Year,27 Floor(s),Cheung Sha Wan,Kowloon,10,3,17
Cheung Sha Wan,WS015,4db31a92-3da2-498f-a9a5-e515a15de2b9,HK Spinners Industrial Building I & II,800 Cheung Sha Wan Road,,1965 Year,9 Floor(s),Cheung Sha Wan,Kowloon,3,12,5
Cheung Sha Wan,WS015,a1d43884-c91a-456a-be26-d140a2c9d1ae,Goodluck Industrial Centre,808 Lai Chi Kok Road,Tian Teck Land Limited,1985 Year,12 Floor(s),Cheung Sha Wan,Kowloon,5,9,8
Cheung Sha Wan,WS015,d2fe32ec-185e-4b79-97c1-9b3ad250c3ae,Trust Centre,912-914 Cheung Sha Wan Road,Sun Hung Kai Properties Limited,1994 Year,17 Floor(s),Cheung Sha Wan,Kowloon,9,2,8
Cheung Sha Wan,WS015,8b578e11-5ca0-437b-a450-b4419e4733b1,Comweb Plaza,12 Cheung Yue Street,Sun Hung Kai Properties Limited,1996 Year,31 Floor(s),Cheung Sha Wan,Kowloon,10,2,11
Cheung Sha Wan,WS015,ed67d510-32b5-4599-b1fb-67eae2246d9d,Cheung Lung Industrial Building,10 Cheung Yee Street,Sum Lung Investment Company Limited,1977 Year,12 Floor(s),Cheung Sha Wan,Kowloon,5,7,2
Cheung Sha Wan,WS015,7a337442-7754-4919-9001-167e11e6f648,HK Industrial Centre Block B,489-491 Castle Peak Road,E. Wah Realty Limited,1982 Year,12 Floor(s),Cheung Sha Wan,Kowloon,6,6,16
Cheung Sha Wan,WS015,cb215c1b-523e-4209-993d-886b1080fc8a,Yick Tai Industrial Building,650-652 Castle Peak Road,,1961 Year,10 Floor(s),Cheung Sha Wan,Kowloon,4,5,6
Cheung Sha Wan,WS015,18183ed1-d0f8-4234-a6cc-d5f332f987af,Joy Fat Factory Building,483 Castle Peak Road,,1961 Year,8 Floor(s),Cheung Sha Wan,Kowloon,4,6,0
Cheung Sha Wan,WS015,10cc0175-1270-4290-a8dd-8727c7ca185f,Billion Plaza,8 Cheung Yue Street,Billion Development and Project Management Limited,2002 Year,31 Floor(s),Cheung Sha Wan,Kowloon,7,1,7
Cheung Sha Wan,WS015,b2ff1a22-e1ae-423a-9e4d-48de5b8cc211,Charm Centre,700 Castle Peak Road,Sun Hung Kai Properties Limited,1992 Year,16 Floor(s),Cheung Sha Wan,Kowloon,4,7,8
Cheung Sha Wan,WS015,31b1b3ce-c72a-4d07-ade1-8a42ca0ed43a,Siu Wai Industrial Centre,29-33 Wing Hong Street,Henderson Real Estate Agency Limited,1990 Year,13 Floor(s),Cheung Sha Wan,Kowloon,4,4,13
Cheung Sha Wan,WS015,8298ef72-4506-4613-b0d3-47c6fd0de4da,Luen Hing Factory Building,109 King Lam Street,,1970 Year,9 Floor(s),Cheung Sha Wan,Kowloon,5,2,12
Cheung Sha Wan,WS015,b2258671-ace6-4e33-8b75-a49e3da31b6d,Wing Hong Centre,18 Wing Hong Street,,1993 Year,16 Floor(s),Cheung Sha Wan,Kowloon,6,1,10
Cheung Sha Wan,WS015,bb850bf0-13af-4552-880c-a17f475cebf9,Dragon Industrial Building,93 King Lam Street,,1979 Year,12 Floor(s),Cheung Sha Wan,Kowloon,2,4,30
Cheung Sha Wan,WS015,067c862b-297b-43f2-92d7-c24829331202,Shun Cheung Industrial Building,24-26 Wing Hong Street,,1989 Year,12 Floor(s),Cheung Sha Wan,Kowloon,2,5,8
Cheung Sha Wan,WS015,02565b67-1884-4c54-a56a-07734f4904c4,Sun Cheong Industrial Building,2-4 Cheung Yee Street,Sun Hung Kai Properties Limited,1977 Year,11 Floor(s),Cheung Sha Wan,Kowloon,1,5,7
Cheung Sha Wan,WS015,15e02f4e-8988-41fc-a4e8-71d96e1bb0e2,Por Yen Building,478 Castle Peak Road,Lai Sun Development Company Limited,1966 Year,13 Floor(s),Cheung Sha Wan,Kowloon,0,5,3
Cheung Sha Wan,WS015,9db46fe8-686d-4a5f-8560-92f51c711c26,Vogue Centre,696 Castle Peak Road,Sun Hung Kai Properties Limited,1992 Year,16 Floor(s),Cheung Sha Wan,Kowloon,3,2,2
Cheung Sha Wan,WS015,00331206-d8ac-40a2-9139-f52eb6968007,Edward Wong Tower,910 Cheung Sha Wan Road,,1991 Year,16 Floor(s),Cheung Sha Wan,Kowloon,0,5,1
Cheung Sha Wan,WS015,05272094-363c-4e02-adca-ccd8ce581cc0,Wing Hong Factory Building (CSW),777-783 Yu Chau West Street,,1962 Year,12 Floor(s),Cheung Sha Wan,Kowloon,0,5,10
Cheung Sha Wan,WS015,2c2021bf-8f8c-4170-8cc7-b676c73d3507,Wing Kut Industrial Building A,608 Castle Peak Road,Henderson Real Estate Agency Limited,1983 Year,12 Floor(s),Cheung Sha Wan,Kowloon,3,3,5
Cheung Sha Wan,WS015,583a6810-d3a8-436b-b744-8a71aa09cc1a,Wing Ming Industrial Centre,15 Cheung Yue Street,,1978 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,5,0
Cheung Sha Wan,WS015,a52ebd40-a6d2-421a-9ae3-9853cc9d26e2,China Pacific Industrial Building,698 Castle Peak Road,,1980 Year,11 Floor(s),Cheung Sha Wan,Kowloon,1,4,0
Cheung Sha Wan,WS015,b143d39a-7cc6-4039-9e2f-478affdb3039,Fashion Centre,51-53 Wing Hong Street,Sun Hung Kai Properties Limited,1991 Year,16 Floor(s),Cheung Sha Wan,Kowloon,3,2,4
Cheung Sha Wan,WS015,621ffa84-93bb-4a3e-ac61-765440aab4ac,Orient International Tower,1018 Tai Nan West Street,First Group Holdings Limited,,26 Floor(s),Cheung Sha Wan,Kowloon,2,5,122
Cheung Sha Wan,WS015,eacf201b-d077-45ad-9a4b-82d84017ba5d,Hung Cheong Factory Building,742 Cheung Sha Wan Road,,1965 Year,11 Floor(s),Cheung Sha Wan,Kowloon,3,1,1
Cheung Sha Wan,WS015,a15f6139-7563-4b87-bfd9-e3780ffa5dd1,Mackenny Centre,660 Castle Peak Road,,1985 Year,11 Floor(s),Cheung Sha Wan,Kowloon,3,2,3
Cheung Sha Wan,WS015,24e959dc-3be9-413f-9f51-0283ab3e089c,Manley Tower,828 Cheung Sha Wan Road,,1972 Year,10 Floor(s),Cheung Sha Wan,Kowloon,0,4,1
Cheung Sha Wan,WS015,5c6249a9-1df7-44a6-95d3-4e3b5a9a9386,Tong Yuen Factory Building,505 Castle Peak Road,,1970 Year,11 Floor(s),Cheung Sha Wan,Kowloon,2,2,11
Cheung Sha Wan,WS015,fa4e62b4-9b5a-4087-b12a-e692a1d9a145,HK Spinners Industrial Building V,760-762 Cheung Sha Wan Road,Cheung Kong (Holdings) Limited,1977 Year,11 Floor(s),Cheung Sha Wan,Kowloon,2,2,8
Cheung Sha Wan,WS015,cadfd7c7-8c80-4027-b1b7-abdc15671408,Long To Building,654-656 Castle Peak Road,,1992 Year,17 Floor(s),Cheung Sha Wan,Kowloon,3,0,19
Cheung Sha Wan,WS015,039a3a44-76aa-49e5-a56b-33f751cb9e0e,Alexandra Industrial Building,23-27 Wing Hong Street,Hsin Chong Properties Limited,1971 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,3,27
Cheung Sha Wan,WS015,444df75a-b22d-4ee7-88c1-0420f65bd5f5,Yee Kuk Industrial Centre,555 Yee Kuk Street,,1991 Year,12 Floor(s),Cheung Sha Wan,Kowloon,2,1,3
Cheung Sha Wan,WS015,7563deaf-d0b2-43ca-bb5d-209c0e0bbfb9,New Timely Factory Building,497 Castle Peak Road,,1976 Year,10 Floor(s),Cheung Sha Wan,Kowloon,1,2,16
Cheung Sha Wan,WS015,51707442-6080-48b2-9914-5f839bbde50b,Fast Industrial Building,658 Castle Peak Road,,1981 Year,12 Floor(s),Cheung Sha Wan,Kowloon,1,2,11
Cheung Sha Wan,WS015,a3a36a1d-416a-4abc-bb57-3448e995aada,Yee Tak Factory Building,42 Wing Hong Street,,1970 Year,10 Floor(s),Cheung Sha Wan,Kowloon,2,2,1
Cheung Sha Wan,WS015,c9566d27-9f4f-4b2b-93ab-a6bafebe61b7,V GA Building,532 Castle Peak Road,,1994 Year,19 Floor(s),Cheung Sha Wan,Kowloon,1,2,10
Cheung Sha Wan,WS015,6f0d13c4-aa3f-4952-bf85-f6c68248cd28,Times Tower (CSW),928-930 Cheung Sha Wan Road,Sun Hung Kai Properties Limited,1996 Year,23 Floor(s),Cheung Sha Wan,Kowloon,0,3,0
Cheung Sha Wan,WS015,0d6443c7-f3cb-489a-9ea5-07393439186b,Tung Lee Building,1043 Tung Chau West Street,,1979 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,2,0
Cheung Sha Wan,WS015,32d0878d-5189-4299-acf8-290fb39801f2,Sun Kwong Industrial Building,1059 Tung Chau West Street,,1981 Year,17 Floor(s),Cheung Sha Wan,Kowloon,1,1,1
Cheung Sha Wan,WS015,d253ffab-f5ea-4395-8e50-9a584f016f02,Yuen Shing Industrial Building,1033 Yee Kuk West Street,,1988 Year,12 Floor(s),Cheung Sha Wan,Kowloon,1,1,5
Cheung Sha Wan,WS015,3cbfbbeb-c250-4a8a-85ca-b8661fccf7da,Wing Kut Industrial Building B,608 Castle Peak Road,Henderson Real Estate Agency Limited,1983 Year,12 Floor(s),Cheung Sha Wan,Kowloon,0,2,6
Cheung Sha Wan,WS015,1baa211e-55b9-40f0-adcb-64b1e943488e,Wing Hing Industrial Building (CSW),499 Castle Peak Road,Nan Fung Development Limited,1981 Year,12 Floor(s),Cheung Sha Wan,Kowloon,2,0,2
Cheung Sha Wan,WS015,70ffdef1-c1c2-4977-872a-eb6ee11565e7,Vita Green Tower,918 Cheung Sha Wan Road,First Group Holdings Limited,,26 Floor(s),Cheung Sha Wan,Kowloon,2,0,23
Cheung Sha Wan,WS015,1c4f078e-95cb-4ce9-8539-c9c4f51ce69b,Precious Industrial Centre,18 Cheung Yue Street,,1977 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,1,4
Cheung Sha Wan,WS015,f0ea605f-4911-4822-866e-eca42c95b174,909 Cheung Sha Wan Road,909 Cheung Sha Wan Road,Sun Hung Kai Properties Limited,2007 Year,26 Floor(s),Cheung Sha Wan,Kowloon,0,1,0
Cheung Sha Wan,WS015,33bb89e2-f521-4cbf-ab16-db54eac781ee,Cheung Kong Factory Building,5 Cheung Shun Street,,1976 Year,11 Floor(s),Cheung Sha Wan,Kowloon,1,0,3
Cheung Sha Wan,WS015,cc9adc3c-361a-4ddb-83a9-b98b6f5f601e,483D-483E Castle Peak Road,483 Castle Peak Road,,1959 Year,4 Floor(s),Cheung Sha Wan,Kowloon,0,1,0
Cheung Sha Wan,WS015,202617cc-a3c4-41c0-90c0-d5a78e2a0fcf,Storefriendly Tower (Peninsula West),850-870 Lai Chi Kok Road,,1977 Year,12 Floor(s),Cheung Sha Wan,Kowloon,0,1,0
Cheung Sha Wan,WS015,f47bc4b1-9f76-4eab-aa50-6696c16a7d06,Wah Shing Industrial Building,18 Cheung Shun Street,,1978 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,1,0
Cheung Sha Wan,WS015,3fb465ca-29f4-4bab-8340-00139966a0c6,Great Wall Factory Building,11 Cheung Shun Street,,1977 Year,10 Floor(s),Cheung Sha Wan,Kowloon,0,1,4
Cheung Sha Wan,WS015,3adf22f1-2866-4dba-bdf7-ce41986dbf04,Easy Tower,609-611 Tai Nan West Street,,1998 Year,29 Floor(s),Cheung Sha Wan,Kowloon,0,1,8
Cheung Sha Wan,WS015,dfb721c5-a924-4f75-af2d-cd7e8248e662,Ping Fai Industrial Building,312 Un Chau Street,,1967 Year,8 Floor(s),Cheung Sha Wan,Kowloon,0,1,1
Cheung Sha Wan,WS015,931e090b-8b9f-4e07-9fa3-9e4fca5c8392,790-796 Cheung Sha Wan Road,790-796 Cheung Sha Wan Road,,1958 Year,6 Floor(s),Cheung Sha Wan,Kowloon,1,0,2
Cheung Sha Wan,WS015,407a3bb5-fabf-4ef5-be02-d059ca9debbd,Tin On Industrial Building,777-779 Cheung Sha Wan Road,,1977 Year,12 Floor(s),Cheung Sha Wan,Kowloon,0,0,1
Cheung Sha Wan,WS015,163e757e-2d95-4866-9891-7bf95c70eb6a,Saxon Tower,7 Cheung Shun Street,Laws Group,2004 Year,33 Floor(s),Cheung Sha Wan,Kowloon,0,0,4
Cheung Sha Wan,WS015,b1ff7dde-572b-4018-880a-25063e334201,Kee Wah Industrial Building,666 Castle Peak Road,,1987 Year,12 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,21d9379f-63f6-4596-9aaa-81afb2fa6881,China Fen Hin Building,5 Cheung Yue Street,China Fen Hin (Holdings) Limited,1977 Year,10 Floor(s),Cheung Sha Wan,Kowloon,0,0,2
Cheung Sha Wan,WS015,a076d177-4989-4dc8-9441-72c2f8528944,International Industrial Building (CSW),501-503 Castle Peak Road,,1976 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,0,5
Cheung Sha Wan,WS015,de043aa5-0e36-4332-a4a5-a5910fbda9a2,Tai Shing Industrial Building,273-279 Un Chau Street,,1961 Year,7 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,5e829022-3fe2-4cb7-a901-b69f58216065,Laws Commercial Plaza,788 Cheung Sha Wan Road,Laws Property Holdings Limited,1996 Year,34 Floor(s),Cheung Sha Wan,Kowloon,0,0,11
Cheung Sha Wan,WS015,c48f4a8c-2aae-4e6e-92e8-733ff39ba78f,Kwong Tai Factory Building,750 Cheung Sha Wan Road,,1962 Year,8 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,76838f9b-e1a0-49ca-b894-aeae95f14cc9,Li & Fung Tower,868 Cheung Sha Wan Road,,1972 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,340e7cda-dd99-4c9a-b886-805a92893e31,822 Lai Chi Kok Road,822 Lai Chi Kok Road,Hang Lung Properties Limited,1979 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,0,2
Cheung Sha Wan,WS015,dc123100-cf4e-4739-b968-f85633c722c9,Gee Hing Chang Industrial Building,16 Cheung Yue Street,,1977 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,0,1
Cheung Sha Wan,WS015,b1d73857-6a02-467f-acfa-bf959c05cdda,20 Wing Hong Street,20 Wing Hong Street,,1964 Year,5 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,df82268a-aff1-4f6a-bc92-90f22ba35111,Yeung Yiu Chung (No. 6) Industrial Bldg.,19 Cheung Shun Street,,1978 Year,13 Floor(s),Cheung Sha Wan,Kowloon,0,0,3
Cheung Sha Wan,WS015,11e3916b-a302-4835-930a-094dacc697c5,Fung Wah Factorial Building,646-648 Castle Peak Road,,1960 Year,6 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,135a282e-abbc-4c6a-bae3-995158e1d431,Ying Tung Industrial Building,802 Lai Chi Kok Road,,1979 Year,10 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,f5f3e5cb-6152-440d-817d-f431865c98f9,POSCO Building,165 Un Chau Street,,1970 Year,13 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Cheung Sha Wan,WS015,4ffd6102-4577-4558-a176-45fe97b117a5,Li & Fung Tower 2,888 Cheung Sha Wan Road,,1972 Year,11 Floor(s),Cheung Sha Wan,Kowloon,0,0,0
Jordan,WS022,45ecfe02-3b0c-493b-99c0-473dc78eb715,Boss Commercial Centre,28 Ferry Street,Henderson Land Development Company Limited,1995 Year,21 Floor(s),Jordan,Kowloon,20,3,9
Jordan,WS022,c417aa60-3104-4b69-8962-ee0bd8d5dbfb,Rightful Centre,11-12 Tak Hing Street,Henderson Land Development Company Limited,1995 Year,22 Floor(s),Jordan,Kowloon,10,6,9
Jordan,WS022,fe2ae5b4-3806-42a1-896d-0424b995361a,Champion Building,301-309 Nathan Road,,1977 Year,17 Floor(s),Jordan,Kowloon,10,3,4
Jordan,WS022,f1d6c2c8-4a5c-4eef-9bd3-939fd7d40e39,Ocean Building,80 Shanghai Street,Sino Land Company Limited,1997 Year,23 Floor(s),Jordan,Kowloon,0,7,7
Jordan,WS022,4219015c-e0fc-4fe2-a53a-afbb8b0d43fa,238 Nathan Road,238 Nathan Road,UPCENTRE INVESTMENTS LIMITED,1999 Year,22 Floor(s),Jordan,Kowloon,0,4,6
Jordan,WS022,966d47f8-d85f-4d5e-aaff-e2a69e199baf,Bright Growth Medical Centre,335 Nathan Road,Golden View Investments Limited,1971 Year,19 Floor(s),Jordan,Kowloon,2,1,4
Jordan,WS022,36cc324e-0851-4765-b38d-d0acaf029a36,Wing On Kowloon Centre,345 Nathan Road,Wing On International Holdings Limited  Group,1999 Year,22 Floor(s),Jordan,Kowloon,0,0,2
Jordan,WS022,ddabb5bc-cd65-47da-8462-7dbb21799ec5,Sino Cheer Plaza,23-29 Jordan Road,Southland Company Limited,2003 Year,22 Floor(s),Jordan,Kowloon,0,0,1
Kowloon Bay,WS031,480e9267-78f9-4bb7-bbaf-6db9e22c0d6c,YHC Tower,1 Sheung Yuet Road,Billion Development and Project Management Limited,2013 Year,32 Floor(s),Kowloon Bay,Kowloon,70,39,11
Kowloon Bay,WS031,a4df6f79-af91-4bc4-9342-6fd3edcc3283,Capital Tower Tower B,38 Wai Yip Street,"Sino Land Company Limited, CSI Properties Limited, Billion Development and Project Management Limited",2019 Year,29 Floor(s),Kowloon Bay,Kowloon,66,15,7
Kowloon Bay,WS031,ddf74e66-b706-4406-b0b2-9afe502ca46e,Enterprise Square Three,39 Wang Chiu Road,Kerry Real Estate Agency Limited,2004 Year,41 Floor(s),Kowloon Bay,Kowloon,34,64,11
Kowloon Bay,WS031,22b5cd0b-05cc-422f-b99d-3595eced049f,Nan Fung Commercial Centre,19 Lam Lok Street,Shin Chak Development Limited,1993 Year,19 Floor(s),Kowloon Bay,Kowloon,53,23,13
Kowloon Bay,WS031,31482bdb-ba0e-4833-9985-4b06ab83a511,Mega Cube,8 Wang Kwong Road,,1988 Year,10 Floor(s),Kowloon Bay,Kowloon,46,14,24
Kowloon Bay,WS031,a7d78c55-b01e-465e-a9e9-b6fa8c32ea6a,Skyline Tower (Kowloon Bay),39 Wang Kwong Road,Sino Land Company Limited,2003 Year,39 Floor(s),Kowloon Bay,Kowloon,0,57,21
Kowloon Bay,WS031,4cb51620-42d3-49f1-808e-5797400539fc,Capital Tower Tower A,38 Wai Yip Street,"Sino Land Company Limited, CSI Properties Limited, Billion Development and Project Management Limited",2019 Year,29 Floor(s),Kowloon Bay,Kowloon,32,27,6
Kowloon Bay,WS031,7c82f47b-bf2a-427b-8a0c-21d9cc5e42d5,Exchange Tower,33 Wang Chiu Road,Sino Land Company Limited,2008 Year,30 Floor(s),Kowloon Bay,Kowloon,6,47,13
Kowloon Bay,WS031,ace25bc5-9532-4a48-b0df-fbd949106a6f,Billion Centre - Tower B,1 Wang Kwong Road,Billion Development and Project Management Limited,2009 Year,31 Floor(s),Kowloon Bay,Kowloon,17,22,2
Kowloon Bay,WS031,153d9a40-0913-45cb-9f73-fad04e72d3da,Pacific Trade Centre,2 Kai Hing Road,,1990 Year,17 Floor(s),Kowloon Bay,Kowloon,24,15,23
Kowloon Bay,WS031,eff786dd-31bf-4426-9633-31e59f32ad82,Chevalier Commercial Centre,8 Wang Hoi Road,,1992 Year,21 Floor(s),Kowloon Bay,Kowloon,15,17,13
Kowloon Bay,WS031,d0b0d5d3-9ba1-4090-88b1-866680332996,Kingston International Centre,19 Wang Chiu Road,,2017 Year,28 Floor(s),Kowloon Bay,Kowloon,0,29,5
Kowloon Bay,WS031,3b38603e-099d-4d59-a5fa-f9e46f7e2a00,CTF Life Tower,18 Sheung Yuet Road,Hong Kong Pacific Investments Limited,2018 Year,27 Floor(s),Kowloon Bay,Kowloon,0,27,3
Kowloon Bay,WS031,93578d20-ead6-4057-ab81-df91e3d5b237,Billion Centre - Tower A,1 Wang Kwong Road,Billion Development and Project Management Limited,2009 Year,31 Floor(s),Kowloon Bay,Kowloon,21,11,15
Kowloon Bay,WS031,190e24d0-5cd4-4412-b3b6-3c0676973ceb,Telford House,16 Wang Hoi Road,World International Development Limited,1994 Year,23 Floor(s),Kowloon Bay,Kowloon,18,14,17
Kowloon Bay,WS031,7915bec1-4f3f-43ff-837a-d41314422805,Enterprise Square Tower 2,9 Sheung Yuet Road,Kerry Real Estate Agency Limited,1992 Year,18 Floor(s),Kowloon Bay,Kowloon,15,18,5
Kowloon Bay,WS031,3b33e451-b1da-47f1-97c2-606f0609952d,Metro Centre II,21 Lam Hing Street,Sino Land Company Limited,1992 Year,22 Floor(s),Kowloon Bay,Kowloon,12,14,41
Kowloon Bay,WS031,e933509a-04d7-4cb7-9b04-deaeee648575,Enterprise Square Tower 1,9 Sheung Yuet Road,Kerry Real Estate Agency Limited,1992 Year,18 Floor(s),Kowloon Bay,Kowloon,13,13,4
Kowloon Bay,WS031,76ab80e3-04e9-4f6e-bc6b-35a2bebd8e30,Corporation Square,8 Lam Lok Street,Sino Land Company Limited,1993 Year,20 Floor(s),Kowloon Bay,Kowloon,5,17,2
Kowloon Bay,WS031,0b66d3f7-f2ac-41d0-b5dc-a94a84e4e849,Metro Centre,32 Lam Hing Street,Sino Land Company Limited,1991 Year,20 Floor(s),Kowloon Bay,Kowloon,14,8,22
Kowloon Bay,WS031,850dfbeb-eb43-4e94-b4c6-62eeefbec795,Kader Building,22 Kai Cheung Road,,1986 Year,12 Floor(s),Kowloon Bay,Kowloon,0,18,1
Kowloon Bay,WS031,a41be833-5bec-4d4a-a9fa-0c1aae385e89,The Bay Hub,17 Kai Cheung Road,Goldin Properties Holdings Limited,2016 Year,31 Floor(s),Kowloon Bay,Kowloon,0,17,7
Kowloon Bay,WS031,98fd5165-7f3e-483e-aa52-e9fa05cd828c,One Kowloon,1 Wang Yuen Street,Glorious Sun Gp,2007 Year,39 Floor(s),Kowloon Bay,Kowloon,0,17,17
Kowloon Bay,WS031,d87aa59e-cbcb-4934-89d6-e38ec066a05f,Kowloon Bay Industrial Centre,15 Wang Hoi Road,,1986 Year,10 Floor(s),Kowloon Bay,Kowloon,15,3,20
Kowloon Bay,WS031,4f9f26f1-824c-4f1f-a87b-199331b7d6f3,Enterprise Square Tower 3,9 Sheung Yuet Road,Kerry Real Estate Agency Limited,1992 Year,18 Floor(s),Kowloon Bay,Kowloon,12,8,4
Kowloon Bay,WS031,fa68b7f8-c504-4237-8216-6a6dc2bc9a9b,Sino Industrial Plaza,9 Kai Cheung Road,Sino Land Company Limited,1987 Year,12 Floor(s),Kowloon Bay,Kowloon,9,9,15
Kowloon Bay,WS031,36d8e05d-82fb-4f5a-8400-d617f8995d90,Shui Hing Centre,13 Sheung Yuet Road,,1986 Year,9 Floor(s),Kowloon Bay,Kowloon,0,14,3
Kowloon Bay,WS031,c27a005d-04d7-4ce2-8de8-08ae298963e5,Po Lung Centre,11 Wang Chiu Road,Stelux Properties Limited,1986 Year,9 Floor(s),Kowloon Bay,Kowloon,13,4,10
Kowloon Bay,WS031,624def23-1a6a-47d2-9d49-432ef06a5d91,Harbourside HQ,8 Lam Chak Street,Nan Fung Development Limited,2010 Year,29 Floor(s),Kowloon Bay,Kowloon,0,13,3
