Building Name,Address,Detail URL
Kowloon East Bank Centre,1 Hing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000018298/Kowloon-East-Bank-Centre
Kras Asia Industrial Building,79 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000020879/Kras-Asia-Industrial-Building
Kwong Sang Hong Centre,151-153 Hoi Bun Road,https://www.midlandici.com.hk/ics/property/building/details/B000007103/Kwong-Sang-Hong-Centre
Kwun Tong Industrial Centre Block 1,472-484 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007779/Kwun-Tong-Industrial-Centre-Block-1
Kwun Tong Industrial Centre Block 2,460-470 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007780/Kwun-Tong-Industrial-Centre-Block-2
Kwun Tong Industrial Centre Block 3,448-458 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007781/Kwun-Tong-Industrial-Centre-Block-3
Kwun Tong Industrial Centre Block 4,436-446 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007782/Kwun-Tong-Industrial-Centre-Block-4
Lemmi Centre,50 Hoi Yuen Road,https://www.midlandici.com.hk/ics/property/building/details/B000007805/Lemmi-Centre
Lladro Building,72 Hoi Yuen Road,https://www.midlandici.com.hk/ics/property/building/details/B000007094/Lladro-Building
Lok Kui Industrial Building,6-8 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000021376/Lok-Kui-Industrial-Building
Lt Tower,31 Chong Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000059634/Lt-Tower
Mai Gar Industrial Building,161 Hoi Bun Road & 146 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000021597/Mai-Gar-Industrial-Building
Mai Tak Industrial Building,221 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000021613/Mai-Tak-Industrial-Building
Metro Centre,32 Lam Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000007902/Metro-Centre
Metro Centre Ii,21 Lam Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000007905/Metro-Centre-Ii
Pacific Trade Centre,2 Kai Hing Road,https://www.midlandici.com.hk/ics/property/building/details/B000022407/Pacific-Trade-Centre
Po Lung Centre,11 Wang Chiu Road,https://www.midlandici.com.hk/ics/property/building/details/B000007223/Po-Lung-Centre
Prosperity Center,25 Chong Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000022769/Prosperity-Center
Ray Centre,88 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000007045/Ray-Centre
Ricky Centre,36 Chong Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007494/Ricky-Centre
Room + Kwun Tong,338 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000023406/Room---Kwun-Tong
Seaview Centre,139 Hoi Bun Road,https://www.midlandici.com.hk/ics/property/building/details/B000007111/Seaview-Centre
Shing Yip Industrial Building,19-21 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007495/Shing-Yip-Industrial-Building
Shiu Fat Industrial Building,139 & 141 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007508/Shiu-Fat-Industrial-Building
Sino Industrial Plaza,9 Kai Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000023409/Sino-Industrial-Plaza
Sitoy Tower,164 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000079980/Sitoy-Tower
Southtex Building,51 Tsun Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000059712/Southtex-Building
Speedy Industrial Building,114 How Ming Street,https://www.midlandici.com.hk/ics/property/building/details/B000023474/Speedy-Industrial-Building
Sunbeam Centre,27 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007095/Sunbeam-Centre
Sunshine Kowloon Bay Cargo Centre,59 Tai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000023663/Sunshine-Kowloon-Bay-Cargo-Centre
The Icon,320-322 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021791/The-Icon
The Ozone,134 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000023542/The-Ozone
Tonic Industrial Centre Block A,26 Kai Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000007862/Tonic-Industrial-Centre-Block-A
Tonic Industrial Centre Block B,19 Lam Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000007864/Tonic-Industrial-Centre-Block-B
Treasure Centre,42 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000007500/Treasure-Centre
Viet Shing Factory Building,145 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000024438/Viet-Shing-Factory-Building
Wah Hung Center,41 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000007105/Wah-Hung-Center
Wah Shing Centre,11 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007775/Wah-Shing-Centre
Winful Centre,30 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007112/Winful-Centre
Winner Factory Building,55 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000025072/Winner-Factory-Building
World Tech Centre,95 How Ming Street,https://www.midlandici.com.hk/ics/property/building/details/B000007106/World-Tech-Centre
Yau Tong Industrial City Block A,17 Ko Fai Road,https://www.midlandici.com.hk/ics/property/building/details/B000025278/Yau-Tong-Industrial-City-Block-A
Yau Tong Industrial City Block B,17 Ko Fai Road,https://www.midlandici.com.hk/ics/property/building/details/B000059809/Yau-Tong-Industrial-City-Block-B
Yen Sheng Centre,64 Hoi Yuen Road,https://www.midlandici.com.hk/ics/property/building/details/B000007958/Yen-Sheng-Centre
Amiata Industrial Building,58-64 Lei Muk Road,https://www.midlandici.com.hk/ics/property/building/details/B000018089/Amiata-Industrial-Building
Asia Trade Centre,79 Lei Muk Road,https://www.midlandici.com.hk/ics/property/building/details/B000018122/Asia-Trade-Centre
Block 1 Kwai Tak Industrial Centre,15-33 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007796/Block-1-Kwai-Tak-Industrial-Centre
Block 2 Kwai Tak Industrial Centre,15-33 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007797/Block-2-Kwai-Tak-Industrial-Centre
Cargo Consolidation Complex,43 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000061958/Cargo-Consolidation-Complex
Che Wah Industrial Building,1-7 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000018409/Che-Wah-Industrial-Building
Chinabest International Centre,8 Kwai On Road,https://www.midlandici.com.hk/ics/property/building/details/B000059862/Chinabest-International-Centre
Ching Cheong Industrial Building,1-7 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000018635/Ching-Cheong-Industrial-Building
Chuan Kei Factory Building,15-23 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000018708/Chuan-Kei-Factory-Building
Citic Telecom Tower,93 Kwai Fuk Road,https://www.midlandici.com.hk/ics/property/building/details/B000059871/Citic-Telecom-Tower
Edge,30-34 Kwai Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000064189/Edge
Effort Industrial Building,2-8 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000019005/Effort-Industrial-Building
"Ever Gain Plaza, Tower Two",88 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000053018/Ever-Gain-Plaza--Tower-Two
Favor Industrial Centre,2-6 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000019108/Favor-Industrial-Centre
Fook Yip Building,53-57 Kwai Fung Crescent,https://www.midlandici.com.hk/ics/property/building/details/B000007119/Fook-Yip-Building
Gold King Industrial Building,35-41 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000019441/Gold-King-Industrial-Building
Gold Way Industrial Centre Block A,16-20 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000019449/Gold-Way-Industrial-Centre-Block-A
Gold Way Industrial Centre Block B,16-20 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000059562/Gold-Way-Industrial-Centre-Block-B
Golden Industrial Building,16-26 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000019467/Golden-Industrial-Building
Goldfield Industrial Building,144-150 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000019481/Goldfield-Industrial-Building
Grand Industrial Building,159-165 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000019528/Grand-Industrial-Building
Hong Kong Worsted Mills Industrial Building,31-39 Wo Tong Tsui Street,https://www.midlandici.com.hk/ics/property/building/details/B000007353/Hong-Kong-Worsted-Mills-Industrial-Building
Hou Feng Industrial Building,1-5 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000020140/Hou-Feng-Industrial-Building
Icity Tower 1,111 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000104584/Icity-Tower-1
Jing Hin Industrial Building,19-25 Fu Uk Road,https://www.midlandici.com.hk/ics/property/building/details/B000018639/Jing-Hin-Industrial-Building
Kam Bun Industrial Building,13-19 Kwai Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000020449/Kam-Bun-Industrial-Building
Kin Hing Industrial Building,17-23 Shek Kin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020676/Kin-Hing-Industrial-Building
Kingsford Industrial Bldg. Phase Ii,26-32 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059864/Kingsford-Industrial-Bldg.-Phase-Ii
Kingsford Industrial Building Phase I,26-32 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000020771/Kingsford-Industrial-Building-Phase-I
Kong Sheng Factory Building,75-87 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000020836/Kong-Sheng-Factory-Building
Koon Wo Industrial Building,63-75 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000020853/Koon-Wo-Industrial-Building
Kwai Cheong Centre,50 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007030/Kwai-Cheong-Centre
Kwai Shun Industrial Centre,51-63 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000007031/Kwai-Shun-Industrial-Centre
Kwai Wan Industrial Building,No.2 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000020949/Kwai-Wan-Industrial-Building
Kwai Wu Industrial Building,89 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000020953/Kwai-Wu-Industrial-Building
Lmk Development Estate,10-16 Kwai Ting Road,https://www.midlandici.com.hk/ics/property/building/details/B000021053/Lmk-Development-Estate
Mai Luen Industrial Building,23-31 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000021607/Mai-Luen-Industrial-Building
Mai Shun Industrial Building,18-24 Kwai Cheong Road Kwai Chung,https://www.midlandici.com.hk/ics/property/building/details/B000021611/Mai-Shun-Industrial-Building
Mai Wah Industrial Building,1-7 Wah Sing Street,https://www.midlandici.com.hk/ics/property/building/details/B000021615/Mai-Wah-Industrial-Building
Mai Wo Industrial Building,90-98 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021616/Mai-Wo-Industrial-Building
Man Lee Industrial Building,10-14 Kin Chuen Street,https://www.midlandici.com.hk/ics/property/building/details/B000021665/Man-Lee-Industrial-Building
Man Shing Industrial Building,307-311 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021679/Man-Shing-Industrial-Building
Manhattan Centre,8 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007795/Manhattan-Centre
Mei Kei Industrial Building,30-40 Wing Lap Street & 23-29 Wing Kei Road,https://www.midlandici.com.hk/ics/property/building/details/B000021831/Mei-Kei-Industrial-Building
Metro Loft,38 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000056108/Metro-Loft
Mita Centre,552-566 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021936/Mita-Centre
Park Sun Building,97-107 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000022478/Park-Sun-Building
Precious Industrial Centre,18 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000022746/Precious-Industrial-Centre
Profit Industrial Building,1-15 Kwai Fung Crescent & 65-69 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000007120/Profit-Industrial-Building
Reason Group Tower,403 Castle Peak Road Kwai Chung,https://www.midlandici.com.hk/ics/property/building/details/B000079462/Reason-Group-Tower
"Regent Centre, Tower A",63 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000007789/Regent-Centre--Tower-A
"Regent Centre, Tower B",70 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000007790/Regent-Centre--Tower-B
Riley House,88 Lei Muk Road,https://www.midlandici.com.hk/ics/property/building/details/B000007113/Riley-House
Roxy Industrial Centre,41-49 Kwai Cheong Road & 58-66 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007114/Roxy-Industrial-Centre
So Tao Centre,11-15 Kwai Sau Road,https://www.midlandici.com.hk/ics/property/building/details/B000023440/So-Tao-Centre
Song Ling Industrial Building,40-42 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000023446/Song-Ling-Industrial-Building
South China Industrial Building,1 Chun Pin Street,https://www.midlandici.com.hk/ics/property/building/details/B000023455/South-China-Industrial-Building
Sterling Centre,11 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000007232/Sterling-Centre
Sun Fung Centre,88 Kwok Shui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007116/Sun-Fung-Centre
Sung Kee Factory Building,18-30 Kwai Ting Road,https://www.midlandici.com.hk/ics/property/building/details/B000023631/Sung-Kee-Factory-Building
Sung's Tower,15-19 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020917/Sung-s-Tower
Tai Tak Industrial Building,2-12 Kwai Fat Road,https://www.midlandici.com.hk/ics/property/building/details/B000023780/Tai-Tak-Industrial-Building
Tak Kee Group Centre,30-38 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020465/Tak-Kee-Group-Centre
The Galaxy,313 Castle Peak Road Kwai Chung,https://www.midlandici.com.hk/ics/property/building/details/B000077104/The-Galaxy
The Star,18 Yip Shing Street,https://www.midlandici.com.hk/ics/property/building/details/B000080612/The-Star
The Venus Industrial Building,45-51 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000024415/The-Venus-Industrial-Building
Tower A Viking Technology And Business Centre,93 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000059544/Tower-A-Viking-Technology-And-Business-Centre
Tower B Viking Technology And Business Centre,93 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000067518/Tower-B-Viking-Technology-And-Business-Centre
Trans Asia Centre,18 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000007121/Trans-Asia-Centre
Trust Centre,912-914 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007234/Trust-Centre
Tsing Yi Industrial Centre Phase I Block A,1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000024182/Tsing-Yi-Industrial-Centre-Phase-I-Block-A
Tsing Yi Industrial Centre Phase I Block B,1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059745/Tsing-Yi-Industrial-Centre-Phase-I-Block-B
Tsing Yi Industrial Centre Phase Ii Block C,1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059746/Tsing-Yi-Industrial-Centre-Phase-Ii-Block-C
Tsing Yi Industrial Centre Phase Ii Block D,1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059747/Tsing-Yi-Industrial-Centre-Phase-Ii-Block-D
Tsing Yi Industrial Centre Phase Ii Block E,1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059748/Tsing-Yi-Industrial-Centre-Phase-Ii-Block-E
Tung Chun Industrial Building Stage I (block A),9-11 Cheung Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000024263/Tung-Chun-Industrial-Building-Stage-I--block-A-
Tung Chun Industrial Building Stage Ii (block B),11-13 Tai Yuen Street,https://www.midlandici.com.hk/ics/property/building/details/B000059548/Tung-Chun-Industrial-Building-Stage-Ii--block-B-
Tung Luen Industrial Building,319-325 Castle Peak Road Kwai Chung 1-4 Yip Shing Street,https://www.midlandici.com.hk/ics/property/building/details/B000024293/Tung-Luen-Industrial-Building
Tung Tak Centre,25-27 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000019965/Tung-Tak-Centre
Valid Industrial Centre,13 Wing Kei Road,https://www.midlandici.com.hk/ics/property/building/details/B000024398/Valid-Industrial-Centre
Vanta Industrial Centre,21-33 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007117/Vanta-Industrial-Centre
"Ver Gain Plaza, Tower One",88 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000053017/Ver-Gain-Plaza--Tower-One
Vigor Industrial Building Block A,14-20 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000024443/Vigor-Industrial-Building-Block-A
Vigor Industrial Building Block B,14-20 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059749/Vigor-Industrial-Building-Block-B
"Vigor Industrial Building, Block 1",49-53 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000024444/Vigor-Industrial-Building--Block-1
"Vigor Industrial Building, Block 2",49-53 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000067517/Vigor-Industrial-Building--Block-2
Waford Industrial Building,9-11 Kwai Lok Street & 14-16 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000024526/Waford-Industrial-Building
Wah Fat Industrial Building,10-14 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000024546/Wah-Fat-Industrial-Building
Wah Sing Industrial Building,12-14 Wah Sing Street,https://www.midlandici.com.hk/ics/property/building/details/B000024617/Wah-Sing-Industrial-Building
Well Fung Industrial Centre,68 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000007118/Well-Fung-Industrial-Centre
Wing Cheung Industrial Building,58-70 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000059873/Wing-Cheung-Industrial-Building
Wing Kin Industrial Building,4-6 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000024953/Wing-Kin-Industrial-Building
Wing Loi Industrial Building,8-14 Wing Lap Street,https://www.midlandici.com.hk/ics/property/building/details/B000024971/Wing-Loi-Industrial-Building
"Wyler Centre, Phase I",202-210 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007783/Wyler-Centre--Phase-I
"Wyler Centre, Phase Ii",192-200 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007784/Wyler-Centre--Phase-Ii
Yam Hop Hing Industrial Building,40-44 Kwai Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000025205/Yam-Hop-Hing-Industrial-Building
Young Ya Industrial Building,381-389 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000025473/Young-Ya-Industrial-Building
100 Texaco Road,100 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000058148/100-Texaco-Road
88 Kwai Cheong Road,88 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000059875/88-Kwai-Cheong-Road
Adp Pentagon Centre,98 Texaco Road & 57a Wang Wo Tsai Street,https://www.midlandici.com.hk/ics/property/building/details/B000059732/Adp-Pentagon-Centre
Allied Cargo Centre,150-164 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000018080/Allied-Cargo-Centre
Bonsun Industrial Building,364-366 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000018240/Bonsun-Industrial-Building
Cable Tv Tower,9 Hoi Shing Road,https://www.midlandici.com.hk/ics/property/building/details/B000007092/Cable-Tv-Tower
Cdw Building,382-392 Castle Peak Road Tsuen Wan and 27-37 Mei Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000007028/Cdw-Building
Cheong Tai Industrial Building,50-56 Fui Yiu Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000018462/Cheong-Tai-Industrial-Building
Cheung Fung Industrial Building,23-39 Pak Tin Par Street,https://www.midlandici.com.hk/ics/property/building/details/B000007250/Cheung-Fung-Industrial-Building
Cheung Hing Shing Centre,23 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000054357/Cheung-Hing-Shing-Centre
Dan6,6 Fui Yiu Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000077806/Dan6
Dynamic Cargo Centre,188 Yeung Uk Road,https://www.midlandici.com.hk/ics/property/building/details/B000007251/Dynamic-Cargo-Centre
Ew International Tower,120 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000007252/Ew-International-Tower
Glee Industrial Building,77-81 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000019422/Glee-Industrial-Building
Global Trade Centre,15 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000019425/Global-Trade-Centre
Golden Bear Industrial Centre,66-82 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007254/Golden-Bear-Industrial-Centre
Goodman Global Gateway,168 Yeung Uk Road & 98 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000050720/Goodman-Global-Gateway
Goodwill Industrial Building,36-44 Pak Tin Par Street,https://www.midlandici.com.hk/ics/property/building/details/B000019510/Goodwill-Industrial-Building
Hale Weal Industrial Building,22-28 Tai Chung Road,https://www.midlandici.com.hk/ics/property/building/details/B000019616/Hale-Weal-Industrial-Building
Henry Centre,131 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000019796/Henry-Centre
Hi-tech Industrial Centre Block A,5-21 Pak Tin Par Street,https://www.midlandici.com.hk/ics/property/building/details/B000007947/Hi-tech-Industrial-Centre-Block-A
Hi-tech Industrial Centre Block B,491-501 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007949/Hi-tech-Industrial-Centre-Block-B
Ho Lik Centre,66a Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007255/Ho-Lik-Centre
International Enterprise Centre 2,73 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000093831/International-Enterprise-Centre-2
International Trade Centre,11 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007256/International-Trade-Centre
King Palace Plaza,52a Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000059721/King-Palace-Plaza
Kong Nam Industrial Building Block A,603-609 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007938/Kong-Nam-Industrial-Building-Block-A
Kong Nam Industrial Building Block B,603-609 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007940/Kong-Nam-Industrial-Building-Block-B
"Leader Industrial Centre, Block 1",188-202 Texaco Road Tsuen Wan,https://www.midlandici.com.hk/ics/property/building/details/B000007941/Leader-Industrial-Centre--Block-1
"Leader Industrial Centre, Block 2",188-202 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000007943/Leader-Industrial-Centre--Block-2
Lucida Industrial Building,43-47 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000007248/Lucida-Industrial-Building
Lung Wah International Godown,72-76 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000021568/Lung-Wah-International-Godown
Mapletree Logistics Hub Tsing Yi,30 Tsing Yi Road,https://www.midlandici.com.hk/ics/property/building/details/B000080523/Mapletree-Logistics-Hub-Tsing-Yi
Mega Trade Centre,1 mei Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000007249/Mega-Trade-Centre
Million Fortune Industrial Centre,34-36 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007944/Million-Fortune-Industrial-Centre
One Midtown,11 Hoi Shing Road,https://www.midlandici.com.hk/ics/property/building/details/B000073300/One-Midtown
Southeast Industrial Building,611-619 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007089/Southeast-Industrial-Building
Sunwise Industrial Building,16-26 Wang Wo Tsai Street,https://www.midlandici.com.hk/ics/property/building/details/B000023668/Sunwise-Industrial-Building
"Superluck Industrial Centre, Phase 2",57 Sha Tsui Road & 30-38 Tai Chung Road,https://www.midlandici.com.hk/ics/property/building/details/B000023671/Superluck-Industrial-Centre--Phase-2
"Superluck Industrial Centre, Phase I",45-53 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000059725/Superluck-Industrial-Centre--Phase-I
Tcl Tower,8 Tai Chung Road,https://www.midlandici.com.hk/ics/property/building/details/B000059730/Tcl-Tower
Texaco Road Industrial Centre Block A,256-264 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000023958/Texaco-Road-Industrial-Centre-Block-A
Texaco Road Industrial Centre Block B,14-22 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000059741/Texaco-Road-Industrial-Centre-Block-B
Thriving Industrial Centre,26-38 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007491/Thriving-Industrial-Centre
Tml Tower,3 Hoi Shing Road,https://www.midlandici.com.hk/ics/property/building/details/B000077793/Tml-Tower
Tsuen Tung Factory Building,38-40 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000024196/Tsuen-Tung-Factory-Building
Tsuen Wan Industrial Building,59-71 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000024201/Tsuen-Wan-Industrial-Building
W Mega Tower 1,No. 252 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000108951/W-Mega-Tower-1
Wang Cheong Enterprises Centre,65-69 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000059698/Wang-Cheong-Enterprises-Centre
Wang Lung Industrial Building,11 Lung Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007527/Wang-Lung-Industrial-Building
Wing Hang Industrial Building,13-29 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000024934/Wing-Hang-Industrial-Building
Wing Hing Industrial Building,83-93 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000024939/Wing-Hing-Industrial-Building
Goodman Tuen Mun Distribution Centre Block One,3a Hung Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000019213/Goodman-Tuen-Mun-Distribution-Centre-Block-One
Goodman Tuen Mun Distribution Centre Block Two,3a Hung Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000069877/Goodman-Tuen-Mun-Distribution-Centre-Block-Two
Goodman Western Plaza,2 Tin Hau Road & 3 San On Street,https://www.midlandici.com.hk/ics/property/building/details/B000059652/Goodman-Western-Plaza
Kwong Kin Trade Centre,5 Kin Fat Street,https://www.midlandici.com.hk/ics/property/building/details/B000021001/Kwong-Kin-Trade-Centre
My Loft,9 Hoi Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000022006/My-Loft
Nan Fung Industrial City Block 1,18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000022051/Nan-Fung-Industrial-City-Block-1
Nan Fung Industrial City Block 2,18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000059622/Nan-Fung-Industrial-City-Block-2
